team_id_master,team_name,club_name,age_group,gender,matched_state_code,confidence,all_state_codes,state_code_count,review_notes
35ce5bb6-36c9-4f50-b48b-7f6f2ccc7445,Pre-ECNL B15,East Meadow SC,u11,Male,NY,single_state,NY,1,
778d594f-e2b2-4cca-b99e-4724b24aa7e3,Pre-ECNL B15,SUSA FC,u11,Male,NY,single_state,NY,1,
9fa3dc66-6275-4128-b533-ed20ceff135d,United Ole Pre-ECNL B15,Connecticut FC,u11,Male,CT,single_state,CT,1,
a283d8d2-7164-48eb-8ab8-b9f30901369a,United Bethany Pre-ECNL B15,Connecticut FC,u11,Male,CT,single_state,CT,1,
da53fd65-6e57-410e-985f-24623e7c7623,Manhattan SC Pre-ECNL B15 II,Manhattan Soccer Club,u11,Male,NY,single_state,NY,1,
b39d312c-0426-426d-83b8-9bab386c0e90,Pre-ECNL B15,FSA FC,u11,Male,CT,single_state,CT,1,
e385b663-7b3d-4351-b0b4-87523a529615,Pre-ECNL B15,East Coast Surf SC,u11,Male,NY,single_state,NY,1,
844c90f1-dbbd-4f92-b82d-53b7bba5e388,Pre-ECNL B14 A Reyes,FC Dallas,u12,Male,TX,single_state,TX,1,
8fe837d0-240f-43eb-bf84-5f59e7e3a511,Pre-ECNL B14 Rios,Dallas Texans,u12,Male,TX,single_state,TX,1,
db2036c5-11f4-45ae-9183-15d1ab96c30f,FC Pre-ECNL B14 Vasquez,Fever United,u12,Male,TX,single_state,TX,1,
70a6ffad-7ff6-41ba-9dba-3e6dfead01c1,SOLAR PRE-ECNL B15 KATIC,Solar Soccer Club,u11,Male,TX,single_state,TX,1,
8012d6b4-e33b-4f12-b712-1456656594b1,Pre-ECNL B15 McKinney,Dallas Texans,u11,Male,TX,single_state,TX,1,
a97a7a15-a49b-42d2-97df-e8dde0d72731,Pre ECNL B15 Rubio,DKSC,u11,Male,TX,single_state,TX,1,
1665f983-77a4-4f96-becd-27d7429ddef0,Pre-ECNL B15 Vera,FC Dallas,u11,Male,TX,single_state,TX,1,
c58f1585-62c2-4e61-87e9-1ea3316e79d2,OK Energy FC Pre-ECNL B15 II,Oklahoma Energy FC,u11,Male,OK,single_state,OK,1,
20f63785-5985-4d4b-88a9-5f765571a518,Pre-ECNL B15 Bradford,Kernow Storm FC,u11,Male,TX,single_state,TX,1,
dc660658-5a2e-421f-92f8-06b14e53b0c2,Avanti SA Pre-ECNL B15 J Molina,Avanti Soccer Academy,u11,Male,TX,single_state,TX,1,
9cd0abe9-eb88-4c82-a53a-55b3c6485314,Pre-ECNL B15,AC Connecticut,u11,Male,CT,single_state,CT,1,
94888ccd-73e6-4536-9e31-8eb074da64d4,Pre-ECNL B15 ll,FSA FC,u11,Male,CT,single_state,CT,1,
ed24fe69-1a74-419b-a960-d3be05006778,Pre-ECNL B14,Pipeline SC,u12,Male,MD,single_state,MD,1,
5778e736-4c82-4bb6-a487-d5fb21cd0da3,SOLAR PRE-ECNL B14 JENKINS,Solar Soccer Club,u12,Male,TX,single_state,TX,1,
155326e9-c142-4e8e-ac67-63f77d301970,Manhattan SC Pre ECNL B15 I,Manhattan Soccer Club,u11,Male,NY,single_state,NY,1,
434c2607-bfc5-449a-bf69-502f4eebb152,Academy Pre-ECNL B15,SUSA FC,u11,Male,NY,single_state,NY,1,
5f79b678-7c25-4c38-92e4-4ed1b6eebbf9,SOLAR PRE-ECNL B16 CASTRO,Solar Soccer Club,u10,Male,TX,single_state,TX,1,
5d5a7c76-f307-4787-8f3f-1121abb0b585,Pre-ECNL B16 Hickam,FC Dallas,u10,Male,TX,single_state,TX,1,
a89eb533-8e24-4b46-8179-378d2ab65f96,Pre-ECNL B16 Bradford,Kernow Storm FC,u10,Male,TX,single_state,TX,1,
2d49c5a4-8fd0-4b7d-89fb-e30fafe2980f,Pre-ECNL B16 Saldivar,Dallas Texans,u10,Male,TX,single_state,TX,1,
7eb497d5-9033-442b-bc0e-9419fe8fe7bc,Pre-ECNL B14 I,West Coast FC,u12,Male,CA,single_state,CA,1,
f8d07380-e0f4-4620-9434-02ee39b6c554,Pre ECNL B14 I,LAFC So Cal,u12,Male,CA,single_state,CA,1,
f50b0d5a-bed3-43d5-9ec2-30856510144f,Pre ECNL B15 I,West Coast FC,u11,Male,CA,single_state,CA,1,
8cccebda-da6a-40fb-a835-d92a41c97580,Pre ECNL B15 I,LA Breakers FC,u11,Male,CA,single_state,CA,1,
f33f9bea-b2f5-4b2c-b27e-a6c9112cb360,Pre ECNL B15 II,West Coast FC,u11,Male,CA,single_state,CA,1,
b40272e6-14dd-4460-b98d-37b88a4fa894,USFC G-11/12,United Sports Soccer Club,u15,Female,WA,single_state,WA,1,
7ce50fef-76a5-48b5-9ae4-53c3378a5bbc,G12ECNL,Eastside FC,u14,Female,MI,single_state,MI,1,
700f00dd-e52c-4fed-9b56-4d1b4a0781b0,G12 GA,Washington Rush,u14,Female,WA,single_state,WA,1,
d92a013e-2c90-440c-93f4-c4694cb972d9,Pre-ECNL B14,Philadelphia Ukrainian Nationals,u12,Male,PA,single_state,PA,1,
0f21b14b-50aa-4c17-a139-30a168ebdf01,OK Energy FC Pre-ECNL B14 I,Oklahoma Energy FC,u12,Male,OK,single_state,OK,1,
5bfdee38-3baf-4d9c-94fd-5c8d6e8889aa,SOLAR PRE-ECNL B14 WILLIAMS,Solar Soccer Club,u12,Male,TX,single_state,TX,1,
61553808-e313-4c62-a6f7-2dabee9ab84e,Pre-ECNL B14 McKinney,Dallas Texans,u12,Male,TX,single_state,TX,1,
2536c1fe-546e-4558-a3c2-dd18cdcfcc1c,Avanti SA Pre-ECNL B15 Falcon,Avanti Soccer Academy,u11,Male,TX,single_state,TX,1,
08cc91a4-64ea-4115-aa18-e0304b9f0a93,SOLAR PRE-ECNL 15B MOLANO,Solar Soccer Club,u11,Male,TX,single_state,TX,1,
cb723b34-2978-49c8-9df7-1e0d12e5d65b,Pre ECNL B15 Guerrero,DKSC,u11,Male,TX,single_state,TX,1,
975b89af-d4ce-4baf-b5d8-85f0e6df7d6f,Pre ECNL B15 Padilla,DKSC,u11,Male,TX,single_state,TX,1,
af3e88ab-3c9c-4852-9b51-8257e0c25e83,SOLAR PRE-ECNL B15 MOLANO RED,Solar Soccer Club,u11,Male,TX,single_state,TX,1,
1ed11f93-8e09-46b1-a8e4-e5d90702a357,Avanti SA Pre-ECNL B15 Campos,Avanti Soccer Academy,u11,Male,TX,single_state,TX,1,
4e7630ce-dc30-416e-987b-65df81e08a9e,Pre-ECNL B15 Raine,FC Dallas,u11,Male,TX,single_state,TX,1,
cee82725-83af-4dc3-9778-33b8c2cc703d,Pre-ECNL B15 Petreas,NTX Celtic FC,u11,Male,TX,single_state,TX,1,
34e5a147-e9d5-413b-ab98-4de7b34cb22e,Pre-ECNL B16 Boaz,Dallas Texans,u10,Male,TX,single_state,TX,1,
b7fd59c3-e6e1-4450-8ae5-f7c718a867cc,G12 Red,Sparta Tacoma,u14,Female,WA,single_state,WA,1,
5d40a482-b5d6-40c4-aa96-c111bb03b5d4,Westside Metros FC 13GA,Westside Metros FC,u13,Female,OR,single_state,OR,1,
090236d0-7902-4e40-9c9e-cd94452f0a72,G13 White,Eastside FC,u13,Female,MI,single_state,MI,1,
e69057e6-1377-482f-847d-27f27a0273af,G15 Red,Eastside FC,u11,Female,MI,single_state,MI,1,
626503f4-ad89-491d-bdc7-8b2ea54e62dd,Pre-ECNL B15 Hume,NTX UNITED FC,u11,Male,TX,single_state,TX,1,
1df08966-e087-477c-81ab-0beda37c30eb,Pre-ECNL B16 P Reyes,FC Dallas,u10,Male,TX,single_state,TX,1,
e500f41c-ed69-4a36-9dff-82e3acae1d51,Pre-ECNL B16 Flores,FC Dallas,u10,Male,TX,single_state,TX,1,
9e6b0dc0-6faa-4fce-8981-6d6c48495af2,ECNL G12,Washington Premier,u14,Female,WA,single_state,WA,1,
2a3ebb94-6616-415c-b18c-e29ce681472a,12G GA,Westside Metros FC,u14,Female,OR,single_state,OR,1,
e1d481bc-d8cc-4cf9-936e-5a736e1a9a21,ECNL G13,Oregon Surf,u13,Female,OR,single_state,OR,1,
afc22f1c-39c1-421f-a962-9842775cca89,2014 Pre Girls Academy A,Soccer Chance Academy,u12,Female,OR,single_state,OR,1,
5f0eae17-dac8-4f01-9f60-ebb18db6a527,G14 Samba,Seattle United,u12,Female,WA,single_state,WA,1,
