team_id_master,team_name,club_name,age_group,gender,matched_state_code,confidence,all_state_codes,state_code_count,review_notes
5d26a2e8-9266-4114-9875-d8de349813bd,ECNL RL B09,South Carolina United,u17,Male,SC,single_state,SC,1,
a4316dc7-e495-45e9-ae76-8bae0958b4e3,ECNL RL B11,South Carolina United,u15,Male,SC,single_state,SC,1,
768c362b-781c-44d3-b5fc-86922f490508,GSA ECNL RL B09,Gwinnett Soccer Academy,u17,Male,GA,single_state,GA,1,
2f74deb3-1eb5-4834-bb4e-10f825f2c1c4,Premier ECNL RL B10,Concorde Fire,u16,Male,GA,single_state,GA,1,
29b84c05-ec25-48de-8361-3c0369f9a1a1,Platinum ECNL RL B10,Concorde Fire,u16,Male,GA,single_state,GA,1,
2adbd2df-9d55-4a87-a406-59d8323005a2,GSA ECNL RL B11,Gwinnett Soccer Academy,u15,Male,GA,single_state,GA,1,
268e26dd-f37c-4da4-8963-7ccedba9c2d3,ECNL RL S.Cal B13,LA Breakers FC,u13,Male,CA,single_state,CA,1,
bf92421d-dbff-43a1-ac5a-5999f83ba18e,ECNL RL LB S.Cal B13,LA Breakers FC,u13,Male,CA,single_state,CA,1,
52e2f939-197e-47e4-833f-06d78c2358d7,ECNL RL B09,Atlanta Fire United,u17,Male,GA,single_state,GA,1,
e7501f76-c352-4530-a74d-68c9d011d997,ECNL RL B10,Atlanta Fire United,u16,Male,GA,single_state,GA,1,
23ae3c2e-965c-4821-90d6-45e105394fc2,ECNL RL B11,Atlanta Fire United,u15,Male,GA,single_state,GA,1,
50b8cc1a-38b9-442e-875d-347867e7a9a0,ECNL RL S.Cal B13,West Coast FC,u13,Male,CA,single_state,CA,1,
a7ec941e-c3e3-4c09-a0fc-87c387bb6a3e,ECNL RL S.Cal B13,SDSC Surf,u13,Male,CA,single_state,CA,1,
35745a59-373e-4218-aa67-307d408f6230,ECNL RL S.Cal B13,LAFC So Cal,u13,Male,CA,single_state,CA,1,
811c46ab-6cf9-47e4-8ef0-a5414f479385,Premier ECNL RL B11,Concorde Fire,u15,Male,GA,single_state,GA,1,
f242ccfa-cf78-4e25-8676-b8a1ef47759c,Platinum ECNL RL B11,Concorde Fire,u15,Male,GA,single_state,GA,1,
9ccd1c03-2c3d-446d-9dbd-6e4f44caf787,ECNL RL S.Cal B13,Rebels SC,u13,Male,CA,single_state,CA,1,
b7425446-9629-47e3-bc9e-2cb20431044b,Premier ECNL RL B09,Concorde Fire,u17,Male,GA,single_state,GA,1,
4faf6eda-915f-4321-a641-8100c0f504df,Platinum ECNL RL B09,Concorde Fire,u17,Male,GA,single_state,GA,1,
a262c5b0-af32-45d1-90e6-798a8bc4a673,GSA ECNL RL B10,Gwinnett Soccer Academy,u16,Male,GA,single_state,GA,1,
b1fbfe23-741e-4cb6-a2f3-59bbf90da39d,ECNL RL B08/07,South Carolina United,u18,Male,SC,single_state,SC,1,
eecfe876-9544-420a-b77e-08401881e1b5,ECNL RL B09,South Carolina Surf,u17,Male,SC,single_state,SC,1,
d2df0d16-1187-43d2-93ac-0c31301d9523,ECNL RL B10,South Carolina Surf,u16,Male,SC,single_state,SC,1,
a71222f9-2f8a-4799-952f-ad98fc57618e,ECNL RL B11,South Carolina Surf,u15,Male,SC,single_state,SC,1,
505a493f-5735-4e21-b142-c39db486f3ca,ECNL RL B08/07,South Carolina Surf,u18,Male,SC,single_state,SC,1,
87166f09-968e-4519-a147-30c365ee173f,Premier ECNL RL B08/07,Concorde Fire,u18,Male,GA,single_state,GA,1,
e1e825c8-c693-419d-96a3-aae50969584b,Platinum ECNL RL B08/07,Concorde Fire,u18,Male,GA,single_state,GA,1,
6c12a54d-8dfa-41ea-9789-c22d941f0bfe,ECNL RL B10,South Carolina United,u16,Male,SC,single_state,SC,1,
