team_id_master,team_name,club_name,age_group,gender,matched_state_code,confidence,all_state_codes,state_code_count,review_notes
57cc87ce-1c7c-47a1-88e6-0fb3e1102284,CHALLENGE UNITED ECNL RL B11,Challenge SC,u15,Male,TX,single_state,TX,1,
0bfb10b1-5610-4587-86b0-1ed04d2af82b,RL B11,Dallas Texans,u15,Male,TX,single_state,TX,1,
44f736a8-ace6-4887-ac76-a4320503a1b4,ECNL RL B12,South Carolina Surf,u14,Male,SC,single_state,SC,1,
3ddf7af1-28ac-48b6-96a6-9db3ae5579d5,ECNL RL B08/07,San Antonio City SC,u18,Male,TX,single_state,TX,1,
c83330e0-b649-4236-af3b-1ad18c116fd7,SOLAR SC ECNL RL B08/07,Solar Soccer Club,u18,Male,TX,single_state,TX,1,
30b77740-e041-44f8-b308-3736b690141b,OK Energy FC ECNL RL B10,Oklahoma Energy FC,u16,Male,OK,single_state,OK,1,
948ce398-8cac-4a10-878e-8a47950a5d54,ECNL RL B11,DKSC,u15,Male,TX,single_state,TX,1,
fd11de72-5124-4f9b-920d-dba4db212151,ECNL RL B12,South Carolina United,u14,Male,SC,single_state,SC,1,
ec971d6b-19c8-472e-828e-9fb93f006052,ECNL RL B12,Atlanta Fire United,u14,Male,GA,single_state,GA,1,
2f916aad-6798-4fb5-ad91-a57acfd5ee5c,ECNL RL B08/07,DKSC,u18,Male,TX,single_state,TX,1,
82562c55-7be0-4e57-837d-588692e27984,ECNL RL B08/07,FC Dallas,u18,Male,TX,single_state,TX,1,
0285cebd-c0ba-4e4e-ae69-54e073cc3cb4,RL B08/07,Dallas Texans,u18,Male,TX,single_state,TX,1,
b9d30c4a-5571-4f93-8e60-3bfdedf4939d,OK Energy FC ECNL RL B08/07,Oklahoma Energy FC,u18,Male,OK,single_state,OK,1,
a9b877f9-07b0-441d-a4a5-7353abec72ec,ECNL RL B08/07,Albion Hurricanes FC,u18,Male,TX,single_state,TX,1,
67c9ffdd-b626-4344-8f2e-9e85a733300d,ECNL RL B10,FC Westlake,u16,Male,TX,single_state,TX,1,
1c5ddcd2-98d8-4117-9c99-e0c452f0c491,SAFC Red ECNL RL B11,San Antonio FC,u15,Male,TX,single_state,TX,1,
6397f13f-e39f-4c3f-bb9e-ca7a317e0279,ECNL RL B11,Lonestar Soccer Club,u15,Male,TX,single_state,TX,1,
ac319114-2d33-4dc0-a24d-5d33d506e3c1,Platinum ECNL RL B12,Concorde Fire,u14,Male,GA,single_state,GA,1,
9d7308e1-14b2-4296-8cc6-97473a58c243,Premier ECNL RL B12,Concorde Fire,u14,Male,GA,single_state,GA,1,
61c145ed-dbc1-4d46-99bd-e1a87b4b5100,ECNL RL B13,South Carolina United,u13,Male,SC,single_state,SC,1,
99569247-fa23-4384-a66f-6487e45f33bf,SOLAR SC ECNL RL B09,Solar Soccer Club,u17,Male,TX,single_state,TX,1,
063954aa-da53-49f6-a6ac-62b2f443d36f,CHALLENGE UNITED ECNL RL B10,Challenge SC,u16,Male,TX,single_state,TX,1,
31c35a78-db17-4ca9-a544-a1874acbba12,SAFC Black ECNL RL B10,San Antonio FC,u16,Male,TX,single_state,TX,1,
1ff97a12-5936-4115-be12-d1c3608c4b1c,RL B10,Dallas Texans,u16,Male,TX,single_state,TX,1,
3076facb-e0a8-4f84-9008-bf98ef4844f3,ECNL RL B11,San Antonio City SC,u15,Male,TX,single_state,TX,1,
32513c41-28ab-40a1-9e9c-0df5941d2213,GSA ECNL RL B12,Gwinnett Soccer Academy,u14,Male,GA,single_state,GA,1,
2173ff56-e5c7-41e3-91b8-6e1a716a361d,SAFC Red ECNL RL B08/07,San Antonio FC,u18,Male,TX,single_state,TX,1,
599841ea-ba55-4bde-a5df-6306e291d08c,ECNL RL B08/07,Lonestar Soccer Club,u18,Male,TX,single_state,TX,1,
