provider,scrape_run_id,event_id,event_name,schedule_id,age_year,gender,team_id,team_id_source,team_name,club_name,opponent_id,opponent_id_source,opponent_name,opponent_club_name,game_date,game_time,home_away,goals_for,goals_against,result,venue,source_url,scraped_at
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,95207,95207,SAFC Black ECNL RL B08/07,San Antonio FC,57773,57773,San Antonio City SC ECNL RL B08/07,San Antonio City SC,2025-09-06,13:00:00,A,1,1,D,Field 3,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,95200,95200,SAFC Red ECNL RL B08/07,San Antonio FC,95207,95207,SAFC Black ECNL RL B08/07,San Antonio FC,2025-09-07,09:00:00,H,3,3,D,Field 5,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,95207,95207,SAFC Black ECNL RL B08/07,San Antonio FC,95200,95200,SAFC Red ECNL RL B08/07,San Antonio FC,2025-09-07,09:00:00,A,3,3,D,Field 5,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57773,57773,San Antonio City SC ECNL RL B08/07,San Antonio City SC,68859,68859,FC Westlake ECNL RL B08/07,FC Westlake,2025-09-07,11:00:00,H,1,7,L,Field 3,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,68859,68859,FC Westlake ECNL RL B08/07,FC Westlake,57773,57773,San Antonio City SC ECNL RL B08/07,San Antonio City SC,2025-09-07,11:00:00,A,7,1,W,Field 3,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,56485,56485,BVBIA ECNL RL B08/07,BVB International Academy,69591,69591,FC Dallas ECNL RL B08/07,FC Dallas,2025-09-07,12:00:00,H,3,6,L,Champions,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,69591,69591,FC Dallas ECNL RL B08/07,FC Dallas,56485,56485,BVBIA ECNL RL B08/07,BVB International Academy,2025-09-07,12:00:00,A,6,3,W,Champions,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,68919,68919,DKSC ECNL RL B08/07,DKSC,57754,57754,Dallas Texans RL B08/07,Dallas Texans,2025-09-07,13:00:00,H,1,0,W,Field 7,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57754,57754,Dallas Texans RL B08/07,Dallas Texans,68919,68919,DKSC ECNL RL B08/07,DKSC,2025-09-07,13:00:00,A,0,1,L,Field 7,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57779,57779,SOLAR SC ECNL RL B08/07,Solar Soccer Club,81205,81205,Avanti SA ECNL RL B08/07,Avanti Soccer Academy,2025-09-07,15:00:00,H,1,4,L,Field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,81205,81205,Avanti SA ECNL RL B08/07,Avanti Soccer Academy,57779,57779,SOLAR SC ECNL RL B08/07,Solar Soccer Club,2025-09-07,15:00:00,A,4,1,W,Field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,66745,66745,CHALLENGE UNITED ECNL RL B08/07,Challenge SC,80401,80401,RISE SC ECNL Navy RL B08/07,RISE SC,2025-09-13,00:00:00,H,,,U,,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,80401,80401,RISE SC ECNL Navy RL B08/07,RISE SC,66745,66745,CHALLENGE UNITED ECNL RL B08/07,Challenge SC,2025-09-13,00:00:00,A,,,U,,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,68859,68859,FC Westlake ECNL RL B08/07,FC Westlake,55417,55417,Oklahoma Celtic ECNL RL B08/07,Oklahoma Celtic Football Club,2025-09-13,11:00:00,H,2,1,W,Field 7,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,55417,55417,Oklahoma Celtic ECNL RL B08/07,Oklahoma Celtic Football Club,68859,68859,FC Westlake ECNL RL B08/07,FC Westlake,2025-09-13,11:00:00,A,1,2,L,Field 7,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,95207,95207,SAFC Black ECNL RL B08/07,San Antonio FC,57761,57761,OK Energy FC ECNL RL B08/07,Oklahoma Energy FC,2025-09-13,13:00:00,H,2,6,L,Field 5,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57761,57761,OK Energy FC ECNL RL B08/07,Oklahoma Energy FC,95207,95207,SAFC Black ECNL RL B08/07,San Antonio FC,2025-09-13,13:00:00,A,6,2,W,Field 5,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,114700,114700,Lonestar Soccer Club ECNL RL B08/07,Lonestar Soccer Club,57747,57747,Albion Hurricanes FC ECNL RL B08/07,Albion Hurricanes FC,2025-09-13,15:00:00,H,2,2,D,Field 2,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57747,57747,Albion Hurricanes FC ECNL RL B08/07,Albion Hurricanes FC,114700,114700,Lonestar Soccer Club ECNL RL B08/07,Lonestar Soccer Club,2025-09-13,15:00:00,A,2,2,D,Field 2,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,69591,69591,FC Dallas ECNL RL B08/07,FC Dallas,81205,81205,Avanti SA ECNL RL B08/07,Avanti Soccer Academy,2025-09-14,11:00:00,H,1,1,D,Field 9,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,81205,81205,Avanti SA ECNL RL B08/07,Avanti Soccer Academy,69591,69591,FC Dallas ECNL RL B08/07,FC Dallas,2025-09-14,11:00:00,A,1,1,D,Field 9,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,68859,68859,FC Westlake ECNL RL B08/07,FC Westlake,57761,57761,OK Energy FC ECNL RL B08/07,Oklahoma Energy FC,2025-09-14,13:00:00,H,3,1,W,Field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57761,57761,OK Energy FC ECNL RL B08/07,Oklahoma Energy FC,68859,68859,FC Westlake ECNL RL B08/07,FC Westlake,2025-09-14,13:00:00,A,1,3,L,Field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,95207,95207,SAFC Black ECNL RL B08/07,San Antonio FC,55417,55417,Oklahoma Celtic ECNL RL B08/07,Oklahoma Celtic Football Club,2025-09-14,13:00:00,H,1,4,L,Field 5,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,55417,55417,Oklahoma Celtic ECNL RL B08/07,Oklahoma Celtic Football Club,95207,95207,SAFC Black ECNL RL B08/07,San Antonio FC,2025-09-14,13:00:00,A,4,1,W,Field 5,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57773,57773,San Antonio City SC ECNL RL B08/07,San Antonio City SC,57747,57747,Albion Hurricanes FC ECNL RL B08/07,Albion Hurricanes FC,2025-09-14,14:00:00,H,0,5,L,Field 3,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57747,57747,Albion Hurricanes FC ECNL RL B08/07,Albion Hurricanes FC,57773,57773,San Antonio City SC ECNL RL B08/07,San Antonio City SC,2025-09-14,14:00:00,A,5,0,W,Field 3,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57754,57754,Dallas Texans RL B08/07,Dallas Texans,57779,57779,SOLAR SC ECNL RL B08/07,Solar Soccer Club,2025-09-14,14:00:00,H,4,1,W,Field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57779,57779,SOLAR SC ECNL RL B08/07,Solar Soccer Club,57754,57754,Dallas Texans RL B08/07,Dallas Texans,2025-09-14,14:00:00,A,1,4,L,Field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,69591,69591,FC Dallas ECNL RL B08/07,FC Dallas,57754,57754,Dallas Texans RL B08/07,Dallas Texans,2025-09-20,09:00:00,H,3,1,W,Field 16,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57754,57754,Dallas Texans RL B08/07,Dallas Texans,69591,69591,FC Dallas ECNL RL B08/07,FC Dallas,2025-09-20,09:00:00,A,1,3,L,Field 16,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,58432,58432,HTX N ECNL RL B08/07,HTX Soccer,57773,57773,San Antonio City SC ECNL RL B08/07,San Antonio City SC,2025-09-20,12:00:00,H,3,0,W,Field 3,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57773,57773,San Antonio City SC ECNL RL B08/07,San Antonio City SC,58432,58432,HTX N ECNL RL B08/07,HTX Soccer,2025-09-20,12:00:00,A,0,3,L,Field 3,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,81205,81205,Avanti SA ECNL RL B08/07,Avanti Soccer Academy,80329,80329,HTX S ECNL RL B08/07,HTX Soccer,2025-09-20,13:00:00,H,3,3,D,field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,80329,80329,HTX S ECNL RL B08/07,HTX Soccer,81205,81205,Avanti SA ECNL RL B08/07,Avanti Soccer Academy,2025-09-20,13:00:00,A,3,3,D,field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57761,57761,OK Energy FC ECNL RL B08/07,Oklahoma Energy FC,114700,114700,Lonestar Soccer Club ECNL RL B08/07,Lonestar Soccer Club,2025-09-20,13:00:00,H,1,0,W,NOKC Red 4,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,114700,114700,Lonestar Soccer Club ECNL RL B08/07,Lonestar Soccer Club,57761,57761,OK Energy FC ECNL RL B08/07,Oklahoma Energy FC,2025-09-20,13:00:00,A,0,1,L,NOKC Red 4,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57779,57779,SOLAR SC ECNL RL B08/07,Solar Soccer Club,50722,50722,HOUSTONIANS FC ECNL RL B08/07,Houstonians Futbol Club,2025-09-20,13:00:00,H,2,0,W,Field 6,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,50722,50722,HOUSTONIANS FC ECNL RL B08/07,Houstonians Futbol Club,57779,57779,SOLAR SC ECNL RL B08/07,Solar Soccer Club,2025-09-20,13:00:00,A,0,2,L,Field 6,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,55417,55417,Oklahoma Celtic ECNL RL B08/07,Oklahoma Celtic Football Club,66745,66745,CHALLENGE UNITED ECNL RL B08/07,Challenge SC,2025-09-20,14:00:00,H,3,0,W,Field 20,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,66745,66745,CHALLENGE UNITED ECNL RL B08/07,Challenge SC,55417,55417,Oklahoma Celtic ECNL RL B08/07,Oklahoma Celtic Football Club,2025-09-20,14:00:00,A,0,3,L,Field 20,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57747,57747,Albion Hurricanes FC ECNL RL B08/07,Albion Hurricanes FC,68919,68919,DKSC ECNL RL B08/07,DKSC,2025-09-20,15:00:00,H,3,1,W,Field 5,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,68919,68919,DKSC ECNL RL B08/07,DKSC,57747,57747,Albion Hurricanes FC ECNL RL B08/07,Albion Hurricanes FC,2025-09-20,15:00:00,A,1,3,L,Field 5,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,80400,80400,RISE SC ECNL White RL B08/07,RISE SC,95200,95200,SAFC Red ECNL RL B08/07,San Antonio FC,2025-09-20,15:00:00,H,2,5,L,Field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,95200,95200,SAFC Red ECNL RL B08/07,San Antonio FC,80400,80400,RISE SC ECNL White RL B08/07,RISE SC,2025-09-20,15:00:00,A,5,2,W,Field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,80401,80401,RISE SC ECNL Navy RL B08/07,RISE SC,56485,56485,BVBIA ECNL RL B08/07,BVB International Academy,2025-09-20,16:00:00,H,2,1,W,Field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,56485,56485,BVBIA ECNL RL B08/07,BVB International Academy,80401,80401,RISE SC ECNL Navy RL B08/07,RISE SC,2025-09-20,16:00:00,A,1,2,L,Field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,81205,81205,Avanti SA ECNL RL B08/07,Avanti Soccer Academy,50722,50722,HOUSTONIANS FC ECNL RL B08/07,Houstonians Futbol Club,2025-09-21,11:00:00,H,5,0,W,field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,50722,50722,HOUSTONIANS FC ECNL RL B08/07,Houstonians Futbol Club,81205,81205,Avanti SA ECNL RL B08/07,Avanti Soccer Academy,2025-09-21,11:00:00,A,0,5,L,field 1,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,57779,57779,SOLAR SC ECNL RL B08/07,Solar Soccer Club,80329,80329,HTX S ECNL RL B08/07,HTX Soccer,2025-09-21,11:00:00,H,0,4,L,Field 6,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
tgs,2025-12-11T22:33:46.052642+00:00_2c88c8,3913,ECNL RL Boys Texas 2025-26,33763,2008,Boys,80329,80329,HTX S ECNL RL B08/07,HTX Soccer,57779,57779,SOLAR SC ECNL RL B08/07,Solar Soccer Club,2025-09-21,11:00:00,A,4,0,W,Field 6,https://public.totalglobalsports.com/public/event/3913,2025-12-11T22:33:46.052642+00:00
