provider,scrape_run_id,event_id,schedule_id,age_year,gender,team_id,team_id_source,team_name,club_name,opponent_id,opponent_id_source,opponent_name,opponent_club_name,game_date,game_time,home_away,goals_for,goals_against,result,venue,source_url,scraped_at
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,88341,88341,Arizona Arsenal ECNL G12,AZ Arsenal,94999,94999,San Diego Surf ECNL RL Southwest G12,San Diego Surf,2025-12-06,07:45:00,H,3,0,W,Field 3 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,94999,94999,San Diego Surf ECNL RL Southwest G12,San Diego Surf,88341,88341,Arizona Arsenal ECNL G12,AZ Arsenal,2025-12-06,07:45:00,A,0,3,L,Field 3 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,84689,84689,San Diego Surf ECNL G12,San Diego Surf,91992,91992,Titans FC (CA) - Orozco G12,Titans FC (CA),2025-12-06,08:15:00,H,11,0,W,Field 7 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,91992,91992,Titans FC (CA) - Orozco G12,Titans FC (CA),84689,84689,San Diego Surf ECNL G12,San Diego Surf,2025-12-06,08:15:00,A,0,11,L,Field 7 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,53888,53888,Pateadores ECNL G12,Pateadores,105075,105075,San Diego Surf - ECNL G13,San Diego Surf,2025-12-06,08:15:00,H,1,3,L,Field 8 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,105075,105075,San Diego Surf - ECNL G13,San Diego Surf,53888,53888,Pateadores ECNL G12,Pateadores,2025-12-06,08:15:00,A,3,1,W,Field 8 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,81125,81125,Phoenix Rising ECNL G12,Phoenix Rising FC,65765,65765,Slammers FC HB Koge ECNL G13,Slammers FC HB Koge,2025-12-06,09:00:00,H,2,3,L,Field 4 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,65765,65765,Slammers FC HB Koge ECNL G13,Slammers FC HB Koge,81125,81125,Phoenix Rising ECNL G12,Phoenix Rising FC,2025-12-06,09:00:00,A,3,2,W,Field 4 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,65765,65765,Slammers FC HB Koge ECNL G13,Slammers FC HB Koge,84689,84689,San Diego Surf ECNL G12,San Diego Surf,2025-12-06,12:00:00,H,0,1,L,Field 5 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,84689,84689,San Diego Surf ECNL G12,San Diego Surf,65765,65765,Slammers FC HB Koge ECNL G13,Slammers FC HB Koge,2025-12-06,12:00:00,A,1,0,W,Field 5 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,91992,91992,Titans FC (CA) - Orozco G12,Titans FC (CA),81125,81125,Phoenix Rising ECNL G12,Phoenix Rising FC,2025-12-06,12:00:00,H,0,6,L,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,81125,81125,Phoenix Rising ECNL G12,Phoenix Rising FC,91992,91992,Titans FC (CA) - Orozco G12,Titans FC (CA),2025-12-06,12:00:00,A,6,0,W,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,105075,105075,San Diego Surf - ECNL G13,San Diego Surf,88341,88341,Arizona Arsenal ECNL G12,AZ Arsenal,2025-12-06,12:00:00,H,3,2,W,Field 7 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
tgs,2025-12-11T17:28:47.025681+00:00_1b684d,4067,35457,2012,Girls,88341,88341,Arizona Arsenal ECNL G12,AZ Arsenal,105075,105075,San Diego Surf - ECNL G13,San Diego Surf,2025-12-06,12:00:00,A,2,3,L,Field 7 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T17:28:47.025681+00:00
