scrape_run_id,event_id,schedule_id,age_year,gender,team_name,opponent_name,game_date,game_time,home_away,goals_for,goals_against,result,venue,source_url,scraped_at
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,Titans FC (CA) - Orozco G12,Phoenix Rising ECNL G12,2025-12-06T12:00:00,12:00:00,H,,6,U,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,Phoenix Rising ECNL G12,Titans FC (CA) - Orozco G12,2025-12-06T12:00:00,12:00:00,A,6,,U,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,San Diego Surf - ECNL G13,Arizona Arsenal ECNL G12,2025-12-06T12:00:00,12:00:00,H,3,2,W,Field 7 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,Arizona Arsenal ECNL G12,San Diego Surf - ECNL G13,2025-12-06T12:00:00,12:00:00,A,2,3,L,Field 7 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,San Diego Surf ECNL RL Southwest G12,Pateadores ECNL G12,2025-12-06T12:00:00,12:00:00,H,,3,U,Field 8 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,Pateadores ECNL G12,San Diego Surf ECNL RL Southwest G12,2025-12-06T12:00:00,12:00:00,A,3,,U,Field 8 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,San Diego Surf ECNL G12,Phoenix Rising ECNL G12,2025-12-07T11:00:00,11:00:00,H,2,,U,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,Phoenix Rising ECNL G12,San Diego Surf ECNL G12,2025-12-07T11:00:00,11:00:00,A,,2,U,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,Slammers FC HB Koge ECNL G13,Titans FC (CA) - Orozco G12,2025-12-07T11:00:00,11:00:00,H,11,,U,Field 5 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,Titans FC (CA) - Orozco G12,Slammers FC HB Koge ECNL G13,2025-12-07T11:00:00,11:00:00,A,,11,U,Field 5 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,Arizona Arsenal ECNL G12,Pateadores ECNL G12,2025-12-07T11:00:00,11:00:00,H,3,,U,Field 20 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,Pateadores ECNL G12,Arizona Arsenal ECNL G12,2025-12-07T11:00:00,11:00:00,A,,3,U,Field 20 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,San Diego Surf - ECNL G13,San Diego Surf ECNL RL Southwest G12,2025-12-07T11:00:00,11:00:00,H,3,,U,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,San Diego Surf ECNL RL Southwest G12,San Diego Surf - ECNL G13,2025-12-07T11:00:00,11:00:00,A,,3,U,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,San Diego Surf ECNL G12,Slammers FC HB Koge ECNL G13,2025-12-07T15:00:00,15:00:00,H,4,,U,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35457,2012,G,Slammers FC HB Koge ECNL G13,San Diego Surf ECNL G12,2025-12-07T15:00:00,15:00:00,A,,4,U,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Burlingame SC - ECNL RL G12,South Valley Surf - G2012,2025-12-06T08:00:00,08:00:00,H,,1,U,Field 19 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,South Valley Surf - G2012,Burlingame SC - ECNL RL G12,2025-12-06T08:00:00,08:00:00,A,1,,U,Field 19 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Colorado Rapids -ECNL-RL G12 South,Elmhurst City Surf - ECS 2012 G Elite,2025-12-06T08:00:00,08:00:00,H,,3,U,Field 20 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Elmhurst City Surf - ECS 2012 G Elite,Colorado Rapids -ECNL-RL G12 South,2025-12-06T08:00:00,08:00:00,A,3,,U,Field 20 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Colorado Rapids Central ECNL RL G12,Monterey Surf SC - Monterey Surf G12 ECNL-RL,2025-12-06T09:45:00,09:45:00,H,,,U,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Monterey Surf SC - Monterey Surf G12 ECNL-RL,Colorado Rapids Central ECNL RL G12,2025-12-06T09:45:00,09:45:00,A,,,U,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Arizona Arsenal ECNL RL G12,Rebels SC ECNL RL G12,2025-12-06T10:30:00,10:30:00,H,,2,U,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Rebels SC ECNL RL G12,Arizona Arsenal ECNL RL G12,2025-12-06T10:30:00,10:30:00,A,2,,U,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Elmhurst City Surf - ECS 2012 G Elite,Burlingame SC - ECNL RL G12,2025-12-06T11:45:00,11:45:00,H,,1,U,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Burlingame SC - ECNL RL G12,Elmhurst City Surf - ECS 2012 G Elite,2025-12-06T11:45:00,11:45:00,A,1,,U,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,South Valley Surf - G2012,Colorado Rapids -ECNL-RL G12 South,2025-12-06T11:45:00,11:45:00,H,1,,U,Field 20 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Colorado Rapids -ECNL-RL G12 South,South Valley Surf - G2012,2025-12-06T11:45:00,11:45:00,A,,1,U,Field 20 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Monterey Surf SC - Monterey Surf G12 ECNL-RL,Arizona Arsenal ECNL RL G12,2025-12-06T13:30:00,13:30:00,H,2,1,W,Field 13 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Arizona Arsenal ECNL RL G12,Monterey Surf SC - Monterey Surf G12 ECNL-RL,2025-12-06T13:30:00,13:30:00,A,1,2,L,Field 13 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Rebels SC ECNL RL G12,Colorado Rapids Central ECNL RL G12,2025-12-06T13:30:00,13:30:00,H,,,U,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Colorado Rapids Central ECNL RL G12,Rebels SC ECNL RL G12,2025-12-06T13:30:00,13:30:00,A,,,U,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Burlingame SC - ECNL RL G12,Colorado Rapids -ECNL-RL G12 South,2025-12-07T08:00:00,08:00:00,H,4,,U,Field 18 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Colorado Rapids -ECNL-RL G12 South,Burlingame SC - ECNL RL G12,2025-12-07T08:00:00,08:00:00,A,,4,U,Field 18 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Arizona Arsenal ECNL RL G12,Colorado Rapids Central ECNL RL G12,2025-12-07T08:00:00,08:00:00,H,,5,U,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Colorado Rapids Central ECNL RL G12,Arizona Arsenal ECNL RL G12,2025-12-07T08:00:00,08:00:00,A,5,,U,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Elmhurst City Surf - ECS 2012 G Elite,South Valley Surf - G2012,2025-12-07T08:30:00,08:30:00,H,1,1,D,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,South Valley Surf - G2012,Elmhurst City Surf - ECS 2012 G Elite,2025-12-07T08:30:00,08:30:00,A,1,1,D,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Monterey Surf SC - Monterey Surf G12 ECNL-RL,Rebels SC ECNL RL G12,2025-12-07T09:15:00,09:15:00,H,5,,U,Field 13 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Rebels SC ECNL RL G12,Monterey Surf SC - Monterey Surf G12 ECNL-RL,2025-12-07T09:15:00,09:15:00,A,,5,U,Field 13 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,South Valley Surf - G2012,Monterey Surf SC - Monterey Surf G12 ECNL-RL,2025-12-07T12:15:00,12:15:00,H,,6,U,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35471,2012,G,Monterey Surf SC - Monterey Surf G12 ECNL-RL,South Valley Surf - G2012,2025-12-07T12:15:00,12:15:00,A,6,,U,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,IR Academy - 12G NPL,Sound FC - Sound FC G12A,2025-12-06T10:30:00,10:30:00,H,2,,U,Field 19 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,Sound FC - Sound FC G12A,IR Academy - 12G NPL,2025-12-06T10:30:00,10:30:00,A,,2,U,Field 19 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,No Club Selection - NW Elite 2012 Girls ,San Diego Surf ECNL RL SoCal G12,2025-12-06T10:30:00,10:30:00,H,8,,U,Field 18 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,San Diego Surf ECNL RL SoCal G12,No Club Selection - NW Elite 2012 Girls ,2025-12-06T10:30:00,10:30:00,A,,8,U,Field 18 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,San Diego Surf ECNL RL SoCal G12,IR Academy - 12G NPL,2025-12-06T14:15:00,14:15:00,H,,,U,Field 18 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,IR Academy - 12G NPL,San Diego Surf ECNL RL SoCal G12,2025-12-06T14:15:00,14:15:00,A,,,U,Field 18 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,No Club Selection - NW Elite 2012 Girls ,Sound FC - Sound FC G12A,2025-12-06T15:15:00,15:15:00,H,4,2,W,Field 1 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,Sound FC - Sound FC G12A,No Club Selection - NW Elite 2012 Girls ,2025-12-06T15:15:00,15:15:00,A,2,4,L,Field 1 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,IR Academy - 12G NPL,No Club Selection - NW Elite 2012 Girls ,2025-12-07T09:15:00,09:15:00,H,1,,U,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,No Club Selection - NW Elite 2012 Girls ,IR Academy - 12G NPL,2025-12-07T09:15:00,09:15:00,A,,1,U,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,San Diego Surf ECNL RL SoCal G12,Sound FC - Sound FC G12A,2025-12-07T10:30:00,10:30:00,H,,1,U,Field 19 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,Sound FC - Sound FC G12A,San Diego Surf ECNL RL SoCal G12,2025-12-07T10:30:00,10:30:00,A,1,,U,Field 19 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,IR Academy - 12G NPL,No Club Selection - NW Elite 2012 Girls ,2025-12-07T13:00:00,13:00:00,H,2,4,L,Field 7 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35485,2012,G,No Club Selection - NW Elite 2012 Girls ,IR Academy - 12G NPL,2025-12-07T13:00:00,13:00:00,A,4,2,W,Field 7 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,Slammers FC HB Koge - Pre-ECNL G14,Pateadores ECNL G13,2025-12-06T07:45:00,07:45:00,H,1,1,D,Field 4 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,Pateadores ECNL G13,Slammers FC HB Koge - Pre-ECNL G14,2025-12-06T07:45:00,07:45:00,A,1,1,D,Field 4 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,SLAMMERS FC ECNL G13,SDSC Surf - SDSC 13GA,2025-12-06T09:00:00,09:00:00,H,1,7,L,Field 3 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,SDSC Surf - SDSC 13GA,SLAMMERS FC ECNL G13,2025-12-06T09:00:00,09:00:00,A,7,1,W,Field 3 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,Rebels SC ECNL G13,LAFC So Cal ECNL G13,2025-12-06T09:45:00,09:45:00,H,1,1,D,Field 13 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,LAFC So Cal ECNL G13,Rebels SC ECNL G13,2025-12-06T09:45:00,09:45:00,A,1,1,D,Field 13 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,AC Marin - 2013 ECNL-RL,Phoenix Rising ECNL G13,2025-12-06T10:15:00,10:15:00,H,2,,U,Field 4 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,Phoenix Rising ECNL G13,AC Marin - 2013 ECNL-RL,2025-12-06T10:15:00,10:15:00,A,,2,U,Field 4 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,Pateadores ECNL G13,Rebels SC ECNL G13,2025-12-06T13:00:00,13:00:00,H,1,,U,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,Rebels SC ECNL G13,Pateadores ECNL G13,2025-12-06T13:00:00,13:00:00,A,,1,U,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,SDSC Surf - SDSC 13GA,AC Marin - 2013 ECNL-RL,2025-12-06T13:15:00,13:15:00,H,2,2,D,Field 5 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,AC Marin - 2013 ECNL-RL,SDSC Surf - SDSC 13GA,2025-12-06T13:15:00,13:15:00,A,2,2,D,Field 5 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,Phoenix Rising ECNL G13,SLAMMERS FC ECNL G13,2025-12-06T13:15:00,13:15:00,H,,2,U,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,SLAMMERS FC ECNL G13,Phoenix Rising ECNL G13,2025-12-06T13:15:00,13:15:00,A,2,,U,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,LAFC So Cal ECNL G13,Slammers FC HB Koge - Pre-ECNL G14,2025-12-06T13:15:00,13:15:00,H,2,1,W,Field 8 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,Slammers FC HB Koge - Pre-ECNL G14,LAFC So Cal ECNL G13,2025-12-06T13:15:00,13:15:00,A,1,2,L,Field 8 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,SDSC Surf - SDSC 13GA,Phoenix Rising ECNL G13,2025-12-07T08:00:00,08:00:00,H,4,,U,Field 1 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,Phoenix Rising ECNL G13,SDSC Surf - SDSC 13GA,2025-12-07T08:00:00,08:00:00,A,,4,U,Field 1 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,Rebels SC ECNL G13,Slammers FC HB Koge - Pre-ECNL G14,2025-12-07T09:15:00,09:15:00,H,1,,U,Field 2 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,Slammers FC HB Koge - Pre-ECNL G14,Rebels SC ECNL G13,2025-12-07T09:15:00,09:15:00,A,,1,U,Field 2 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,AC Marin - 2013 ECNL-RL,SLAMMERS FC ECNL G13,2025-12-07T10:30:00,10:30:00,H,5,1,W,Field 2 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,SLAMMERS FC ECNL G13,AC Marin - 2013 ECNL-RL,2025-12-07T10:30:00,10:30:00,A,1,5,L,Field 2 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,Pateadores ECNL G13,LAFC So Cal ECNL G13,2025-12-07T10:30:00,10:30:00,H,,,U,Field 1 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,LAFC So Cal ECNL G13,Pateadores ECNL G13,2025-12-07T10:30:00,10:30:00,A,,,U,Field 1 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,SDSC Surf - SDSC 13GA,AC Marin - 2013 ECNL-RL,2025-12-07T14:30:00,14:30:00,H,2,1,W,Field 8 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
2025-12-11T02:34:37.901144+00:00_0b0e86,4067,35456,2013,G,AC Marin - 2013 ECNL-RL,SDSC Surf - SDSC 13GA,2025-12-07T14:30:00,14:30:00,A,1,2,L,Field 8 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T02:34:37.901144+00:00
