provider,scrape_run_id,event_id,event_name,schedule_id,age_year,age_group,gender,team_id,team_id_source,team_name,club_name,opponent_id,opponent_id_source,opponent_name,opponent_club_name,state,state_code,game_date,game_time,home_away,goals_for,goals_against,result,venue,source_url,scraped_at
tgs,2025-12-12T18:22:39.543910+00:00_9bd34c,3954,Event 3954,33078,2008,u18,Girls,44943,44943,SLAMMERS FC ECNL RL G08,SLAMMERS FC,47055,47055,So Cal Blues ECNL RL G08/07,So Cal Blues SC,,,2025-09-06,17:15:00,H,2,1,W,Field 15,https://public.totalglobalsports.com/public/event/3954,2025-12-12T18:22:39.543910+00:00
tgs,2025-12-12T18:22:39.543910+00:00_9bd34c,3954,Event 3954,33078,2008,u18,Girls,47055,47055,So Cal Blues ECNL RL G08/07,So Cal Blues SC,44943,44943,SLAMMERS FC ECNL RL G08,SLAMMERS FC,,,2025-09-06,17:15:00,A,1,2,L,Field 15,https://public.totalglobalsports.com/public/event/3954,2025-12-12T18:22:39.543910+00:00
tgs,2025-12-12T18:22:39.543910+00:00_9bd34c,3954,Event 3954,33078,2008,u18,Girls,31267,31267,LA Breakers FC ECNL RL G08/07,LA Breakers FC,47042,47042,Sporting CA USA ECNL RL G08/07,Sporting CA USA,,,2025-09-07,09:00:00,H,0,2,L,Field 3,https://public.totalglobalsports.com/public/event/3954,2025-12-12T18:22:39.543910+00:00
tgs,2025-12-12T18:22:39.543910+00:00_9bd34c,3954,Event 3954,33078,2008,u18,Girls,47042,47042,Sporting CA USA ECNL RL G08/07,Sporting CA USA,31267,31267,LA Breakers FC ECNL RL G08/07,LA Breakers FC,,,2025-09-07,09:00:00,A,2,0,W,Field 3,https://public.totalglobalsports.com/public/event/3954,2025-12-12T18:22:39.543910+00:00
tgs,2025-12-12T18:22:39.543910+00:00_9bd34c,3954,Event 3954,33078,2008,u18,Girls,108284,108284,Pateadores ECNL RL G07/08,Pateadores,47045,47045,Legends FC San Diego ECNL RL G08/07,Legends FC SD (DMCV),,,2025-09-07,09:00:00,H,1,0,W,Stadium,https://public.totalglobalsports.com/public/event/3954,2025-12-12T18:22:39.543910+00:00
tgs,2025-12-12T18:22:39.543910+00:00_9bd34c,3954,Event 3954,33078,2008,u18,Girls,47045,47045,Legends FC San Diego ECNL RL G08/07,Legends FC SD (DMCV),108284,108284,Pateadores ECNL RL G07/08,Pateadores,,,2025-09-07,09:00:00,A,0,1,L,Stadium,https://public.totalglobalsports.com/public/event/3954,2025-12-12T18:22:39.543910+00:00
tgs,2025-12-12T18:22:39.543910+00:00_9bd34c,3954,Event 3954,33078,2008,u18,Girls,47054,47054,Rebels SC ECNL RL G08/07,Rebels SC,58979,58979,Legends FC ECNL RL G07/08,Legends FC,,,2025-09-07,10:15:00,H,1,2,L,Stadium,https://public.totalglobalsports.com/public/event/3954,2025-12-12T18:22:39.543910+00:00
tgs,2025-12-12T18:22:39.543910+00:00_9bd34c,3954,Event 3954,33078,2008,u18,Girls,58979,58979,Legends FC ECNL RL G07/08,Legends FC,47054,47054,Rebels SC ECNL RL G08/07,Rebels SC,,,2025-09-07,10:15:00,A,2,1,W,Stadium,https://public.totalglobalsports.com/public/event/3954,2025-12-12T18:22:39.543910+00:00
tgs,2025-12-12T18:22:39.543910+00:00_9bd34c,3954,Event 3954,33078,2008,u18,Girls,46309,46309,San Diego Surf ECNL RL Southwest G08/07,San Diego Surf,46303,46303,LAFC So Cal ECNL RL G08/07,LAFC So Cal,,,2025-09-07,13:00:00,H,6,0,W,Field 1,https://public.totalglobalsports.com/public/event/3954,2025-12-12T18:22:39.543910+00:00
tgs,2025-12-12T18:22:39.543910+00:00_9bd34c,3954,Event 3954,33078,2008,u18,Girls,46303,46303,LAFC So Cal ECNL RL G08/07,LAFC So Cal,46309,46309,San Diego Surf ECNL RL Southwest G08/07,San Diego Surf,,,2025-09-07,13:00:00,A,0,6,L,Field 1,https://public.totalglobalsports.com/public/event/3954,2025-12-12T18:22:39.543910+00:00
tgs,2025-12-12T18:22:39.543910+00:00_9bd34c,3954,Event 3954,33078,2008,u18,Girls,16570,16570,Slammers FC HB Koge ECNL RL G08,Slammers FC HB Koge,49300,49300,Eagles SC ECNL RL G08,Eagles Soccer Club,,,2025-09-07,17:30:00,H,4,0,W,Field 15,https://public.totalglobalsports.com/public/event/3954,2025-12-12T18:22:39.543910+00:00
tgs,2025-12-12T18:22:39.543910+00:00_9bd34c,3954,Event 3954,33078,2008,u18,Girls,49300,49300,Eagles SC ECNL RL G08,Eagles Soccer Club,16570,16570,Slammers FC HB Koge ECNL RL G08,Slammers FC HB Koge,,,2025-09-07,17:30:00,A,0,4,L,Field 15,https://public.totalglobalsports.com/public/event/3954,2025-12-12T18:22:39.543910+00:00
tgs,2025-12-12T18:22:39.543910+00:00_9bd34c,3954,Event 3954,33078,2008,u18,Girls,61342,61342,Utah Royals FC-AZ ECNL RL G07/08,Utah Royals FC,49300,49300,Eagles SC ECNL RL G08,Eagles Soccer Club,,,2025-09-13,09:00:00,H,3,1,W,Field 5,https://public.totalglobalsports.com/public/event/3954,2025-12-12T18:22:39.543910+00:00
