provider,team_id,team_id_source,team_name,club_name,opponent_id,opponent_id_source,opponent_name,opponent_club_name,age_group,gender,state,competition,division_name,event_name,venue,game_date,home_away,goals_for,goals_against,result,source_url,scraped_at
modular11,396,396,City SC Southwest U13 AD,City SC Southwest,184,184,Los Angeles Football Club U13 AD,Los Angeles Football Club,U13,Male,,League,Southwest,League,Patricia H. Birdsall Sports Park - Field 3,2025-11-15,H,1,8,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,184,184,Los Angeles Football Club U13 AD,Los Angeles Football Club,396,396,City SC Southwest U13 AD,City SC Southwest,U13,Male,,League,Southwest,League,Patricia H. Birdsall Sports Park - Field 3,2025-11-15,A,8,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,459,459,Beadling SC U13 AD,Beadling SC,373,373,Alexandria SA U13 AD,Alexandria SA,U13,Male,,League,Mid-Atlantic,League,Southpointe Fieldhouse - Indoor Complex,2025-11-15,H,2,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,373,373,Alexandria SA U13 AD,Alexandria SA,459,459,Beadling SC U13 AD,Beadling SC,U13,Male,,League,Mid-Atlantic,League,Southpointe Fieldhouse - Indoor Complex,2025-11-15,A,4,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,335,335,Inter Miami CF U13 AD,Inter Miami CF,11,11,Weston FC U13 AD,Weston FC,U13,Male,,League,Florida,League,Florida Blue Training Center - Field 6,2025-11-15,H,2,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,11,11,Weston FC U13 AD,Weston FC,335,335,Inter Miami CF U13 AD,Inter Miami CF,U13,Male,,League,Florida,League,Florida Blue Training Center - Field 6,2025-11-15,A,0,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,21,21,Philadelphia Union U13 AD,Philadelphia Union,401,401,Real Futbol Academy U13 AD,Real Futbol Academy,U13,Male,,League,Mid-Atlantic,League,WSFS Bank SportsPlex - Field 4,2025-11-15,H,4,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,401,401,Real Futbol Academy U13 AD,Real Futbol Academy,21,21,Philadelphia Union U13 AD,Philadelphia Union,U13,Male,,League,Mid-Atlantic,League,WSFS Bank SportsPlex - Field 4,2025-11-15,A,1,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,72,72,Seacoast United U13 AD,Seacoast United,402,402,Valeo Futbol Club U13 AD,Valeo Futbol Club,U13,Male,,League,Northeast,League,Seacoast United Epping Outdoor Complex - Field 2,2025-11-15,H,2,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,402,402,Valeo Futbol Club U13 AD,Valeo Futbol Club,72,72,Seacoast United U13 AD,Seacoast United,U13,Male,,League,Northeast,League,Seacoast United Epping Outdoor Complex - Field 2,2025-11-15,A,0,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,1421,1421,San Diego FC U13 AD,San Diego FC,19,19,FC Golden State U13 AD,FC Golden State,U13,Male,,League,Southwest,League,Sharp Healthcare Performance Center - Field 1,2025-11-15,H,4,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,19,19,FC Golden State U13 AD,FC Golden State,1421,1421,San Diego FC U13 AD,San Diego FC,U13,Male,,League,Southwest,League,Sharp Healthcare Performance Center - Field 1,2025-11-15,A,1,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,1310,1310,Michigan Futbol Academy U13 AD,Michigan Futbol Academy,273,273,Michigan Wolves U13 AD,Michigan Wolves,U13,Male,,League,Mid-America,League,MSA Fieldhouse #2,2025-11-15,H,2,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,273,273,Michigan Wolves U13 AD,Michigan Wolves,1310,1310,Michigan Futbol Academy U13 AD,Michigan Futbol Academy,U13,Male,,League,Mid-America,League,MSA Fieldhouse #2,2025-11-15,A,3,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,494,494,Charlotte Independence U13 AD,Charlotte Independence,1360,1360,Chattanooga FC U13 AD,Chattanooga FC,U13,Male,,League,Southeast,League,Manchester Meadows - Field 2,2025-11-15,H,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,1360,1360,Chattanooga FC U13 AD,Chattanooga FC,494,494,Charlotte Independence U13 AD,Charlotte Independence,U13,Male,,League,Southeast,League,Manchester Meadows - Field 2,2025-11-15,A,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,462,462,Hoover-Vestavia Soccer U13 AD,Hoover-Vestavia Soccer,455,455,AFC Lightning U13 AD,AFC Lightning,U13,Male,,League,Southeast,League,Sicard Hollow Athletic Complex (SHAC) - Field 4,2025-11-15,H,1,6,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,455,455,AFC Lightning U13 AD,AFC Lightning,462,462,Hoover-Vestavia Soccer U13 AD,Hoover-Vestavia Soccer,U13,Male,,League,Southeast,League,Sicard Hollow Athletic Complex (SHAC) - Field 4,2025-11-15,A,6,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,29,29,PA Classics U13 AD,PA Classics,54,54,Baltimore Armour U13 AD,Baltimore Armour,U13,Male,,League,Mid-Atlantic,League,Classics Soccer Park - Grass 1,2025-11-15,H,1,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,54,54,Baltimore Armour U13 AD,Baltimore Armour,29,29,PA Classics U13 AD,PA Classics,U13,Male,,League,Mid-Atlantic,League,Classics Soccer Park - Grass 1,2025-11-15,A,3,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,458,458,Bavarian United SC U13 AD,Bavarian United SC,48,48,Indy Eleven U13 AD,Indy Eleven,U13,Male,,League,Mid-America,League,Bavarian United Soccer Club - Ramon,2025-11-15,H,1,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,48,48,Indy Eleven U13 AD,Indy Eleven,458,458,Bavarian United SC U13 AD,Bavarian United SC,U13,Male,,League,Mid-America,League,Bavarian United Soccer Club - Ramon,2025-11-15,A,4,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,101,101,ALBION SC San Diego U13 AD,ALBION SC San Diego,392,392,City SC San Diego U13 AD,City SC San Diego,U13,Male,,League,Southwest,League,Muir Language Academy,2025-11-15,H,1,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,392,392,City SC San Diego U13 AD,City SC San Diego,101,101,ALBION SC San Diego U13 AD,ALBION SC San Diego,U13,Male,,League,Southwest,League,Muir Language Academy,2025-11-15,A,3,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,36,36,Chargers Soccer Club U13 AD,Chargers Soccer Club,471,471,Orlando City Soccer School South U13 AD,Orlando City Soccer School South,U13,Male,,League,Florida,League,Premier Sports Campus - Field 1,2025-11-15,H,2,7,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,471,471,Orlando City Soccer School South U13 AD,Orlando City Soccer School South,36,36,Chargers Soccer Club U13 AD,Chargers Soccer Club,U13,Male,,League,Florida,League,Premier Sports Campus - Field 1,2025-11-15,A,7,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,63,63,Players Development Academy U13 AD,Players Development Academy,863,863,West Virginia Soccer U13 AD,West Virginia Soccer,U13,Male,,League,Mid-Atlantic,League,PDA Soccer Complex - Field 5 Turf,2025-11-15,H,4,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,863,863,West Virginia Soccer U13 AD,West Virginia Soccer,63,63,Players Development Academy U13 AD,Players Development Academy,U13,Male,,League,Mid-Atlantic,League,PDA Soccer Complex - Field 5 Turf,2025-11-15,A,2,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,10,10,FC Dallas U13 AD,FC Dallas,49,49,Colorado Rapids U13 AD,Colorado Rapids,U13,Male,,League,Frontier,League,Toyota Soccer Center - Field 14,2025-11-15,H,10,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,49,49,Colorado Rapids U13 AD,Colorado Rapids,10,10,FC Dallas U13 AD,FC Dallas,U13,Male,,League,Frontier,League,Toyota Soccer Center - Field 14,2025-11-15,A,0,10,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,868,868,Houston Rangers U13 AD,Houston Rangers,1144,1144,AC River U13 AD,AC River,U13,Male,,League,Frontier,League,Blue Ridge Park -  Field 1,2025-11-15,H,3,3,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,1144,1144,AC River U13 AD,AC River,868,868,Houston Rangers U13 AD,Houston Rangers,U13,Male,,League,Frontier,League,Blue Ridge Park -  Field 1,2025-11-15,A,3,3,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,372,372,Springfield SYC U13 AD,Springfield SYC,371,371,Achilles FC U13 AD,Achilles FC,U13,Male,,League,Mid-Atlantic,League,West Springfield High School - Stadium,2025-11-15,H,4,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,371,371,Achilles FC U13 AD,Achilles FC,372,372,Springfield SYC U13 AD,Springfield SYC,U13,Male,,League,Mid-Atlantic,League,West Springfield High School - Stadium,2025-11-15,A,0,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,name:jacksonville-fc,name:jacksonville-fc,Jacksonville FC U13 AD,Jacksonville FC,35,35,Miami Futbol Academy Rush U13 AD,Miami Futbol Academy Rush,U13,Male,,League,Florida,League,Patton Park - Field 3,2025-11-15,H,2,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,35,35,Miami Futbol Academy Rush U13 AD,Miami Futbol Academy Rush,name:jacksonville-fc,name:jacksonville-fc,Jacksonville FC U13 AD,Jacksonville FC,U13,Male,,League,Florida,League,Patton Park - Field 3,2025-11-15,A,0,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,103,103,ALBION SC Los Angeles U13 AD,ALBION SC Los Angeles,474,474,Strikers FC U13 AD,Strikers FC,U13,Male,,League,Southwest,League,Long Beach City College - FIELD 2,2025-11-15,H,5,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,474,474,Strikers FC U13 AD,Strikers FC,103,103,ALBION SC Los Angeles U13 AD,ALBION SC Los Angeles,U13,Male,,League,Southwest,League,Long Beach City College - FIELD 2,2025-11-15,A,1,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,490,490,Ironbound Soccer Club U13 AD,Ironbound Soccer Club,27,27,New England Revolution U13 AD,New England Revolution,U13,Male,,League,Northeast,League,Ironbound Stadium,2025-11-15,H,0,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,27,27,New England Revolution U13 AD,New England Revolution,490,490,Ironbound Soccer Club U13 AD,Ironbound Soccer Club,U13,Male,,League,Northeast,League,Ironbound Stadium,2025-11-15,A,2,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,869,869,Nashville United Soccer Academy U13 AD,Nashville United Soccer Academy,383,383,Inter Atlanta FC U13 AD,Inter Atlanta FC,U13,Male,,League,Southeast,League,Riverdale High School - Field 1,2025-11-15,H,4,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,383,383,Inter Atlanta FC U13 AD,Inter Atlanta FC,869,869,Nashville United Soccer Academy U13 AD,Nashville United Soccer Academy,U13,Male,,League,Southeast,League,Riverdale High School - Field 1,2025-11-15,A,0,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,405,405,NEFC U13 AD,NEFC,70,70,Rochester NY FC U13 AD,Rochester NY FC,U13,Male,,League,Northeast,League,NEFC Park - Field 2,2025-11-15,H,5,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,70,70,Rochester NY FC U13 AD,Rochester NY FC,405,405,NEFC U13 AD,NEFC,U13,Male,,League,Northeast,League,NEFC Park - Field 2,2025-11-15,A,2,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,1407,1407,Northern Virginia Alliance U13 AD,Northern Virginia Alliance,62,62,FC DELCO U13 AD,FC DELCO,U13,Male,,League,Mid-Atlantic,League,Lightridge High School - Turf Field 2,2025-11-15,H,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,62,62,FC DELCO U13 AD,FC DELCO,1407,1407,Northern Virginia Alliance U13 AD,Northern Virginia Alliance,U13,Male,,League,Mid-Atlantic,League,Lightridge High School - Turf Field 2,2025-11-15,A,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,387,387,Tampa Bay United U13 AD,Tampa Bay United,22,22,Orlando City SC U13 AD,Orlando City SC,U13,Male,,League,Florida,League,Ed Radice Sports Complex - Field 9 (Stadium),2025-11-15,H,0,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,22,22,Orlando City SC U13 AD,Orlando City SC,387,387,Tampa Bay United U13 AD,Tampa Bay United,U13,Male,,League,Florida,League,Ed Radice Sports Complex - Field 9 (Stadium),2025-11-15,A,5,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,105,105,Ballistic United U13 AD,Ballistic United,104,104,Silicon Valley Soccer Academy U13 AD,Silicon Valley Soccer Academy,U13,Male,,League,Northwest,League,Stanford Medical Sports Complex - East,2025-11-15,H,1,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,104,104,Silicon Valley Soccer Academy U13 AD,Silicon Valley Soccer Academy,105,105,Ballistic United U13 AD,Ballistic United,U13,Male,,League,Northwest,League,Stanford Medical Sports Complex - East,2025-11-15,A,3,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,410,410,Napa United U13 AD,Napa United,406,406,FC Bay Area Surf U13 AD,FC Bay Area Surf,U13,Male,,League,Northwest,League,Silverado Middle School - Turf - 11v11,2025-11-15,H,1,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,406,406,FC Bay Area Surf U13 AD,FC Bay Area Surf,410,410,Napa United U13 AD,Napa United,U13,Male,,League,Northwest,League,Silverado Middle School - Turf - 11v11,2025-11-15,A,3,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:24.319085
modular11,564,564,Sacramento United U13 AD,Sacramento United,859,859,Modesto Ajax United U13 AD,Modesto Ajax United,U13,Male,,League,Northwest,League,Luther Burbank High School,2025-11-15,H,1,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,859,859,Modesto Ajax United U13 AD,Modesto Ajax United,564,564,Sacramento United U13 AD,Sacramento United,U13,Male,,League,Northwest,League,Luther Burbank High School,2025-11-15,A,5,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,196,196,New York City FC U13 AD,New York City FC,90,90,New York SC U13 AD,New York SC,U13,Male,,League,Northeast,League,Da Silva Memorial Field,2025-11-15,H,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,90,90,New York SC U13 AD,New York SC,196,196,New York City FC U13 AD,New York City FC,U13,Male,,League,Northeast,League,Da Silva Memorial Field,2025-11-15,A,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,13,13,New York Red Bulls U13 AD,New York Red Bulls,137,137,Cedar Stars Academy Bergen U13 AD,Cedar Stars Academy Bergen,U13,Male,,League,Northeast,League,Red Bulls Training Facility - RBTF - Turf,2025-11-15,H,8,4,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,137,137,Cedar Stars Academy Bergen U13 AD,Cedar Stars Academy Bergen,13,13,New York Red Bulls U13 AD,New York Red Bulls,U13,Male,,League,Northeast,League,Red Bulls Training Facility - RBTF - Turf,2025-11-15,A,4,8,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,472,472,Queen City Mutiny FC U13 AD,Queen City Mutiny FC,382,382,Lanier Soccer Association U13 AD,Lanier Soccer Association,U13,Male,,League,Southeast,League,Elon Park - Field 1,2025-11-15,H,1,1,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,382,382,Lanier Soccer Association U13 AD,Lanier Soccer Association,472,472,Queen City Mutiny FC U13 AD,Queen City Mutiny FC,U13,Male,,League,Southeast,League,Elon Park - Field 1,2025-11-15,A,1,1,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,866,866,Dallas Hornets U13 AD,Dallas Hornets,867,867,Global Football Innovation Academy U13 AD,Global Football Innovation Academy,U13,Male,,League,Frontier,League,Dallas College Richland Campus Soccer Fields - Field #2,2025-11-15,H,3,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,867,867,Global Football Innovation Academy U13 AD,Global Football Innovation Academy,866,866,Dallas Hornets U13 AD,Dallas Hornets,U13,Male,,League,Frontier,League,Dallas College Richland Campus Soccer Fields - Field #2,2025-11-15,A,1,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,334,334,FC Cincinnati U13 AD,FC Cincinnati,83,83,Chicago FC United U13 AD,Chicago FC United,U13,Male,,League,Mid-America,League,Mercy Health Training Center - Field #3 - TURF,2025-11-15,H,3,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,83,83,Chicago FC United U13 AD,Chicago FC United,334,334,FC Cincinnati U13 AD,FC Cincinnati,U13,Male,,League,Mid-America,League,Mercy Health Training Center - Field #3 - TURF,2025-11-15,A,1,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,467,467,Las Vegas Sports Academy U13 AD,Las Vegas Sports Academy,582,582,Los Angeles Soccer Club U13 AD,Los Angeles Soccer Club,U13,Male,,League,Southwest,League,Betty Wilson Soccer Complex - Field 9,2025-11-15,H,0,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,582,582,Los Angeles Soccer Club U13 AD,Los Angeles Soccer Club,467,467,Las Vegas Sports Academy U13 AD,Las Vegas Sports Academy,U13,Male,,League,Southwest,League,Betty Wilson Soccer Complex - Field 9,2025-11-15,A,4,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,362,362,Austin FC U13 AD,Austin FC,857,857,Capital City SC U13 AD,Capital City SC,U13,Male,,League,Frontier,League,St. David’s Performance Center – Field 4,2025-11-15,H,7,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,857,857,Capital City SC U13 AD,Capital City SC,362,362,Austin FC U13 AD,Austin FC,U13,Male,,League,Frontier,League,St. David’s Performance Center – Field 4,2025-11-15,A,2,7,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,364,364,Orlando City Youth SC U13 AD,Orlando City Youth SC,856,856,Athletum FC Academy U13 AD,Athletum FC Academy,U13,Male,,League,Florida,League,Seminole Soccer Complex Field - 2,2025-11-15,H,1,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,856,856,Athletum FC Academy U13 AD,Athletum FC Academy,364,364,Orlando City Youth SC U13 AD,Orlando City Youth SC,U13,Male,,League,Florida,League,Seminole Soccer Complex Field - 2,2025-11-15,A,0,1,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,1140,1140,Hoosier Premier U13 AD,Hoosier Premier,368,368,Midwest United FC U13 AD,Midwest United FC,U13,Male,,League,Mid-America,League,Hoosier Futbol Club - MSMF,2025-11-15,H,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,368,368,Midwest United FC U13 AD,Midwest United FC,1140,1140,Hoosier Premier U13 AD,Hoosier Premier,U13,Male,,League,Mid-America,League,Hoosier Futbol Club - MSMF,2025-11-15,A,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,461,461,The Town FC Academy U13 AD,The Town FC Academy,478,478,Woodside Soccer Club Crush U13 AD,Woodside Soccer Club Crush,U13,Male,,League,Northwest,League,College Park High School - Turf Field,2025-11-15,H,5,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,478,478,Woodside Soccer Club Crush U13 AD,Woodside Soccer Club Crush,461,461,The Town FC Academy U13 AD,The Town FC Academy,U13,Male,,League,Northwest,League,College Park High School - Turf Field,2025-11-15,A,1,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,403,403,Bayside FC U13 AD,Bayside FC,89,89,Beachside of Connecticut U13 AD,Beachside of Connecticut,U13,Male,,League,Northeast,League,Bayside FC Field - Bayside FC Field,2025-11-15,H,0,7,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,89,89,Beachside of Connecticut U13 AD,Beachside of Connecticut,403,403,Bayside FC U13 AD,Bayside FC,U13,Male,,League,Northeast,League,Bayside FC Field - Bayside FC Field,2025-11-15,A,7,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,365,365,TSF Academy U13 AD,TSF Academy,38,38,FC Westchester U13 AD,FC Westchester,U13,Male,,League,Northeast,League,DePaul Catholic High School - Stadium Field,2025-11-15,H,0,0,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,38,38,FC Westchester U13 AD,FC Westchester,365,365,TSF Academy U13 AD,TSF Academy,U13,Male,,League,Northeast,League,DePaul Catholic High School - Stadium Field,2025-11-15,A,0,0,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,411,411,Lamorinda Soccer Club U13 AD,Lamorinda Soccer Club,457,457,Atletico Santa Rosa U13 AD,Atletico Santa Rosa,U13,Male,,League,Northwest,League,Wilder Fields - Field 2 - Wilder 2,2025-11-15,H,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,457,457,Atletico Santa Rosa U13 AD,Atletico Santa Rosa,411,411,Lamorinda Soccer Club U13 AD,Lamorinda Soccer Club,U13,Male,,League,Northwest,League,Wilder Fields - Field 2 - Wilder 2,2025-11-15,A,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,1146,1146,Long Island Soccer Club U13 AD,Long Island Soccer Club,32,32,Blau Weiss Gottschee U13 AD,Blau Weiss Gottschee,U13,Male,,League,Northeast,League,Hofstra University - Stadium,2025-11-16,H,1,1,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,32,32,Blau Weiss Gottschee U13 AD,Blau Weiss Gottschee,1146,1146,Long Island Soccer Club U13 AD,Long Island Soccer Club,U13,Male,,League,Northeast,League,Hofstra University - Stadium,2025-11-16,A,1,1,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,472,472,Queen City Mutiny FC U13 AD,Queen City Mutiny FC,1360,1360,Chattanooga FC U13 AD,Chattanooga FC,U13,Male,,League,Southeast,League,Elon Park - Field 1,2025-11-16,H,4,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,1360,1360,Chattanooga FC U13 AD,Chattanooga FC,472,472,Queen City Mutiny FC U13 AD,Queen City Mutiny FC,U13,Male,,League,Southeast,League,Elon Park - Field 1,2025-11-16,A,1,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,862,862,Sporting Athletic Club U13 AD,Sporting Athletic Club,863,863,West Virginia Soccer U13 AD,West Virginia Soccer,U13,Male,,League,Mid-Atlantic,League,Chase Fieldhouse - Nemours,2025-11-16,H,5,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,863,863,West Virginia Soccer U13 AD,West Virginia Soccer,862,862,Sporting Athletic Club U13 AD,Sporting Athletic Club,U13,Male,,League,Mid-Atlantic,League,Chase Fieldhouse - Nemours,2025-11-16,A,1,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,1406,1406,Huntsville City FC U13 AD,Huntsville City FC,869,869,Nashville United Soccer Academy U13 AD,Nashville United Soccer Academy,U13,Male,,League,Southeast,League,Wick Family Field - Stadium,2025-11-16,H,1,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,869,869,Nashville United Soccer Academy U13 AD,Nashville United Soccer Academy,1406,1406,Huntsville City FC U13 AD,Huntsville City FC,U13,Male,,League,Southeast,League,Wick Family Field - Stadium,2025-11-16,A,3,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,364,364,Orlando City Youth SC U13 AD,Orlando City Youth SC,463,463,IdeaSport SA U13 AD,IdeaSport SA,U13,Male,,League,Florida,League,Seminole Soccer Complex Field #3,2025-11-16,H,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,463,463,IdeaSport SA U13 AD,IdeaSport SA,364,364,Orlando City Youth SC U13 AD,Orlando City Youth SC,U13,Male,,League,Florida,League,Seminole Soccer Complex Field #3,2025-11-16,A,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,866,866,Dallas Hornets U13 AD,Dallas Hornets,49,49,Colorado Rapids U13 AD,Colorado Rapids,U13,Male,,League,Frontier,League,Dallas College Richland Campus Soccer Fields - Field #2,2025-11-16,H,0,1,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,49,49,Colorado Rapids U13 AD,Colorado Rapids,866,866,Dallas Hornets U13 AD,Dallas Hornets,U13,Male,,League,Frontier,League,Dallas College Richland Campus Soccer Fields - Field #2,2025-11-16,A,1,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,392,392,City SC San Diego U13 AD,City SC San Diego,395,395,Los Angeles Surf U13 AD,Los Angeles Surf,U13,Male,,League,Southwest,League,Aviara Community Park - Aviara Community Park,2025-11-16,H,0,0,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,395,395,Los Angeles Surf U13 AD,Los Angeles Surf,392,392,City SC San Diego U13 AD,City SC San Diego,U13,Male,,League,Southwest,League,Aviara Community Park - Aviara Community Park,2025-11-16,A,0,0,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
