Provider Team ID,Master Team ID,Team Name,Club Name,Age Group,Gender,State Code,Match Method,Confidence,Division
1146,89cb21f4-9f11-4c3a-bf47-50f5283e4b5f,Long Island Soccer Club U13 MLS NEXT AD,Long Island Soccer Club,u13,Male,NY,manual,100.0%,N/A
1243,c46f2e1b-ed92-4a81-a48b-1f4ee0517716,JFC 2013 MLS NEXT Academy Division,Jacksonville FC,u13,Male,FL,manual,100.0%,N/A
914,62becf68-a09e-455f-87da-34db52147ae8,Washington East Surf SC U13 MLS NEXT AD,Washington East Surf SC,u13,Male,WA,manual,100.0%,N/A
1304,fdef0290-9a18-428a-8f4d-cfcbbfa297f0,ONE FC B2013 BLACK,One FC,u13,Male,FL,manual,100.0%,N/A
468,5cb38455-6af3-494b-bee7-dbc96df3f70a,Lou Fusz Athletic U13 MLS NEXT AD,Lou Fusz Athletic,u13,Male,MO,manual,100.0%,N/A
1336,da31993b-733d-4ea8-84c0-11f2843c2d30,Sound FC U13 MLS NEXT AD,Sound FC,u13,Male,WA,manual,100.0%,N/A
894,20091fd4-9f04-4707-9a6e-ea002ab78b8d,Mt. Rainier Futbol Club U13 MLS NEXT AD,Mt. Rainier Futbol Club,u13,Male,WA,manual,100.0%,N/A
1305,98b2203f-c98a-4936-b338-023d738c76f2,Plantation FC Rush U13 MLS NEXT AD,Plantation FC Rush,u13,Male,FL,manual,100.0%,N/A
1024,3ba1ca55-1f0f-41e0-bea5-55aab830d125,Forward Madison FC U13 MLS NEXT AD,Forward Madison FC,u13,Male,WI,manual,100.0%,N/A
1282,0f241a77-22b9-4f94-900e-c937d5fd978e,SDA 2013 MLS Next AD,Syracuse Development Academy (SDA),u13,Male,NY,manual,100.0%,N/A
1286,7048b230-4793-41df-a297-26121e422f9d,Rampage II B2013,Atlantic United SB/LGN SC,u13,Male,NY,manual,100.0%,N/A
1349,4e99940a-33e2-40fd-a4ab-7d7cb2a199db,Players SC U13 MLS NEXT AD,Players SC,u13,Male,NV,manual,100.0%,N/A
1419,1e918b8d-fe56-4f14-9cca-84f1e2562d2c,LA Elite 2013 MLS B,Louisiana TDP Elite,u13,Male,LA,manual,100.0%,N/A
1264,19538963-cab4-483e-a161-b5f1c559b00c,Seacoast United Bedford 2013 Boys MLS NEXT Academy Division,Seacoast of Bedford,u13,Male,NH,manual,100.0%,N/A
1318,f6288589-634f-498a-92d4-18364c95afb5,Saint Paul Blackhawks U13 MLS NEXT AD,Saint Paul Blackhawks,u13,Male,MN,manual,100.0%,N/A
1307,a2eedca1-9ef9-4cb2-99f7-adeff693053c,Club Ohio MLS NEXT AD 13B,Club Ohio,u13,Male,OH,manual,100.0%,N/A
368,78d07e2f-5dac-4a9f-9de4-b96a7728303b,Midwest United FC U13 MLS NEXT AD,Midwest United FC,u13,Male,MI,manual,100.0%,N/A
1337,d1cbe98c-04b5-467b-bd48-5100a23f80cc,Sozo FC B2013 Gold,Sozo FC,u13,Male,WA,manual,100.0%,N/A
458,cfbecc08-a74e-4f47-b994-7232b8f92c1e,Bavarian United SC U13 MLS NEXT AD,Bavarian United SC,u13,Male,WI,manual,100.0%,N/A
1290,26edd705-82ff-4546-ba9a-12dfd70121be,The Football Academy U13 MLS NEXT AD,The Football Academy,u13,Male,NJ,manual,100.0%,N/A
473,594c6026-3445-41fd-a10f-029a23629376,SC Wave U13 MLS NEXT AD,SC Wave,u13,Male,WI,manual,100.0%,N/A
91,c2cc1c21-4591-4cdd-bcd1-27f67a9d5917,Bethesda MLS II 2013,Bethesda SC,u13,Male,MD,manual,100.0%,N/A
1324,da161b19-d21e-431a-b2d2-364701678dbb,Sporting Oklahoma U13 MLS NEXT AD,Sporting Oklahoma,u13,Male,OK,manual,100.0%,N/A
909,dc0db81d-4722-4e8e-8868-3cdf4402d69e,WW SURF B13 ELITE CENTRAL MLS NEXT2,NPSA,u13,Male,WA,manual,100.0%,N/A
67,62905e1e-9083-4d23-9e31-f1d7aad07701,Boston Bolts B2013 MLS Next Academy Division,FC Boston Bolts,u13,Male,MA,manual,100.0%,N/A
89,678bba94-fabe-42cf-8af9-1dcd3a0486b5,Beachside U13 (2013) MLS Next II,Beachside Soccer Club CT,u13,Male,CT,manual,100.0%,N/A
1316,1c57b79d-53b6-45d9-b48b-7b908d343969,Lakeville SC U13 MLS NEXT AD,Lakeville SC,u13,Male,MN,manual,100.0%,N/A
405,89ae4d24-e9c9-4311-be5a-775dc79e31cb,NEFC Central 2013 MLS Next AD,NEFC,u13,Male,MA,manual,100.0%,N/A
1298,236585fa-518c-4306-9006-eb1e4fc39b04,Fox Soccer Academy Carolinas U13 MLS NEXT AD,Fox Soccer Academy Carolinas,u13,Male,NC,manual,100.0%,N/A
369,42da2c1e-cf35-4835-ab57-6da596d9329f,Cincinnati United Premier Soccer Club U13 MLS NEXT AS,Cincinnati United Premier Soccer Club,u13,Male,OH,manual,100.0%,N/A
1308,cadf2250-adc1-473d-8ce0-4533db078ac9,KH Cincinnati B13 MLS Next AD,Kings Hammer Soccer Club,u13,Male,OH,manual,100.0%,N/A
43,b9596cf7-361c-47e9-9105-19fd93c41a8a,Vardar 2013 Pre MLS Next Red,Vardar Soccer,u13,Male,MI,manual,100.0%,N/A
1250,0c0e5964-27e8-4280-8075-9d936c2ed292,Galaxy Soccer Club U13 MLS NEXT AD,Galaxy Soccer Club,u13,Male,IL,manual,100.0%,N/A
187,fdf9a439-d8b5-4adf-b564-26f57af87f8b,McLean Youth Soccer 2013 Boys MLS Next AD,McLean YS,u13,Male,VA,manual,100.0%,N/A
373,d5afc2db-5729-4c9b-b915-e905da734d76,Alex 2013 Boys MLS Next AD,Alexandria SA,u13,Male,VA,manual,100.0%,N/A
1277,5e0569b7-0dfd-4ba2-8146-115f98dc778f,NEFC South 2013 MLS Next AD,NEFC,u13,Male,MA,manual,100.0%,N/A
258,26c59964-436b-4186-a409-aedec7a7c6bd,Washington Rush U13 MLS NEXT AD,Washington Rush,u13,Male,WA,manual,100.0%,N/A
38,4b201873-28ef-4404-b0ed-8f62284d49d7,FC Westchester U13 MLS NEXT AD,FC Westchester,u13,Male,NY,manual,100.0%,N/A
54,8d71aa80-f876-4a2d-b5a3-376c017e9512,SAC Boys 2013 - MLS NEXT AD,SAC/BA,u13,Male,MD,manual,100.0%,N/A
1317,bba91037-1570-436c-be2d-9266882ac718,2013 Boys MLS Next Academy,Minneapolis United,u13,Male,MN,manual,100.0%,N/A
1266,0da308fe-49b2-4455-9ffc-3a0d8b2b69e9,Capital City SC U13 Next 2 North,Capital City SC,u13,Male,TX,manual,100.0%,N/A
1300,ef00b065-9dfd-4bd9-a1fb-c434ca3ace9f,ASG FL 2013B,Warner Soccer Club,u13,Male,FL,manual,100.0%,N/A
365,971226db-77c8-478c-8967-05413f460c55,MLS NEXT ACADEMY DIVISION 2013 Boys,TSF Academy - NJ,u13,Male,NJ,manual,100.0%,N/A
1278,be15026b-7afe-4fd3-b414-e2b8ad52eff0,New England Surf 2013 State Navy,New England Surf,u13,Male,MA,manual,100.0%,N/A
848,780d9010-0995-47bf-8983-9a49a551b229,TSJFC 2013 MLS NXT (U13),The St. James Football Club,u13,Male,VA,manual,100.0%,N/A
863,c8cfc5f7-ab2f-4e7a-98b8-bb9291e20d3f,West Virginia Soccer U13 MLS NEXT AD,West Virginia Soccer,u13,Male,WV,manual,100.0%,N/A
400,b65d84de-c04a-45d1-aaf9-fc11564d78ae,Javanon 2013 MLS NEXT AD,Javanon FC,u13,Male,KY,manual,100.0%,N/A
1342,5551c678-4bb5-45dd-8086-284dce3ec521,Broomfield 2013B Prestige,Broomfield Soccer Club,u13,Male,CO,manual,100.0%,N/A
879,87e69af2-ad7f-45e1-89fa-a2e6767bf512,Colorado United SC U13 MLS NEXT AD,Colorado United SC,u13,Male,CO,manual,100.0%,N/A
477,30caef73-a4aa-4977-8f06-3549b3412162,Wake FC U13 MLS NEXT AD,Wake FC,u13,Male,NC,manual,100.0%,N/A
1143,977ef0b4-1eeb-40f9-bcea-cb79cb17b714,SSA Swarm Marietta 13B Academy II,Southern Soccer Academy,u13,Male,GA,manual,100.0%,N/A
366,977ef0b4-1eeb-40f9-bcea-cb79cb17b714,SSA Swarm Marietta 13B Academy II,Southern Soccer Academy,u13,Male,GA,manual,100.0%,N/A
372,3f0491c2-0e35-49db-a0a8-c65027d8e415,SYC U13 MLS NEXT II,Springfield SYC Soccer,u13,Male,VA,manual,100.0%,N/A
1294,384c6f4c-2327-4196-9382-a36d4bacbd54,VRSC 13B MLS Next Academy,Virginia Revolution SC,u13,Male,VA,manual,100.0%,N/A
1303,44c9f856-d765-4357-9390-64fc76cf29a2,Galacticos Soccer Academy U13 MLS NEXT AD,Galacticos Soccer Academy,u13,Male,FL,manual,100.0%,N/A
464,02313723-9b98-4ed3-a45c-cc4cc015c8f0,Intercontinental Football Academy of New England U13 MLS NEXT AD,Intercontinental Football Academy of New England,u13,Male,MA,manual,100.0%,N/A
1288,167f9b57-7036-46e6-abfd-7392400c3208,PA Classics Hbg 2013 Boys U13 MLS Next 2,PA Classics Harrisburg (LDSA),u13,Male,PA,manual,100.0%,N/A
1270,23b25d1a-91a6-4847-9e88-b71bcb729dda,Lou Fusz Athletic 2 U13 MLS NEXT AD,Lou Fusz Athletic 2,u13,Male,MO,manual,100.0%,N/A
1313,fb094d81-491e-4db2-b2bb-dc7aabe1b144,Michigan Tigers 2013 Boys MLS Next: Academy,Michigan Tigers FC,u13,Male,MI,manual,100.0%,N/A
90,6454dc79-b350-4cc6-8e38-2c8f29be1897,NYSC B2013 MLS II,New York SC,u13,Male,NY,manual,100.0%,N/A
252,7084fed3-bbfb-4e92-820d-003870880096,13 USA Rangers MLS,Clay County SC United Soccer Alliance,u13,Male,FL,manual,100.0%,N/A
1284,410df0a5-427c-4bc8-a1c2-e64aad6c9df1,FC Hudson Valley U13 MLS NEXT AD,FC Hudson Valley,u13,Male,NY,manual,100.0%,N/A
1338,ccf7be41-9af4-4d1c-8c7a-6acdeefeef90,Valor Soccer U13 MLS NEXT AD,Valor Soccer,u13,Male,VA,manual,100.0%,N/A
1343,eb025c8a-a195-4fab-a534-bdeef04d0592,Classic FC U13 MLS NEXT AD,Classic FC,u13,Male,NM,manual,100.0%,N/A
1037,905b2394-7884-4973-9a03-196e4e79eba1,Southern States Soccer U13 MLS NEXT AD,Southern States Soccer,u13,Male,MS,manual,100.0%,N/A
31,585777be-7f9d-4b49-bbd7-2f7d6f05bc9e,Chicago Fire FC U13 MLS NEXT HD,Chicago Fire FC,u13,Male,IL,manual,100.0%,N/A
568,fb116890-c6d6-4d44-bc12-daf8a4bda505,ALBION SC Merced B13 Pre-MLS NEXT,ALBION SC Merced,u13,Male,CA,manual,87.0%,N/A
410,69115525-2bff-48df-afd0-82a314777804,Napa United U16,Napa United,u16,Male,,import,100.0%,HD
462,6989b113-426e-4f03-92c0-554a0c400bb3,Hoover-Vestavia Soccer U16,Hoover-Vestavia Soccer,u16,Male,,import,100.0%,HD
396,6df6dc27-ff91-4f0e-b080-03f8e5916edf,City SC Southwest U13 MLS NEXT HD,City SC Southwest,u13,Male,CA,import,100.0%,HD
188,7fedb0de-7b59-4853-ab0d-09702d208519,Metropolitan Oval U13 MLS NEXT HD,Metropolitan Oval,u13,Male,NY,import,100.0%,HD
387,4f268b77-cb20-40a5-a6d9-742431b6d709,Tampa Bay United U16,Tampa Bay United,u16,Male,,import,100.0%,HD
101,5cef61b7-d235-4d82-9950-04c429d192eb,ALBION SC San Diego U16,ALBION SC San Diego,u16,Male,,import,100.0%,HD
77,ba01c553-f4d0-465c-8d82-f30b98f4e4f0,De Anza Force U16,De Anza Force,u16,Male,,import,100.0%,HD
45,eecbd5c9-3302-4580-9c04-0ae31804f1e5,Sacramento Republic FC U16,Sacramento Republic FC,u16,Male,,import,100.0%,HD
406,882b8d0a-d779-4b8a-8840-17cbf1590ef3,FC Bay Area Surf U16,FC Bay Area Surf,u16,Male,,import,100.0%,HD
267,ae93ed0b-dcea-4fb8-96c6-d73dd134427d,Breakers FC U13 MLS NEXT HD,Breakers FC,u13,Male,CA,import,100.0%,HD
105,de301e38-d293-4eb4-93a3-1426961ca1e0,Ballistic United U13 MLS NEXT HD,Ballistic United,u13,Male,CA,import,100.0%,HD
411,5c415d72-c375-491d-908f-3c4c47018562,Lamorinda Soccer Club U16,Lamorinda Soccer Club,u16,Male,,import,100.0%,HD
389,4f43abec-f80b-43c3-b681-80a9887c7fc8,SC Del Sol U13 MLS NEXT HD,SC Del Sol,u13,Male,AZ,import,100.0%,HD
104,432b8c7f-2830-45b8-94f0-1ba5df5b06ec,Silicon Valley Soccer Academy U13 MLS NEXT HD,Silicon Valley Soccer Academy,u13,Male,CA,import,100.0%,HD
103,bd0cbb21-3bed-4864-9b4c-8ae4d3a5abb3,ALBION SC Los Angeles U16,ALBION SC Los Angeles,u16,Male,,import,100.0%,HD
461,97f656fa-ac16-4ea2-9505-630adead8f1a,The Town FC Academy U16,The Town FC Academy,u16,Male,,import,100.0%,HD
476,98b71304-5291-403a-b171-d502ee6cfade,Tormenta FC Academy U16,Tormenta FC Academy,u16,Male,,import,100.0%,HD
82,c50919d0-1352-4658-813a-dfe3fe832ae5,St. Louis Scott Gallagher U16,St. Louis Scott Gallagher,u16,Male,,import,100.0%,HD
83,9d4bf980-c23c-496b-ae79-65c5f6d3ad33,Chicago FC United U16,Chicago FC United,u16,Male,,import,100.0%,HD
32,3498dd71-a8d2-4150-b448-9907c945d871,Blau Weiss Gottschee U16,Blau Weiss Gottschee,u16,Male,,import,100.0%,HD
386,82b7d627-1492-4f1e-bf01-89c01c22fde4,Jacksonville Armada FC U16,Jacksonville Armada FC,u16,Male,,import,100.0%,HD
57,f6815bea-e0c9-4e8a-ab40-80571f73891d,Nomads U16,Nomads,u16,Male,,import,100.0%,HD
4,eceacc39-b413-4d0f-9770-d502fce6a51c,Portland Timbers U16,Portland Timbers,u16,Male,,import,100.0%,HD
15,96b46a5d-96f0-4002-b89c-bb4091e62681,Vancouver Whitecaps FC U16,Vancouver Whitecaps FC,u16,Male,,import,100.0%,HD
564,60dbd536-ee9c-4d4f-939e-526d6f0617a9,Sacramento United U16,Sacramento United,u16,Male,,import,100.0%,HD
102,48ad435f-0e78-4abd-8874-8bd2c6e1b54c,Barca Residency Academy U16,Barca Residency Academy,u16,Male,,import,100.0%,HD
