modular11_club,modular11_club_normalized,modular11_team_id,modular11_ages,modular11_divisions,modular11_games,match_1_db_team_id,match_1_db_team_name,match_1_db_club,match_1_db_age,match_1_score,match_2_db_team_id,match_2_db_team_name,match_2_db_club,match_2_db_age,match_2_score,match_3_db_team_id,match_3_db_team_name,match_3_db_club,match_3_db_age,match_3_score,selected_db_team_id
Washington East Surf SC,washington east surf,914,"U13, U14, U15, U16, U17",AD,45,210bbc98-435e-4877-ae8c-58228af437c2,09B MLS NEXT,Washington East Surf Soccer Club,u17,100,10c6286d-9aeb-4d39-af90-9e2c10571f3e,10B MLS NEXT,Washington East Surf Soccer Club,u16,100,2427dc7e-d265-43c4-bd3e-436afd54d839,B09 WHITE,Washington East Surf Soccer Club,u17,100,
Charlotte Independence Soccer Club,charlotte independence,494,"U13, U14, U15, U16, U17",AD,44,72467d19-006c-4529-9906-16210908d448,Charlotte Independence South ECNL RL B12,Charlotte Independence SC,u13,100,17e7a72c-5197-429e-aca6-60695cebb433,08 CISC NM Blue,Charlotte Independence SC,u18,100,650e57ed-0dd3-48ca-af39-4c13e44ffb84,08 CISC GC Blue,Charlotte Independence SC,u18,100,
Western Washington Surf SC,western washington surf,909,"U13, U14, U15, U16, U17",AD,44,239b90dd-c83b-46b4-9ec8-a049e754d66d,Western Iowa Surf U17 Black,Western Iowa Surf,u18,75.0,901191e9-87fe-47e6-ba8f-35e06af072ae,Western Iowa Surf 2012 Boys Blue,Western Iowa Surf,u14,75.0,531a1a8d-031b-4410-bca0-fb5f7dee0591,CWS B10 ECNL RL Gutierrez,Central Washington Sounders,u16,72.0,
Seattle Celtic,seattle celtic,902,"U13, U14, U15, U16, U17",AD,44,52621ac7-af2e-420f-b5fe-11d5850844f0,Seattle Celtic SC - B10 MLS Next,Seattle Celtic,u16,100,d125b21e-7f00-4c8c-aa78-037f61a892e3,Seattle Celtic B09 Green,Seattle Celtic,u17,100,1a0d7cff-e271-400f-9711-1bb8e2d211e2,Seattle Celtic B08 Green,Seattle Celtic,u18,100,
Javanon FC,javanon,400,"U13, U14, U15, U16, U17","AD, HD",41,47067519-d548-4462-a4ea-8cf46d1e0d04,Javanon 2009 MLS NEXT AD,Javanon FC,u17,100,8cefb0bb-61df-4dc7-bdfa-b2ae55e939c5,Javanon 2016 Boys Black,Javanon FC,u11,100,724dd082-baf9-48b9-9d3e-63dd1353d6f2,Javanon 2015 Boys Black,Javanon FC,u11,100,
Portland Timbers,portland timbers,4,"U16, U17",HD,40,2d618f30-a472-4567-9519-e974de4f7e03,Portland Timbers 2009 MLS,Portland Timbers,u17,100,,,,,,,,,,,
FC Golden State Force,golden state force,19,"U13, U14, U15, U16, U17",AD,40,11171e7c-702c-4261-b99a-28224a6a71a2,B2009 FORCE MLS,FC Golden State,u17,80.0,c68b9564-f5b0-4250-92f8-e1244a4f885f,B2008 BG,FC Golden State,u18,80.0,16e86a1b-c96a-4bcb-84ee-5728290d3319,B2009 MLS2,FC Golden State,u17,80.0,
Washington Rush,washington rush,258,"U13, U14, U15, U16, U17",AD,40,bf100501-ee28-4c32-8a08-02322faaef1d,Washington Rush Select B10 Rush ARCHIVE,Washington Rush,u16,100,b37fb20c-e2bb-4984-9b99-38b6fbdb53c4,B08 Nero,Washington Rush,u18,100,c223bba8-abf1-46cd-bd62-3d6a384e10c3,Washington Rush B09 Rush,Washington Rush,u17,100,
Valor Soccer,valor,1338,"U13, U14, U15, U16, U17",AD,40,8bac24a1-ccc0-4680-9bcf-c0e1a52a6aa9,Valor FC 12B,Valor FC,u14,100,e85101c6-fd44-4277-9ae4-0febcf984e18,Valor FC 11B,Valor FC,u15,100,0b53f70e-ad30-4943-a411-282c3535b360,Valor FC 15B,Valor FC,u11,100,
LA Youth,la youth,1351,"U13, U14, U15, U16, U17",AD,40,35acb382-847b-44a5-8f52-907c3805ebad,Milan Storm 2010B Black,Milan Youth Soccer Club,u16,84.21052631578947,fb00f57d-56f8-4217-87bb-3017c617a8cd,Milan Storm 2014B Black,Milan Youth Soccer Club,u12,84.21052631578947,f2f2773b-7fab-472d-8016-99f57a0d5599,Milan Storm 2016B Black,Milan Youth Soccer Club,u10,84.21052631578947,
Sound FC,sound,1336,"U13, U14, U15, U16, U17",AD,40,d55bd460-4da8-4dd2-a43b-5a757c0c5226,Sound FC B10B,Sound FC,u16,100,dd24c925-fffb-4db2-9f07-35a6d2877cfb,Sound FC B09A,Sound FC,u17,100,2f5d46d9-42c2-4ec0-a309-178c6491bc16,Sound FC - B11B,Sound FC,u15,100,
Whatcom Rangers,whatcom rangers,1341,"U13, U14, U15, U16, U17",AD,40,419666c7-b455-42ef-ad49-92dd194d9f3e,WFC Rangers B13 Blue,Whatcom FC Rangers,u13,90.9090909090909,1458d517-c03d-40bd-8db3-fab7044d7d3d,WFC Rangers Boys 13 White,Whatcom FC Rangers,u13,90.9090909090909,131139dd-8fee-48d8-80b2-7ec83d835c1a,WFC Rangers B16G,Whatcom FC Rangers,u10,90.9090909090909,
Seattle Sounders FC,seattle sounders,5,"U16, U17",HD,39,8cf3f524-8e5f-4340-b47b-73e6df1eb94f,Seattle Sounders FC 2007 MLS,Seattle Sounders FC,u18,100,1bcc4cef-6272-45f7-9657-b0b811a6c7fd,Seattle Sounders MLS NEXT,Seattle Sounders FC,u16,100,,,,,,
Chattanooga FC,chattanooga,1360,"U13, U14, U15",HD,38,6d1c4522-4078-46f7-9604-8912e702608e,2013B Copa,Chattanooga Football Club,u13,100,3d03fb96-1886-48c1-b05c-8baedc231cb7,CFC 2014B NAVY,Chattanooga Football Club,u12,100,364e9262-ddae-4540-a8f9-4e3c10e00596,Chattanooga FC 12B CSM Forge B,Chattanooga Football Club,u13,100,
Almaden FC,almaden,990,"U13, U14, U15, U16, U17",AD,37,c21b6535-74da-4e6d-9afd-92567ac2577b,Almaden FC Mercury 12B Gold,Almaden FC,u14,100,24194a73-5a17-4a01-947a-40ce25bb3a5a,Almaden FC Mercury B11 Green,Almaden FC,u15,100,725255b8-cae9-4adc-b284-31938a39176f,Almaden FC Mercury 12B Green,Almaden FC,u14,100,
Michigan Bucks Academy,michigan bucks,1309,"U13, U14, U15, U16, U17",AD,37,94af6fa3-78fa-4842-b935-0608d9e53634,MI Burn 12 Boys Black,Michigan Burn,u14,81.4814814814815,54245c41-e34d-4beb-ab88-b9c1c266b0c0,MI Burn 08 White,Michigan Burn,u18,81.4814814814815,35478e2a-19f9-4fb0-8442-da3a6a225898,MI Burn 16B Black,Michigan Burn,u10,81.4814814814815,
Sporting San Diego,sporting san diego,1352,"U13, U14, U15, U16, U17",AD,36,a7a95ff8-4576-4748-a065-c5c378db5f78,B2009 Black,Sporting San Diego,u17,100,2af0a32e-1bd5-49bf-8c31-f6216f6a65fe,B2009 MLS Next Academy,Sporting San Diego,u17,100,551e00e3-69ad-421f-a0f8-26b215739dbb,B2010 Green,Sporting San Diego,u16,100,
Real Salt Lake,real salt lake,107,"U16, U17",HD,36,d9a25f07-6af5-41cc-9f70-0cc31107e27d,Real Salt Lake 2007 MLS,Real Salt Lake,u18,100,7a8af160-902d-491a-9b92-dc1116450195,RSL Academy 2010,Real Salt Lake,u16,100,bc70815b-fd10-4d3b-8bf1-0099c138a6a1,Real Salt Lake 2009 MLS,Real Salt Lake,u16,100,
Burlingame Soccer Club,burlingame,132,"U13, U14, U15, U16, U17",AD,35,131aa47c-9d22-47e9-8d10-acbebe80ad22,Burlingame SC 2013B White,Burlingame Soccer Club,u13,100,19d190b3-4d62-46ec-ace7-06b828a7052f,Burlingame SC 2012B Navy,Burlingame Soccer Club,u14,100,97a1009e-55a7-4756-b03d-e271116dc256,Burlingame SC 2013B Green,Burlingame Soccer Club,u13,100,
San Francisco Glens,san francisco glens,409,"U13, U14, U15, U16, U17",AD,35,d8c5f91c-aa44-42a4-a80f-fb684d692af9,Academy 13B MLS Next I,San Francisco Glens Soccer Club,u12,100,c817b372-0dff-4a0b-9762-f19428a7617b,San Francisco Glens 09B MLS X2,San Francisco Glens,u17,100,a8aab1c5-78d4-4116-ae6a-821d6903dad1,San Francisco Glens 14B MLS X2,San Francisco Glens,u12,100,
Southern States Soccer Club,southern states,1037,"U14, U15",HD,34,ec80fb80-3dc0-455e-aa23-fc27e9df7b2b,Academy STARS 2008,Southern States Soccer,u18,100,023abff9-93e8-4494-88b7-63453fbf77f0,Academy STARS 2014,Southern States Soccer,u12,100,5cdb3ac1-4d80-4f64-b5ef-9c625918f1a0,Academy Pre-MLS 2014,Southern States Soccer,u12,100,
Downtown Las Vegas Soccer Club,downtown las vegas,882,"U13, U14, U15, U16, U17",AD,34,ef908884-54c7-48d1-b0d0-9d2ffeb4d3ff,2013 MLS Next AD,Downtown Las Vegas SC,u13,100,38595dbc-8e2c-4100-a304-3f41d8d75401,2015 Pre MLS Next AD,Downtown Las Vegas SC,u11,100,f28e6c81-e5d7-4aa9-8e64-c1598d8999ee,2015Gold,Downtown Las Vegas SC,u11,100,
Carolina Velocity FC,carolina velocity,1296,"U13, U14, U15, U16, U17",AD,33,bbb1e680-f342-4572-8338-ecfa1760d17f,09 CVFC Athletico,Carolina Velocity FC,u16,100,55495711-a6f1-4a89-bb9c-a5650a46bf16,08B CVFC Inter,Carolina Velocity FC,u17,100,300f126a-53a9-4039-ba1a-8b40186ed4ad,10 CVFC Leverkusen,Carolina Velocity FC,u16,100,
Diablo Valley Futbol Club,diablo valley,name:diablo-valley-futbol-club,"U13, U14, U15, U16, U17",AD,32,b0865a9c-3ce7-45fa-82ca-657d42fb900d,Diablo Valley FC 08B EA,Diablo Valley Futbol Club,u18,100,feef80c0-1a5c-433b-95a8-f8c3936dc148,Diablo Valley FC 09B NPL,Diablo Valley Futbol Club,u17,100,305aa76b-061d-435d-b43f-8b2634a72481,Diablo Valley FC 09B MLS x2,Diablo Valley Futbol Club,u17,100,
Minneapolis United SC,minneapolis united,1317,"U13, U14, U15, U16, U17",AD,32,bba91037-1570-436c-be2d-9266882ac718,2013 Boys MLS Next Academy,Minneapolis United,u13,100,124d44bb-31dd-49b0-8904-b67980a17493,2013 Boys Tango II,Minneapolis United,u13,100,2c2e2011-3fe7-4f53-a62d-e92b63160036,2013 Boys Copa,Minneapolis United,u13,100,
Tonka Fusion Elite,tonka fusion elite,1319,"U13, U14, U15, U16, U17",AD,32,0b42b323-6675-4977-adf7-3faeed2e757f,TFE 10 Boys EA,Tonka Fusion Elite,u16,100,6c29c4ee-4c60-434a-9f9b-1dc70fd48b70,TFE 12 Boys EA,Tonka Fusion Elite,u14,100,185adfee-b296-4a12-ba00-bb695e77a4ca,TFE 08 Boys EA,Tonka Fusion Elite,u18,100,
Vancouver Whitecaps FC,vancouver whitecaps,15,"U16, U17",HD,31,dfbed249-03d2-4ee2-9f43-a2e6b280a324,Gorge Soccer,Vancouver West SC,u12,78.78787878787878,c0b5582c-4954-4a42-8d2e-4fa77245891f,DASC Whitecaps,,u11,72.72727272727273,,,,,,
Lakeville SC,lakeville,1316,"U13, U14, U15, U16, U17",AD,31,2b0cb871-c6fa-4436-a1b2-9adb78d3fa95,2013 Boys Select 1,Lakeville Soccer Club,u13,100,6a5b632a-a03a-4195-a691-ce8fbd470e0c,2008 Boys Gold,Lakeville Soccer Club,u18,100,59ea3e3a-276f-480d-af65-7fec9c48454f,2009 Boys Red,Lakeville Soccer Club,u17,100,
Elmbrook United,elmbrook united,1315,"U13, U14, U15, U16, U17",AD,31,8793616e-02fa-4f6c-801e-89094d6dfe8c,EBU 2014B Premier 1,Elmbrook United,u12,100,1e754197-9300-45c4-a78a-9f69a8b9e0c9,EBU 14u Boys Premier 2 - 2011,Elmbrook United,u15,100,74471c96-0b2e-4d8c-88aa-3ea11c7e564f,EBU 13U Boys Premier 1,Elmbrook United,u14,100,
Los Angeles Bulls Soccer Club,los angeles bulls,581,"U13, U14, U15, U16, U17",AD,30,02d5132c-9840-4982-a70e-66f68ad42ca2,B2012 Red,Los Angeles Bulls Soccer Club,u14,100,a3021dc7-5e86-4eb2-998e-800daa368185,B2015,Los Angeles Bulls Soccer Club,u11,100,ba38ea5c-86e4-43d4-a0ba-0a189a8170e2,LA Bulls B2010 black MLS NEXT,Los Angeles Bulls Soccer Club,u16,100,
Elk Grove Soccer,elk grove,158,"U13, U14, U15, U16, U17",AD,30,b102de60-a973-4493-afaf-8650e4af8d29,2008 MLS Next,Elk Grove Soccer,u18,100,f1ee236b-3c7d-4c9f-a8b1-731c1dc0e00a,2008B Elite,Elk Grove Soccer,u18,100,827189ee-c79b-4dff-8731-fbfcead730ad,2008B Platinum 1,Elk Grove Soccer,u18,100,
Oaks FC,oaks,925,"U13, U14, U15, U16, U17",AD,29,a6eb9f42-69ad-467b-82b1-bf08735f89a8,B10 Red,Oaks FC,u16,100,a2b1367f-8f83-4719-b312-55e1b30fe9b0,B12 Blue,Oaks FC,u14,100,fb97e266-cc20-4003-b833-44b8f31396ab,B11 Red (archived),Oaks FC,u15,100,
Manitou F.C.,manitou f.c.,933,"U13, U14, U15, U16, U17",AD,29,83f4c823-9e5a-47f6-832d-807511481759,2008 Boys Orange 2,Manitou FC,u18,73.6842105263158,4f74e609-f758-44fc-8fdf-0ffe054c9d78,2014 Orange,Manitou FC,u12,73.6842105263158,5d6940de-7ce0-41e3-862a-7bdddf8f4aa2,Manitou FC 2012 Boys Black,Manitou FC,u14,73.6842105263158,
Wisconsin United FC,wisconsin united,1320,"U13, U14, U15, U16, U17",AD,28,2e32ef16-a22a-42d6-b8db-44eb6bb9d6cb,WIUFC 2009 Boys Elite Blue,Wisconsin United FC,u17,100,36bab7fc-c87f-4274-b098-4e5d3071716a,WIUFC 2008 Boys Premier,Wisconsin United FC,u18,100,b8c04878-1547-4eb1-b089-c419d0a12f63,WIUFC 2008 Boys Elite,Wisconsin United FC,u18,100,
Forward Madison FC,forward madison,1024,"U13, U14, U15, U16, U17",AD,28,,,,,,,,,,,,,,,,
Saint Paul Blackhawks,saint paul blackhawks,1318,"U13, U14, U15, U16, U17",AD,28,0a26aa16-bd54-4214-9022-bfba50fce8e8,08 Boys Grey.,St. Paul Blackhawks,u18,90.0,94b6f893-0d54-4223-ad20-87009dce57e7,10 Boys Gold,St. Paul Blackhawks,u16,90.0,330310a6-9e65-434a-b73d-c39f7f3c22c6,10 Boys White,St. Paul Blackhawks,u16,90.0,
Huntsville City FC,huntsville city,1406,"U13, U14",HD,28,99856ef8-4e81-4332-a24c-6a9fd1f3fe0d,HCU 13B,Huntsville Eclipse,u13,78.78787878787878,c3cba76d-bd5c-4b60-865f-7c97e75ba3c6,Huntsville Eclipse 08B McMillan,Huntsville Eclipse,u18,78.78787878787878,8fa84953-09e2-4446-979c-3cae5bf191d7,Huntsville Eclipse 15B Atnip,Huntsville Eclipse,u11,78.78787878787878,
Michigan Jaguars United FC,michigan jaguars united,1311,"U13, U14, U15, U16",AD,26,1eb7c12e-62e4-4264-a16a-0f15b65d5518,Michigan Jaguars 2012 MLS Next,Michigan Jaguars,u14,82.05128205128204,6e6a24c3-f29e-4f88-a0bd-0a76f10dc1f2,Michigan Jaguars 2010 MLS Next,Michigan Jaguars,u16,82.05128205128204,5be3870e-efc4-4099-aac8-39f66a5df0cd,Michigan Jaguars 2009 Boys NAL,Michigan Jaguars,u17,82.05128205128204,
Michigan Tigers FC,michigan tigers,1313,"U13, U14, U15, U16",AD,26,d6784500-8e2a-437e-a40f-789ce08997ec,Michigan Tigers 2009 Boys Blue,Michigan Tigers FC,u17,100,904e458c-43c6-419b-ba78-f594a7510d79,Michigan Tigers 2010 Boys White,Michigan Tigers FC,u16,100,b2764bc9-4138-4704-bd13-aa0de39d8f4a,Michigan Tigers 2011 Boys Blue,Michigan Tigers FC,u15,100,
Chicago Fire Youth SC,chicago fire youth,1306,"U13, U14, U15, U16",AD,24,5276b18e-5d3d-42aa-9ad7-c819aeb21af4,Chicago Fire 2009B MLS,Chicago Fire,u17,80.0,c3d33059-5c47-4cba-9772-c785b6c15c28,Chicago Fire 2010B MLS,Chicago Fire,u16,80.0,d858182a-0ba0-4741-9161-33243b742663,Chicago Fire 2007 MLS,Chicago Fire FC,u18,80.0,
Michigan Stars Elite,michigan stars elite,1312,"U13, U14",AD,24,75b0cf2c-cc9f-4413-9189-be91670eea20,MI Stars 11 MLS Next AD,Michigan Stars Elite SC,u15,100,9a4978eb-01a0-45eb-a8ca-143194f1506b,MI Stars 08/07 MLS Next AD,Michigan Stars Elite SC,u18,100,ac7ef383-518c-4b4c-87ae-ba73b105043d,MI Stars 09 NAL,Michigan Stars Elite SC,u17,100,
Atlantic United,atlantic united,1286,"U13, U14",AD,24,d9d839aa-7815-4e05-b86b-077966933e60,Atlantic United Premier Hawks Red 2014 B,Atlantic United Soccer Club,u12,100,4ece0fba-1bcf-41b2-9c89-bd9593e59a05,Atlantic United Premier 2013/14 B Red,Atlantic United Soccer Club,u13,100,c2bff2a1-e17e-43d5-b1b4-ea709aa139af,Atlantic United Premier Strikers 2010/11 B,Atlantic United Soccer Club,u16,100,
Players SC,players,1349,"U13, U14, U15, U16, U17",AD,24,b6312986-58eb-484e-ae2a-85227d68c640,Players 10 Boys Elite,Players SC,u16,100,b22a3e83-d56a-4a3d-8a44-b26fce0e0168,Players 10 Boys Academy,Players SC,u16,100,6b57e724-cd15-40b8-ba35-095322163bfd,Players 09 Boys MLS Next AD,Players SC,u17,100,
FC Harlem,harlem,791,"U13, U14",AD,23,244170fd-34c2-4f82-ba4b-f53399c7013f,FC HARLEM LIONS,FC Harlem,u14,100,,,,,,,,,,,
Cedar Stars Academy Newark,cedar stars academy newark,1283,"U13, U14",AD,23,58c85541-d92a-4335-8e11-3571b9448167,10B Elite 64,Cedar Stars Academy North,u16,86.27450980392157,ac7e9112-2136-4ad0-b786-beedaa63189b,08B Elite 64,Cedar Stars Academy North,u18,86.27450980392157,eb114640-f9bf-43e8-b51b-841ffd6d1539,09B Elite 64,Cedar Stars Academy North,u17,86.27450980392157,
Long Island Slammers,long island slammers,1285,"U13, U14",AD,23,2f4a1f6a-40f9-41d7-b27e-db349890075d,LIPFC Boys 09,Long Island Premier FC,u17,76.92307692307692,8be7d4c3-33ee-4920-acb5-321aedf52d36,LIPFC Boys 08,Long Island Premier FC,u18,76.92307692307692,50460d79-eeb6-4267-b14a-67d2b799fd36,LIPFC Boys 12,Long Island Premier FC,u14,76.92307692307692,
Coppermine SC,coppermine,1287,"U13, U14, U15, U16, U17",AD,23,f8850fdb-72f3-4820-806e-d24e5e0a63da,Coppermine SC 2010 Boys MLS Next AD,Coppermine Soccer Club,u16,100,30b7bac3-de02-4f48-a268-a0ad1f8b3360,Coppermine SC 2015 Boys Pre-Academy I North,Coppermine Soccer Club,u11,100,84e02f79-7fd9-4fc8-b4a2-43b2967176b1,Coppermine SC 2009 Boys NAL,Coppermine Soccer Club,u17,100,
Fox Soccer Academy Carolinas,fox soccer academy carolinas,1298,"U13, U14, U15, U16, U17",AD,22,b762b15b-e857-47a6-825b-5db4ecc3643d,Fox Soccer Academy 2008 B White,Fox Soccer Academy of the Carolinas,u18,88.88888888888889,b3f1ad50-0abc-4158-9b03-0bceac0a7dce,Fox Soccer Academy 2009 B White,Fox Soccer Academy of the Carolinas,u17,88.88888888888889,4fee93f6-7944-4779-a096-dccd4502e778,Fox Soccer Academy 2010 B White,Fox Soccer Academy of the Carolinas,u16,88.88888888888889,
Galaxy Soccer Club,galaxy,1250,"U13, U14, U15, U16",AD,22,77cb2597-2c17-4751-ae11-3038d52e8424,2013 Blue,Galaxy SC,u13,100,f662d454-74e5-44f3-bc3a-6072bd69d463,2011 Fall,Galaxy SC,u15,100,7e7ba40f-248f-4e74-8886-8f6a59dd04be,2012B West Blue,Galaxy SC,u14,100,
Colorado Rapids Youth Soccer Club,colorado rapids youth,1075,"U13, U14",HD,22,c039f77b-9998-431d-937c-db95c02cd34d,14B Pre-Elite II,Colorado Rapids Youth Soccer Club,u12,100,083244cf-0cb8-4b5c-b03c-6602596ff9bf,14B Pre-Elite III,Colorado Rapids Youth Soccer Club,u12,100,000439df-5028-4468-874c-899832bc6c9f,15B Pre-Elite I,Colorado Rapids Youth Soccer Club,u11,100,
Kings Hammer Cincinnati,kings hammer cincinnati,1308,"U13, U14, U15, U16, U17",AD,21,6678da01-f44c-4553-9a2a-07e084e91583,Inner Cincinnati U16,Inner Cincinnati SA,u16,76.92307692307692,501d9307-936b-4aab-91db-ab9782cd4ae3,Inner Cincinnati U11,Inner Cincinnati SA,u11,76.92307692307692,60c0673a-ef65-4f06-b5d7-274f2d2f88ea,Inner Cincinnati U19,Inner Cincinnati SA,u18,76.92307692307692,
FC Hudson Valley,hudson valley,1284,"U13, U14",AD,21,d232bc45-e450-4421-8195-cf9c76f3ef68,2024-25 HVA BU10,Hudson Valley Academy,u11,100,5727cb52-fefa-48f2-bf1f-c5841abf24e4,HVAC U15 Blue,Hudson Valley Athletic Club,u15,100,fca016e9-df69-4384-aa13-9d5d6eeefcb3,HVAC U13 Blue,Hudson Valley Athletic Club,u13,100,
St. Louis Development Academy,st. louis development,1330,"U13, U14",AD,20,13365e87-366f-452a-8d27-7f60f809a852,STLDA 2009B Elite,St. Louis Development Academy,u17,100,f2364ee1-9834-4ff3-a916-ba12d11a6f08,STLDA 2014B Elite Navy,St. Louis Development Academy,u12,100,1157c48b-7e45-45e4-a36b-3be044334af8,STLDA 2013B Classic,St. Louis Development Academy,u13,100,
New York Rush,new york rush,1280,"U13, U14",AD,20,59e47a66-7978-43a6-a0a0-871e0d94d01e,New York Red Bulls 2010B MLS,New York Red Bulls,u15,77.41935483870968,a92856fd-bda3-428e-9784-6d19752a3ff3,New York Red Bulls - Metro,New York Red Bulls,u13,77.41935483870968,47c68376-6d1c-4bb4-a669-cffc1cfe39fb,New York Red Bulls - Stars,New York Red Bulls,u13,77.41935483870968,
New York Elite Alleycats FC,new york elite alleycats,1279,"U13, U14",AD,20,3fd73cb7-6500-46d5-af23-1baf5334409f,New York Elite Alleycats FC 2010 NPL,New York Elite Alleycats,u16,100,49401bde-893d-48b1-8b2c-834dd8727442,New York Elite Alleycats FC 2014 NEAL Blue,New York Elite Alleycats,u12,100,cf56d946-e8bf-47b7-b08a-3651bb662739,New York Elite Alleycats FC 2008/07 MLS NEXT AD,New York Elite Alleycats,u18,100,
St. Louis Scott Gallagher Illinois,st. louis scott gallagher illinois,1314,"U13, U14",AD,19,5148c936-80f0-4614-b88a-602ee6f07827,SLSG IL B 2012 Inter Black,St. Louis Scott Gallagher,u14,84.7457627118644,d02bef19-a995-400f-a500-6b4a67c859b1,SLSG IL B 2015 Academy Red,St. Louis Scott Gallagher,u11,84.7457627118644,1ca27dab-ae60-4ff3-ba28-c220f7250072,SLSG MO B 2014 Premier Silver,St. Louis Scott Gallagher,u12,84.7457627118644,
Rhode Island Surf SC,rhode island surf,1281,"U13, U14",AD,19,64be3dfa-331c-478c-9f77-99726b036417,Rhode Island Surf B2011 Elite,Rhode Island Surf,u15,100,77fb1ef7-8173-4a64-a476-a10dd3b1b4ba,Rhode Island Surf 2010 MLS NEXT AD,Rhode Island Surf,u16,100,b7b8009f-3060-44a0-8893-6a219d674a78,Rhode Island Surf B2011 Premier,Rhode Island Surf,u15,100,
Sporting City,sporting city,1328,"U13, U14",AD,19,f8d04217-5655-4825-9aef-6f7116472039,Sporting City West - Blue 2012B,Sporting City Soccer Club,u14,100,dfa956b1-96e4-4e03-b838-2757b01a5e2a,Sporting City West Blue 2013B,Sporting City Soccer Club,u13,100,99c00abb-4a83-4fd1-9c65-13f3f317c710,Sporting City West - Indigo 2013B,Sporting City Soccer Club,u13,100,
Sting Nebraska,sting nebraska,1331,"U13, U14, U15, U16, U17",AD,19,ee9324f6-2cf0-474c-9f60-f1a89489260b,Sting NE B13 Homan 24,Sting Nebraska,u13,100,edd95252-c63c-43b3-af30-5ca6cf6e8445,Sting NE B12 Hodapp,Sting Nebraska,u14,100,7b53df4d-f48e-48f0-838e-1cb99c2fe936,Sting NE B15 Waldoch 24 ARCHIVE,Sting Nebraska,u11,100,
Broomfield Soccer Club,broomfield,1342,"U13, U14, U15, U16, U17",AD,19,e725eadf-db75-4ba8-8fad-81a3b9fbda58,Broomfield SC 2015B Extreme,Broomfield Soccer Club,u11,100,5551c678-4bb5-45dd-8086-284dce3ec521,Broomfield 2013B Prestige,Broomfield Soccer Club,u13,100,dfb82d52-ae40-47e9-a07b-9171f002cd09,Broomfield SC 2010 Boys Academy NPL,Broomfield Soccer Club,u16,100,
Skyline Soccer Association,skyline soccer association,1345,"U13, U14, U15, U16, U17",AD,19,0c2e3a78-dbc2-45b1-85dd-77d9e4ac8e55,Goal King Academy - Rye Soccer 2013,Rye Soccer Association,u13,87.5,24d3f324-5fb2-43ac-a690-d95fcb1eeacc,Goal King Academy - Rye Soccer 2015,Rye Soccer Association,u11,87.5,4bd55da9-c5af-439e-9409-54103de37017,Goal King Academy - Rye Soccer 2014,Rye Soccer Association,u12,87.5,
Grand Junction Soccer Club,grand junction,1344,"U13, U14, U15, U16, U17",AD,19,91957df2-f583-41d9-9f29-2efada6f52d2,Fire FC Premier 2011 Boys,Grand Junction SC,u15,100,5735f16e-a5a2-477f-ba03-d879116a9d3e,Grand Junction SC - Raptors,Grand Junction SC,u13,100,a8defee3-a547-49d3-a3da-b09b9c142614,Grand Junction SC - Level Up Academy Boys Blue,Grand Junction SC,u12,100,
ALBION SC Denver,albion sc denver,1077,"U13, U14, U15, U16, U17",AD,19,5b1abbaf-9950-42f8-b61a-32060da81a0f,Albion Denver 08b,ALBION SC Denver,u18,100,50636ab8-a30d-48b4-80fb-ad5792113c77,Albion Premier,ALBION SC Denver,u13,100,abc2a0d1-ca1b-4317-971e-d9b9d0257560,Albion SC Denver 2014B Academy I,ALBION SC Denver,u12,100,
Sporting Springfield,sporting springfield,1329,"U13, U14",AD,18,c85c5ffb-e38f-4419-b8e2-a14f16a404d3,2015 Irish,Sporting Springfield,u11,100,20c2dcaf-b0b4-4bfc-9ff5-aa7c7ecad9f9,Sporting Springfield 10 Feyenoord,Sporting Springfield,u16,100,f37c23eb-9a4c-4cf7-9ca1-43dad9f185a8,Sporting Springfield ECNL B11,Sporting Springfield,u13,100,
Sporting Blue Valley,sporting blue valley,241,"U13, U14",AD,18,fbcdc35c-186d-419c-bc46-fc3b647dac03,BV Tiger Sharks FC,Sporting Blue Valley,u12,100,31a19655-ef11-463f-a485-c08317d91c4a,SBV Boomers FC,Sporting Blue Valley,u14,100,4880a6aa-bb49-4562-9abf-7fa4bbd834fe,SCW Blue 2014,Sporting Blue Valley,u12,100,
Ginga FC,ginga,1276,"U13, U14",AD,18,186edd73-30c0-4a58-97dc-e40fc07cf027,Ginga FC Boys 2014 Elite (former),Ginga FC,u12,100,a7f0107f-84e3-4584-86a9-05eacb08d9cd,Ginga FC Boys 2011 EDP National League,Ginga FC,u15,100,8afc89da-d060-4100-a86b-213f028b5932,Ginga FC Boys 2011 MLS NEXT Academy Division,Ginga FC,u15,100,
Lou Fusz Athletic 2,lou fusz athletic 2,1270,"U13, U14",AD,18,c118b775-7f5c-42d4-bb73-a74615dd95a7,LFA Blue Star Major 2015B,Lou Fusz Athletic,u11,94.44444444444444,8666c427-ed70-484b-b5a2-fdcb2515cc1d,LFA Blue Star Premier 2015B,Lou Fusz Athletic,u11,94.44444444444444,732c5891-3c6b-40b5-ad40-b0e82cd65c97,LFA Blue Star Major 2016B,Lou Fusz Athletic,u10,94.44444444444444,
