modular11_club,modular11_club_normalized,modular11_team_id,modular11_ages,modular11_divisions,modular11_games,match_1_db_team_id,match_1_db_team_name,match_1_db_club,match_1_db_age,match_1_score,match_2_db_team_id,match_2_db_team_name,match_2_db_club,match_2_db_age,match_2_score,match_3_db_team_id,match_3_db_team_name,match_3_db_club,match_3_db_age,match_3_score,selected_db_team_id
Blau Weiss Gottschee,blau weiss gottschee,32,"U13, U14, U15, U16, U17","AD, HD",147,8f74d38e-dffa-49b5-9424-c12bd29d57bf,Blau Weiss Gottschee U17 MLS Next,BW Gottschee Academy,u17,75.0,4f67f3db-7456-4183-9065-e0aec2a65115,Blau Weiss Gottschee '14 White,BW Gottschee Academy,u12,75.0,4ef0cabf-9bfc-4ade-9564-1908c4ed7d6b,Blau Weiss Gottschee U13 MLS Next II,BW Gottschee Academy,u13,75.0,
Sockers FC Chicago,sockers fc chicago,16,"U13, U14, U15, U16, U17","AD, HD",147,12154c54-ca42-43b3-9255-179dd4fad45f,Celtic FC Chicago 2011B White,Celtic FC Chicago,u15,74.28571428571429,a6dd6be9-3874-4056-bc4d-58c8b0aa91c9,Celtic FC 2013B Green,Celtic FC Chicago,u12,74.28571428571429,e62ecccd-2581-4e25-8038-b68b5af8f663,Celtic FC 2013B White,Celtic FC Chicago,u12,74.28571428571429,
San Francisco Glens SC,san francisco glens,409,"U13, U14, U15, U16, U17",HD,146,d8c5f91c-aa44-42a4-a80f-fb684d692af9,Academy 13B MLS Next I,San Francisco Glens Soccer Club,u12,100,c817b372-0dff-4a0b-9762-f19428a7617b,San Francisco Glens 09B MLS X2,San Francisco Glens,u17,100,a8aab1c5-78d4-4116-ae6a-821d6903dad1,San Francisco Glens 14B MLS X2,San Francisco Glens,u12,100,
Metropolitan Oval,metropolitan oval,188,"U13, U14, U15, U16, U17","AD, HD",142,,,,,,,,,,,,,,,,
Michigan Wolves,michigan wolves,273,"U13, U14, U15, U16, U17","AD, HD",142,839c5ad4-963f-4905-8d18-0ca9acaab759,Michigan Wolves 09 Black,Michigan Wolves,u17,100,b0c9c887-da12-44be-8ce5-086968c66d9d,Michigan Wolves 10 Black,Michigan Wolves,u16,100,7578aa40-b0c0-4bd6-ab10-ffc7c77651cc,Michigan Wolves 10 Gold,Michigan Wolves,u16,100,
ALBION SC Merced,albion sc merced,568,"U13, U14, U15, U16, U17","AD, HD",141,d2e94e86-28b2-4637-9c65-a5506a8c655e,ALBION SC Merced B14 Academy,ALBION SC Merced,u12,100,fb116890-c6d6-4d44-bc12-daf8a4bda505,ALBION SC Merced B13 Pre-MLS NEXT,ALBION SC Merced,u13,100,529aa12b-a8cd-4d32-ac43-f05c386f52e3,ALBION SC Merced B08 NPL,ALBION SC Merced,u18,100,
Beachside of Connecticut,beachside of connecticut,89,"U13, U14, U15, U16, U17","AD, HD",141,bfc6fc2b-b84d-4429-b40e-1718863bde0e,B2008 ECNL,A.C. Connecticut,u18,70.0,72db4e03-e415-40f9-9440-274559da0c17,B2013 ECRL,A.C. Connecticut,u13,70.0,25eca11c-458b-487d-89b2-bdd88a802030,B2010 ECNL,A.C. Connecticut,u16,70.0,
Sporting Athletic Club,sporting,862,"U13, U14, U15, U16, U17","AD, HD",141,620e0a83-500f-4161-b664-401718445192,Sporting FC B2013,Sporting Football Club,u13,100,393d417c-3b9b-4747-80a6-e71e424664e9,Sporting FC B2015,Sporting Football Club,u11,100,48caf527-d9de-4c20-960a-750f3c2a72ce,Sporting FC B2013 Lalo Rodarte,Sporting Football Club,u13,100,
The Town FC Academy,the town fc,461,"U13, U14, U15, U16, U17",HD,140,fc993767-198a-4807-99a8-e4f2291b7c21,TTFC U13,The Town FC Academy,u13,100,bf559006-2505-4809-b181-a7289f91742e,TTFC U17,The Town FC Academy,u17,100,12b9bb19-f96a-4966-b9d9-ce306a590c46,TTFC U15,The Town FC Academy,u15,100,
Los Angeles Surf,los angeles surf,395,"U13, U14, U15, U16, U17",HD,140,d71e05ea-4191-4b1c-87c6-9d5ffe6afb17,09B,Los Angeles SC,u17,81.4814814814815,da2ee42c-64f7-496b-9bcc-1cba6c82dd1e,08B EA2,Los Angeles SC,u18,81.4814814814815,e9404da4-1846-470d-ae60-e9a12ffb5642,09B EA,Los Angeles SC,u17,81.4814814814815,
Rochester NY FC,rochester ny,70,"U13, U14, U15, U16, U17","AD, HD",139,7dbbde7c-3d02-4dfa-b483-98fd411bd3c8,Rochester Ny FC,,u17,100,,,,,,,,,,,
Chicago FC United,chicago fc united,83,"U13, U14, U15, U16, U17","AD, HD",138,d941d0b7-8972-4279-9374-7fbe884e4901,Carol Stream Panthers Academy 2010 (IL),Chicago United SC,u16,90.32258064516128,3932df3e-17f8-4910-b752-983593035c18,CUSC 15B Select FF,Chicagoland United SC,u11,80.0,a2944895-510f-4b51-a75b-37c38d67f905,United Elite 08B EA,Chicagoland United SC,u18,80.0,
Los Angeles Football Club,los angeles,184,"U13, U14, U15, U16, U17",HD,137,d71e05ea-4191-4b1c-87c6-9d5ffe6afb17,09B,Los Angeles SC,u17,100,da2ee42c-64f7-496b-9bcc-1cba6c82dd1e,08B EA2,Los Angeles SC,u18,100,e9404da4-1846-470d-ae60-e9a12ffb5642,09B EA,Los Angeles SC,u17,100,
Midwest United FC,midwest united,368,"U13, U14, U15, U16, U17","AD, HD",136,628ec786-bfc9-4f0a-be98-15f66fda1f98,Midwest United FC 10B E64-RL,Midwest United,u16,100,66b62bb5-f39c-43cb-aefe-f5bf13c3120b,Midwest United FC 09B NMFC,Midwest United,u17,100,ab4ccfcc-b0b1-46e5-872e-eea0d6ceb760,Midwest United FC 10B NAL,Midwest United,u16,100,
Michigan Jaguars,michigan jaguars,370,"U13, U14, U15, U16, U17","AD, HD",136,1eb7c12e-62e4-4264-a16a-0f15b65d5518,Michigan Jaguars 2012 MLS Next,Michigan Jaguars,u14,100,6e6a24c3-f29e-4f88-a0bd-0a76f10dc1f2,Michigan Jaguars 2010 MLS Next,Michigan Jaguars,u16,100,5be3870e-efc4-4099-aac8-39f66a5df0cd,Michigan Jaguars 2009 Boys NAL,Michigan Jaguars,u17,100,
SC Wave,sc wave,473,"U13, U14, U15, U16, U17","AD, HD",136,770edfd7-d511-4863-8684-93c0aad9f0b2,SC Wave Elite 2011 Boys,SC Wave,u15,100,e7b36763-3b42-4ece-9e71-d174188555d6,SC Wave,,u10,100,8a02d537-e9aa-4c1d-8449-3c46e9b7f74f,SC Wave 2008 MLS NEXT,SC Wave,u18,100,
Woodside Soccer Club Crush,woodside soccer club crush,478,"U13, U14, U15, U16, U17","AD, HD",135,ef6ac472-d806-42e4-998a-66c9b1d2aff0,Beachside U12 North EDP (2014),Beachside Soccer Club CT,u12,72.0,47450569-5ab8-497b-b48d-35607261ba82,Beachside U12 South EDP (2014),Beachside Soccer Club CT,u12,72.0,d7032fb6-4258-4f85-b4e8-8e512c0e5f8c,Beachside U14 MLS Next 2011,Beachside Soccer Club CT,u15,72.0,
FC Westchester,westchester,38,"U13, U14, U15, U16, U17","AD, HD",135,41be4c7b-0f04-4c19-8f65-2fa5cce94715,2010 Academy,Westchester SC,u16,100,1a0234a6-1bef-45aa-acd0-57caea51e675,2008/07 MLSNEXT AD,FC Westchester,u18,100,558b8f54-c6f1-4f7a-9c1c-d4ddac541611,2009 MLSNEXT HG,FC Westchester,u17,100,
Ironbound Soccer Club,ironbound,490,"U13, U14, U15, U16, U17","AD, HD",134,a1cf33ab-eea2-4a95-98e3-bf92751183ea,2008 UNITED,Ironbound SC,u18,100,c2ec73e0-d301-40c3-952b-d286d5ebc806,2008 - NAL,Ironbound SC,u18,100,5b94a4a0-67ad-4bd9-b4b1-60d817b907f5,2009 - NAL,Ironbound SC,u17,100,
Jacksonville FC,jacksonville,1243,"U13, U14, U15, U16, U17","AD, HD",132,04664ec5-fc80-4705-97bb-2e1b30ad6209,ARMADA FC 2009 MLS NEXT Homegrown Divsion,Jacksonville FC,u17,100,781039af-4f5a-4865-8fc9-3dea59553ed1,Armada FC 2010 MLS Next Homegrown Divsion,Jacksonville FC,u16,100,4c36b1cf-03d1-4823-a643-afa0333dd41b,JFC 10B REC ROWAN,Jacksonville FC,u16,100,
Keystone FC,keystone,1139,"U13, U14, U15, U16, U17","AD, HD",132,d12d633a-c51c-48f2-9b24-46b6bd7eb8b4,United 11/12B,Keystone FC,u15,100,1f290fe5-37e1-4b8a-91a3-51a97c8f3ae5,United 13B,Keystone FC,u13,100,224d33a8-d43d-4e2e-bae5-1010d0df71d9,United Blue 15B,Keystone FC,u11,100,
Modesto Ajax United,modesto ajax united,859,"U13, U14, U15, U16, U17","AD, HD",131,8683380a-dff6-48c1-9596-81a3f998c6e6,Ajax United 09B Green MLS II,Ajax United,u17,73.33333333333334,d2470650-7084-4279-ab62-9a12e15284fa,Ajax United 11B Academy MLS Next,Ajax United,u15,73.33333333333334,4fa3959f-5227-4a85-b3e3-9bf16cbd904a,Ajax United 12B Academy MLS Next,Ajax United,u14,73.33333333333334,
City SC San Diego,city sc san diego,392,"U13, U14, U15, U16, U17",HD,131,6a7c963f-c856-4eed-bedd-b1f090ff117e,Albion SC - Boys 2014,ALBION SC San Diego,u11,77.77777777777779,46b48d40-47e1-4f8e-a3b0-099bb42f71fb,ALBION SC San Diego B08 Academy,ALBION SC San Diego,u18,77.77777777777779,b24e57c0-c474-4c14-91be-cc9b60c46550,ALBION SC San Diego B09 EA,ALBION SC San Diego,u17,77.77777777777779,
LA Galaxy,la galaxy,14,"U13, U14, U15, U16, U17",HD,131,97a7e2df-43e7-4acd-897e-38ece2fed98e,LA Galaxy 2009B MLS,LA Galaxy,u17,100,6d1b43c4-8c61-4fde-96a2-3fbbbf1da3ec,LA Galaxy 2007 MLS,LA Galaxy,u18,100,005e7d52-a280-444a-9daf-b292d753cbe7,LA Galaxy 2010B MLS Next,LA Galaxy,u16,100,
Barca Residency Academy,barca residency,102,"U15, U16, U17","AD, HD",130,c02992b8-1a50-42b5-97e2-e423351e3102,Barça Residency Academy 08B MLS,Barca Residency Academy,u18,100,,,,,,,,,,,
Indy Eleven,indy eleven,48,"U13, U14, U15, U16, U17","AD, HD",129,2cde2302-943d-4d29-961c-b8b7d49b7338,Indy Eleven 2015B Red,Indy Eleven Academy,u11,100,684c7761-7e60-42ab-aba3-42f33519fa71,Indy Eleven 2011B Fall White,Indy Eleven Academy,u15,100,3d76ecb4-1c57-4acb-9317-13e497c956fb,Indy Eleven 2012B White,Indy Eleven Academy,u14,100,
Intercontinental Football Academy of New England,intercontinental football academy of new england,464,"U13, U14, U15, U16, U17","AD, HD",128,5a0c2c4d-4629-4400-aa40-2504efce6123,Peak FA- New England 2012,Peak Football Academy New England,u14,76.54320987654322,0478dc28-39fe-4724-af1a-df550422c94a,Peak FA- New England 2014,Peak Football Academy New England,u12,76.54320987654322,,,,,,
Bavarian United SC,bavarian united,458,"U13, U14, U15, U16, U17","AD, HD",128,4f817081-ad40-4b52-91f2-e7189aa8dc73,Bavarian United U13 MLS NEXT Academy Division,Bavarian United SC,u13,100,9c77da5c-a478-4af7-bba4-abde0de6ca2a,Bavarian United U16 MLS NEXT Homegrown,Bavarian United SC,u16,100,9f813ace-32a7-4704-b9bb-3c1dda6899d3,Bavarian United U17 MLS NEXT Homegrown,Bavarian United SC,u17,100,
RSL Arizona Mesa,rsl arizona mesa,563,"U13, U14, U15, U16, U17","AD, HD",127,94e67cbe-52c6-460c-9b65-e284a45fedde,RSL AZ 11B MLS Next AD,RSL Arizona,u15,81.4814814814815,c3ee4e29-50aa-45e8-b6ca-ab3a667fcd41,RSL Arizona MLS Next Mesa U14 (2011),RSL Arizona,u15,81.4814814814815,2838b90b-c82d-44ff-a6cc-c3d7b7a65101,RSL Arizona MLS Next U13 (2011),RSL Arizona,u14,81.4814814814815,
San Francisco Seals,san francisco seals,565,"U13, U14, U15, U16, U17","AD, HD",127,cebdfb6a-3e9d-4c78-babc-4c1a73a607cc,San Francisco Seals U13,San Francisco Seals,u16,100,8ff13d62-42b8-4c5e-a804-e58289d93724,SF Seals 13B Black Do Not Use,San Francisco Seals,u13,100,60796771-762f-4c34-a3ae-b259d46f7ac9,SF Seals 13B Red,San Francisco Seals,u13,100,
St. Louis Scott Gallagher,st. louis scott gallagher,82,"U13, U14, U15, U16, U17","AD, HD",126,5148c936-80f0-4614-b88a-602ee6f07827,SLSG IL B 2012 Inter Black,St. Louis Scott Gallagher,u14,100,d02bef19-a995-400f-a500-6b4a67c859b1,SLSG IL B 2015 Academy Red,St. Louis Scott Gallagher,u11,100,1ca27dab-ae60-4ff3-ba28-c220f7250072,SLSG MO B 2014 Premier Silver,St. Louis Scott Gallagher,u12,100,
New York SC,new york,90,"U13, U14, U15, U16, U17","AD, HD",126,6d4bc011-0514-44c4-9a65-7aabf5316334,NYSC B2012 MLS HG,New York SC,u14,100,6f024ed9-fa3e-4bbf-b94b-80c56291ba76,NYSC B2013 MLS HG,New York SC,u13,100,f5ff8227-3d26-4b4a-bee5-aab4194a5965,NYSC B2016 White,New York SC,u10,100,
Cedar Stars Academy Bergen,cedar stars academy bergen,137,"U13, U14, U15, U16, U17","AD, HD",126,bbaa43e1-78a9-4ebb-a660-35386bf8e36d,Cedar Stars Academy Bergen MLS Next 2008,Cedar Stars Academy - Bergen,u17,96.2962962962963,7b340c7b-aec7-4acf-a905-84f0848c5ffa,U17 MLS Next Homegrown,Cedar Stars Academy - Bergen,u17,96.2962962962963,19845b89-bb26-4790-83ca-03fb62abbf59,U15 MLS Next Homegrown,Cedar Stars Academy - Bergen,u15,96.2962962962963,
Cincinnati United Premier Soccer Club,cincinnati united premier,369,"U13, U14, U15, U16, U17","AD, HD",125,a346d984-b2ad-416f-8395-595ef38160bd,Cincinnati United Premier Soccer Club 2010B MLS,Cincinnati United,u15,80.95238095238095,ae2634bd-3674-4943-8cb5-f2a00b182465,CU North 10B Fall Team,Cincinnati United,u16,80.95238095238095,a2e57883-550d-4b6a-8510-6582eec5bcfc,CU North 10B Astra,Cincinnati United,u16,80.95238095238095,
Philadelphia Union,philadelphia union,21,"U13, U14, U15, U16, U17",HD,125,78947d68-1344-4c6b-a21e-43fb23713361,PPP 2012 White,Philadelphia Union,u14,100,5dfbe09a-e338-434f-aabf-abd5b8eb10ce,Philadelphia Union 2009,Philadelphia Union,u17,100,ddfece84-5f5c-4659-9856-dc3fe78a733c,Philadelphia Union Junior Academy 2012,Philadelphia Union,u14,100,
Dallas Hornets,dallas hornets,866,"U13, U14, U15, U16, U17",HD,123,3c7f21ba-ddf1-4423-af5c-311c8f30225d,Dallas Hornets MLS Next 2011B,Dallas Hornets,u15,100,d4c07ece-5fb5-47ed-a286-4cf3fcf0f0d8,Dallas Hornets 10B Navy - Boyles (prev alpha),Dallas Hornets,u16,100,b0c862ae-fcd4-4484-a64f-b2ea8810e335,Dallas Hornets 12B Green - THale (prev alpha),Dallas Hornets,u14,100,
Oakwood Soccer Club,oakwood,25,"U13, U14, U15, U16, U17","AD, HD",122,5780a426-6c0c-4d2f-b211-fb5023097e7e,Oakwood SC 12 MLS Next 1,Oakwood Soccer Club,u14,100,dca362fe-b68d-4bfd-9f87-dd627fe22afd,Oakwood SC 08 MLS Next 1,Oakwood Soccer Club,u18,100,8c39455a-e933-4884-9d42-279e9e396581,Oakwood SC 10 MLS Next 1,Oakwood Soccer Club,u16,100,
Lou Fusz Athletic,lou fusz athletic,468,"U13, U14, U15, U16, U17","AD, HD",121,c118b775-7f5c-42d4-bb73-a74615dd95a7,LFA Blue Star Major 2015B,Lou Fusz Athletic,u11,100,8666c427-ed70-484b-b5a2-fdcb2515cc1d,LFA Blue Star Premier 2015B,Lou Fusz Athletic,u11,100,732c5891-3c6b-40b5-ad40-b0e82cd65c97,LFA Blue Star Major 2016B,Lou Fusz Athletic,u10,100,
FC Dallas,dallas,10,"U13, U14, U15, U16, U17",HD,120,a4bf76dd-67fe-4799-a45a-dc9f4eca29c6,FC Dallas 2010 Academy,FC Dallas,u16,100,6b521d14-d870-46c4-82b5-d2e57fd91f02,FC Dallas 2008 Academy,FC Dallas,u18,100,681640c1-29f1-4ecd-887f-8cd61df3ad2e,FC Dallas 2009 Academy,FC Dallas,u17,100,
FA Euro New York,fa euro new york,496,"U13, U14, U15, U16, U17","AD, HD",119,12ea6aed-9ad0-4151-8c87-0c42711c745b,2010 Academy II,FA Euro New York,u16,100,72269f9a-cb53-4511-8a85-e70a597cdc0b,2008 RAL,FA Euro New York,u18,100,a7f7e408-8a0e-4455-8632-aa9659faa87d,2008 Pre-Academy,FA Euro New York,u18,100,
Bayside FC,bayside,403,"U13, U14, U15, U16, U17","AD, HD",119,75a87be3-303e-443c-9609-51f194483244,Bayside F.C. 11/12B,Bayside Football Club,u15,100,1a3eba84-27e9-4dcd-ba74-0bd572d3bbdc,2012B Red,Bayside FC,u14,100,5341beed-788a-4dff-a2cb-660088d91893,2013B Red,Bayside FC,u13,100,
Atlanta United,atlanta united,95,"U13, U14, U15, U16, U17",HD,119,db013457-fa85-428c-aaec-6ed364e545c4,Atlanta United FC 2009B MLS,Atlanta United FC,u17,100,b6ac5286-6d76-45f4-a193-e6d8ebf38920,Atlanta United FC 2010 MLS,Atlanta United FC,u16,100,78caa700-eaa4-4a7b-b9af-cb215cb95d88,Atlanta United FC U14,Atlanta United FC,u15,100,
NEFC,nefc,405,"U13, U14, U15, U16, U17","AD, HD",117,2ebe11ca-624b-48d7-90c1-e4fbfb254d47,Natick Red Devils,NEFC,u13,100,d329f4d0-bb85-45a6-9015-cba3be35bfac,NEFC 2009 MLS Next HG,NEFC,u17,100,dc3f9bd6-c6eb-4cca-b753-9b5eec43dab9,NEFC Blackstone Valley Boys 2008 Navy,NEFC,u18,100,
New York Red Bulls,new york red bulls,13,"U13, U14, U15, U16, U17",HD,117,59e47a66-7978-43a6-a0a0-871e0d94d01e,New York Red Bulls 2010B MLS,New York Red Bulls,u15,100,a92856fd-bda3-428e-9784-6d19752a3ff3,New York Red Bulls - Metro,New York Red Bulls,u13,100,47c68376-6d1c-4bb4-a669-cffc1cfe39fb,New York Red Bulls - Stars,New York Red Bulls,u13,100,
Achilles FC,achilles,371,"U13, U14, U15, U16, U17",HD,115,61771fec-45bd-48ae-b0f1-beed1fb5a68f,Achilles 2014,Achilles Football Club,u12,100,547e6313-cfa3-48d7-86c8-5bac3e91033d,Achilles 2010,Achilles Football Club,u16,100,08b128f1-7a1a-47cd-9ac2-479e100db482,Achilles 13,Achilles Football Club,u17,100,
FC Greater Boston Bolts,greater boston bolts,67,"U13, U14, U15, U16, U17","AD, HD",113,24413efc-ae65-49ce-9fba-93b48e48f8ac,2008 Boys South Shore NAL,FC Boston Bolts,u18,75.0,a8812861-80ca-4d1d-bc17-0e9e9a32b113,2008 Boys Central Academy BU17,FC Boston Bolts,u18,75.0,cf976861-38af-4452-8ba2-9fc518c7c316,2008 Boys West Elite RAL,FC Boston Bolts,u18,75.0,
Global Football Innovation Academy,global football innovation,867,"U13, U14, U15, U16, U17",HD,112,80b2462d-5a92-415a-9ee2-9980bfb3b9ba,Global Football Innovation 2010B MLS,Global Football Innovation,u15,100,6c84ec2e-d628-4667-b5d2-d4f7f37c295a,Global Football Innovation 2009B MLS,Global Football Innovation,u16,100,bf4359c4-d98c-4e0c-b485-213e1db3fa10,Global Football Innovation 2008B MLS,Global Football Innovation,u17,100,
LA Bulls,la bulls,581,"U13, U14, U15, U16, U17",HD,110,b289abb6-6940-41d1-8453-05b22accc658,Bulls Rush 2010 Boys NA,Bulls SC,u16,76.92307692307692,18e188d7-0375-4b2e-8aab-bf1e33b4db2c,2011 Bulls Boys Red,Bulls SC,u15,76.92307692307692,33d03fda-b2db-4eff-811e-11eb3b06af1b,2013 Bulls Boys Red Team,Bulls SC,u13,76.92307692307692,
Carolina Core FC,carolina core,1272,"U13, U14, U15, U16, U17","AD, HD",109,32e0f9ac-ccf2-4df9-a641-cd8a96ae0320,2008B CFC Swarm Cosmos,Carolina FC,u17,76.19047619047619,63e3ba19-beee-403c-a2a5-2a897b65bd90,2011B CFC Swarm Juventus Gold,Carolina Football Club,u14,76.19047619047619,6ad4ae09-2bdc-4ac7-a7a3-aaadc8ba475a,Carolina FC 2009 Boys Blue,Carolina FC,u17,76.19047619047619,
Hoosier Premier,hoosier premier,1140,"U13, U14, U15, U16, U17",HD,109,0e38aa2f-c1b0-4f2b-9498-ca9506c66ae8,Monroe Premier F.C. 2015B,Monroe Premier,u11,75.86206896551724,d082caf8-18ac-4f3b-80f2-65b9aeb00fca,U12T,Monroe Premier,u13,75.86206896551724,7602445e-709b-4f5d-86fd-b370854e8e12,U13,Monroe Premier,u14,75.86206896551724,
Nashville United Soccer Academy,nashville united,869,"U13, U14, U15, U16, U17",HD,108,9a494323-4ccc-4293-a496-64d32b1bec0c,10B NUSA Next,Nashville United Soccer Academy,u16,100,b25a5f07-f7ad-425b-852a-78cb0edb1b12,NUSA 08B Navy,Nashville United Soccer Academy,u18,100,cab0140d-1c7c-49b6-9806-d4b4df98287f,NUSA 09 Boys Navy,Nashville United Soccer Academy,u17,100,
Valeo Futbol Club,valeo,402,"U13, U14, U15, U16, U17","AD, HD",108,2f89a8b0-abaf-44e8-a55a-87eba005386f,2008 UNION,Valeo FC,u18,100,aae2c354-cfa1-46b9-9117-52de6c155454,2010 BARCELONA,Valeo FC,u16,100,bdfc4fc7-2497-4f43-93de-4d789af389a5,2009 BOCA JUNIORS,Valeo FC,u17,100,
Los Angeles Soccer Club,los angeles,1273,"U13, U14, U15, U16, U17","AD, HD",107,d71e05ea-4191-4b1c-87c6-9d5ffe6afb17,09B,Los Angeles SC,u17,100,da2ee42c-64f7-496b-9bcc-1cba6c82dd1e,08B EA2,Los Angeles SC,u18,100,e9404da4-1846-470d-ae60-e9a12ffb5642,09B EA,Los Angeles SC,u17,100,
Capital City SC,capital city,857,"U13, U14, U15, U16, U17",HD,106,39710fc9-9893-4488-a41c-1cc7b862c980,2012 Boys U13,Capital City Soccer Club,u14,100,e3466555-d59c-409d-ad39-284d0f142496,Capital City SC 14B Sky North (remove),Capital City SC,u13,100,d4c1690e-a973-42d7-b91d-d34141d28a42,Capital City SC U14 Next 2 North,Capital City SC,u14,100,
Austin FC,austin,362,"U13, U14, U15, U16, U17",HD,106,7efee5be-5e7b-44d0-b34a-df62eaced1e8,Austin FC 2009B MLS,Austin FC,u17,100,bc740110-0d38-4eba-bd1e-bcd97e3cb0f6,Austin FC U15,Austin FC,u15,100,,,,,,
Orlando City SC,orlando city,22,"U13, U14, U15, U16, U17",HD,105,01d585bb-e7ad-4b7f-9640-8a1808530e24,MLS Academy 2011,Orlando City Soccer Club,u15,100,130c2f42-657d-4f33-b6cc-8983a8b3aaff,MLS Academy 2010,Orlando City Soccer Club,u16,100,12bbb040-9e8a-40db-b83f-a30f556eb6ca,MLS Academy 2012,Orlando City Soccer Club,u14,100,
Downtown United Soccer Club,downtown united,1143,"U13, U14, U15, U16, U17","AD, HD",104,83820516-1e6b-4a51-8c76-56e79b2b45e1,Boynton United FC 2013/14,Boynton United FC,u13,82.75862068965517,3c20b76c-907c-4de6-b6a2-da182c62f130,Boynton United FC U11 (2015),Boynton United FC,u11,82.75862068965517,286aea4d-cf39-434c-adde-4d2e2abb4748,Dr. Phillips Soccer Club U15 Orange,Boynton United FC,u15,82.75862068965517,
Seacoast United,seacoast united,72,"U13, U14, U15, U16, U17",HD,101,510276d4-f69d-4f63-8a33-3940e2f385c0,RDP Boys 2012,Seacoast United,u14,100,d448b29f-88aa-4e4a-8b4c-d1a23ee6a3b1,RDP Boys 2011,Seacoast United,u15,100,1520cc28-967e-400d-ba8c-440a1d0594b1,2010 Boys NAL,Seacoast United,u16,100,
New England Revolution,new england revolution,27,"U13, U14, U15, U16, U17",HD,101,9a2a2d99-adaa-44dc-8ced-9dc284b546f4,New England Revolution 2007 MLS,New England Revolution,u18,100,9bf6495d-a975-42e1-9c99-bc4eed3f7e73,New England Revolution Academy 2012s,New England Revolution,u14,100,7775a865-f04d-427a-a9de-155539151602,New England Revolution Academy 2013s,New England Revolution,u13,100,
New York City FC,new york city,196,"U13, U14, U15, U16, U17",HD,100,6f439f16-cae2-4f66-9f15-6569491fb262,New York City FC 2010B MLS,New York City FC,u16,100,7441f263-26e9-444f-aae9-8a30cee92ddf,New York City FC 2007 MLS,New York City FC,u18,100,b092a02b-ca3c-410d-b888-1c69f825ae1b,New York City FC 2009B MLS,New York City FC,u17,100,
Long Island Soccer Club,long island,1146,"U13, U14, U15, U16, U17","AD, HD",100,03bcd21b-c871-4a0b-8726-472494389336,LISC Boys 2011 MLS NEXT Academy,Long Island SC,u15,100,e231d299-9924-45a6-a48b-a5cebc8f1524,Boys 2013 Academy East,Long Island SC,u13,100,7d8ac55d-a99d-4e96-9f36-8f9869a461f7,Boys 2010 Academy East II,Long Island SC,u16,100,
Tulsa Greenwood SC,tulsa greenwood,1325,"U13, U14, U15, U16, U17","AD, HD",99,6c50df04-bc77-4490-ad4b-401ebbdbe5d4,Greenwood 2014 Pre-MLS Next,Tulsa Greenwood SC,u12,100,e54fa784-6201-4857-a661-e622c35001c5,Greenwood U13 MLS Next,Tulsa Greenwood SC,u13,100,c37f7af0-2004-4a31-a421-556e2680b17b,Greenwood Pre-MLS Next 2 2014 B,Tulsa Greenwood SC,u12,100,
FC Cincinnati,cincinnati,334,"U13, U14, U15, U16, U17",HD,96,f78f9b99-83e7-465f-a402-c52a81eff630,FC Cincinnati 2007 MLS,FC Cincinnati,u18,100,484a3070-a487-42b0-a339-afa0a4582cde,FC Cincinnati 2010B MLS,FC Cincinnati,u16,100,e8fe20ca-6da7-47ad-b694-3f818594984a,FC Cincinnati 2009B MLS,FC Cincinnati,u16,100,
Charlotte FC,charlotte,398,"U14, U15, U16, U17",HD,90,6e007eeb-9da4-4f6d-845a-62df8235a4fc,2014B CSA CLT Pre-ECNL White,Charlotte Soccer Academy,u11,100,18e0ac90-b85b-4824-84a0-fb925e048c3e,08 (17U) CSA Charlotte King (NC),Charlotte Soccer Academy,u18,100,f5d56ff7-788b-40f6-b701-03839f158138,08 CSA Charlotte Liga,Charlotte Soccer Academy,u18,100,
Michigan Futbol Academy,michigan futbol,1310,"U13, U14, U15, U16, U17","AD, HD",90,73f3593a-18a3-416a-8ed2-e599d47f6b89,MI Power 16B White,Michigan Power Futbol Academy,u10,83.33333333333334,56baf425-cebd-403e-b0c6-a7d828fad35a,MI Power 2009B Black,Michigan Power Futbol Academy,u17,83.33333333333334,0d438f64-20c6-49e8-8eac-17cfa1463cf9,MI Power 2009B Gold,Michigan Power Futbol Academy,u17,83.33333333333334,
West Virginia Soccer,west virginia,863,"U13, U14, U15","AD, HD",88,be7f625c-da25-4d0b-8426-a6f03395eb4a,WVFC 09B,West Virginia Futbol Club,u16,100,d1034a31-2a66-4e55-807b-8f33f729a85e,WV Soccer 2014/2015 Boys Academy I,West Virginia Soccer,u12,100,7d8c7179-04ae-445f-9294-090ce405def8,WVFC 2013 Boys - Gray,West Virginia Futbol Club,u13,100,
Breakers FC,breakers,267,"U13, U14, U15, U16, U17",HD,87,92aa4e95-b8a4-40e9-b52f-28b0ea5ddd36,Breakers FC NEXT U15,Breakers FC,u17,100,9076033c-627f-4957-90f9-ef5841419be4,Breakers FC NEXT 2008B,Breakers FC,u18,100,91a9e58e-00a3-49d8-a87b-78d02157a3da,Breakers FC 10 MLS Next,Breakers FC,u16,100,
