provider,team_id,team_id_source,team_name,club_name,opponent_id,opponent_id_source,opponent_name,opponent_club_name,age_group,gender,state,competition,division_name,event_name,venue,mls_division,game_date,home_away,goals_for,goals_against,result,source_url,scraped_at
modular11,49,49,Colorado Rapids U14 HD,Colorado Rapids,1144,1144,AC River U14 HD,AC River,U14,Male,,League,Frontier,League,Soccer Central - Field #1,HD,9/7/2025,A,7,0,W,https://www.modular11.com/public_schedule/league/get_matches,2026-01-08T22:30:00.174987
modular11,49,49,Colorado Rapids U14 HD,Colorado Rapids,868,868,Houston Rangers U14 HD,Houston Rangers,U14,Male,,League,Frontier,League,Dicks Sporting Goods Park - Field #23,HD,9/20/2025,H,11,3,W,https://www.modular11.com/public_schedule/league/get_matches,2026-01-08T22:30:05.484915
modular11,49,49,Colorado Rapids U14 HD,Colorado Rapids,44,44,Houston Dynamo FC U14 HD,Houston Dynamo FC,U14,Male,,League,Frontier,League,Dicks Sporting Goods Park - Field #23,HD,9/21/2025,H,4,4,D,https://www.modular11.com/public_schedule/league/get_matches,2026-01-08T22:30:07.910448
modular11,49,49,Colorado Rapids U14 HD,Colorado Rapids,867,867,Global Football Innovation Academy U14 HD,Global Football Innovation Academy,U14,Male,,League,Frontier,League,Dicks Sporting Goods Park - Field #23,HD,9/28/2025,H,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2026-01-08T22:30:11.717344
modular11,49,49,Colorado Rapids U14 HD,Colorado Rapids,362,362,Austin FC U14 HD,Austin FC,U14,Male,,League,Frontier,League,St. David's Performance Center - Parmer Field,HD,10/4/2025,A,1,1,D,https://www.modular11.com/public_schedule/league/get_matches,2026-01-08T22:30:11.717344
modular11,49,49,Colorado Rapids U14 HD,Colorado Rapids,866,866,Dallas Hornets U14 HD,Dallas Hornets,U14,Male,,League,Frontier,League,Dicks Sporting Goods Park - Field #23,HD,10/18/2025,H,8,1,W,https://www.modular11.com/public_schedule/league/get_matches,2026-01-08T22:30:16.374157
modular11,49,49,Colorado Rapids U14 HD,Colorado Rapids,964,964,ALBION SC Colorado U14 HD,ALBION SC Colorado,U14,Male,,League,Frontier,League,East Boulder Community Center - West Turf,HD,10/25/2025,A,3,1,W,https://www.modular11.com/public_schedule/league/get_matches,2026-01-08T22:30:21.131784
modular11,49,49,Colorado Rapids U14 HD,Colorado Rapids,857,857,Capital City SC U14 HD,Capital City SC,U14,Male,,League,Frontier,League,Dicks Sporting Goods Park - Field #10,HD,11/8/2025,H,7,0,W,https://www.modular11.com/public_schedule/league/get_matches,2026-01-08T22:30:28.211972
modular11,49,49,Colorado Rapids U14 HD,Colorado Rapids,10,10,FC Dallas U14 HD,FC Dallas,U14,Male,,League,Frontier,League,Toyota Soccer Center - Field 14,HD,11/15/2025,A,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2026-01-08T22:30:30.620251
modular11,49,49,Colorado Rapids U14 HD,Colorado Rapids,866,866,Dallas Hornets U14 HD,Dallas Hornets,U14,Male,,League,Frontier,League,Dallas College Richland Campus Soccer Fields - Field #2,HD,11/16/2025,A,1,0,W,https://www.modular11.com/public_schedule/league/get_matches,2026-01-08T22:30:32.007674
