provider,team_id,team_id_source,team_name,club_name,opponent_id,opponent_id_source,opponent_name,opponent_club_name,age_group,gender,state,competition,division_name,event_name,venue,mls_division,game_date,home_away,goals_for,goals_against,result,source_url,scraped_at
modular11,391,391,RSL Arizona U13 HD,RSL Arizona,474,474,Strikers FC U13 HD,Strikers FC,U13,Male,,League,Southwest,League,Reach 11 Sports Complex - Field 2,HD,2025-01-03,H,0,7,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-27T20:19:46.304180
modular11,391,391,RSL Arizona U13 HD,RSL Arizona,390,390,Phoenix Rising FC U13 HD,Phoenix Rising FC,U13,Male,,League,Southwest,League,Phoenix Rising FC Youth Complex - North Field,HD,2025-01-12,A,0,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-27T20:19:46.304180
modular11,391,391,RSL Arizona U13 AD,RSL Arizona,1350,1350,Sparta United Soccer Club U13 AD,Sparta United Soccer Club,U13,Male,,AD,Desert,AD,Bell Road 94 Sports Complex - Field 12,AD,2025-09-06,H,0,7,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-27T20:19:49.208696
modular11,391,391,RSL Arizona U13 HD,RSL Arizona,474,474,Strikers FC U13 HD,Strikers FC,U13,Male,,League,Southwest,League,Reach 11 Sports Complex - Field 2,HD,2025-01-03,H,0,7,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-27T20:19:51.777743
modular11,391,391,RSL Arizona U13 HD,RSL Arizona,390,390,Phoenix Rising FC U13 HD,Phoenix Rising FC,U13,Male,,League,Southwest,League,Phoenix Rising FC Youth Complex - North Field,HD,2025-01-12,A,0,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-27T20:19:51.777743
modular11,391,391,RSL Arizona U13 AD,RSL Arizona,1350,1350,Sparta United Soccer Club U13 AD,Sparta United Soccer Club,U13,Male,,AD,Desert,AD,Bell Road 94 Sports Complex - Field 12,AD,2025-09-06,H,0,7,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-27T20:19:54.807316
modular11,391,391,RSL Arizona U13 HD,RSL Arizona,456,456,ALBION SC Las Vegas U13 HD,ALBION SC Las Vegas,U13,Male,,League,Southwest,League,Wild Horse Pass - North Field,HD,2025-01-19,H,2,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-27T20:19:57.820847
modular11,391,391,RSL Arizona U13 AD,RSL Arizona,913,913,Wasatch SC U13 AD,Wasatch SC,U13,Male,,AD,Desert,AD,Bell Road 94 Sports Complex - Field 12,AD,2025-09-07,H,0,10,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-27T20:20:06.512616
modular11,391,391,RSL Arizona U13 HD,RSL Arizona,467,467,Las Vegas Sports Academy U13 HD,Las Vegas Sports Academy,U13,Male,,League,Southwest,League,Wild Horse Pass - North Field,HD,2025-01-26,H,3,3,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-27T20:20:16.405923
modular11,391,391,RSL Arizona U13 HD,RSL Arizona,581,581,LA Bulls U13 HD,LA Bulls,U13,Male,,League,Southwest,League,Gol Soccer Complex,HD,2025-02-01,A,3,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-27T20:20:16.405923
