team_id_master,team_name,club_name,age_group,gender,state_code,state,birth_year,is_deprecated,division,alias,modular11_alias
542e2040-7648-4a48-a9a5-e3ae0376dce5,2012B FSC Villarreal Force Y,Fayetteville SC / Villarreal Force Academy,u14,Male,NC,North Carolina,2012,False,,601033,
5702af15-29b4-4a23-a3bb-ee2676487764,10 CVFC Werder Bremen,Carolina Velocity FC,u14,Male,NC,North Carolina,2012,False,,507769,
655367c5-036b-4f92-a83a-4e9d77d3877c,11 (14U) TUFC Longhorns,Triad Union FC,u14,Male,NC,North Carolina,2012,False,,640973,
062225e9-368f-4f5a-83bd-809bd0b6495e,11 (14U) WHYFC Blue,Wilmington Hammerheads FC,u14,Male,NC,North Carolina,2012,False,,633136,
13b4804f-8e79-4f82-8d7a-e11e4e0a6464,12 (12U) CSA York Liga,Charlotte Soccer Academy,u14,Male,NC,North Carolina,2012,False,,430264,
d1223014-19e0-4b00-8059-420ea0aa4ce0,12 (13U) MYSA Brighton,Mebane Youth SA,u14,Male,NC,North Carolina,2012,False,,620954,
e71f21a0-3676-4d26-a105-fd5cf36b4c70,12 (13U) NCFCY White North,NCFC Youth,u14,Male,NC,North Carolina,2012,False,,583884,
51028928-551d-487b-a427-78af7f0ce71b,12 (14U) CSA Palisades King,Charlotte Soccer Academy,u14,Male,NC,North Carolina,2012,False,,653495,
cdc60ba2-929d-4d50-b728-d4dc82a9fe0d,12 (U13) WYSA Explosion,Wilson Youth SA,u14,Male,NC,North Carolina,2012,False,,310643,
4ff8fcb6-c874-4fbd-8ae8-3c7f510a2be4,12 (U14) NCFCY Red South,NCFC Youth,u14,Male,NC,North Carolina,2012,False,,436533,
2dff9a64-34c1-478b-800e-6c2c089c7ae0,Wesley Chapel Elite 2012,Wesley Chapel Weddington AA,u14,Male,NC,North Carolina,2012,False,,540814,
640af5d1-7e53-4d2d-8009-c8330e948007,12 (13U) CISC NM Navy,Charlotte Independence,u14,Male,NC,North Carolina,2012,False,,624611,
4ace31a7-a1ae-4b05-b9d7-26a2843ecf6a,12 (13U) NCFCY United,North Carolina FC,u14,Male,NC,North Carolina,2012,False,,612615,
32652cf0-b0ad-4e9a-bea6-ea6f7e8cad57,12 (14U) CSA Charlotte King,Charlotte Soccer Academy,u14,Male,NC,North Carolina,2012,False,,413299,
88938a42-5bbc-47fc-bdc5-d67285473bdf,12 (U13) CISC GC Blue,Charlotte Independence,u14,Male,NC,North Carolina,2012,False,,580505,
8dd888a3-e7d4-4dd6-bb04-ded1abd4ff69,12 (U14) NCFCY Gold DCH,NCFC Youth,u14,Male,NC,North Carolina,2012,False,,435962,
6061fa66-9f77-4ad1-8544-19803624ac3d,12 (U14) NCFCY Gold North,NCFC Youth,u14,Male,NC,North Carolina,2012,False,,324358,
8d1feabc-303f-4795-b2eb-4fb1c0b42fa5,12 (U14) NCFCY Gold South,NCFC Youth,u14,Male,NC,North Carolina,2012,False,,317080,
f8194372-c66b-4435-b4c2-8c26fe344148,12 (U14) NCFCY Silver North,NCFC Youth,u14,Male,NC,North Carolina,2012,False,,495038,
