team_id_master,team_name,club_name,alias,age_group,gender,state_code,state,birth_year,is_deprecated,division,modular11_alias
504cbdda-1563-4e6b-84ce-f5da53669e73,Alpha SA 2012,Alpha Soccer Academy,502336,u14,Male,SC,South Carolina,,FALSE,,
a1c89ddf-661a-4b1b-90d1-5a2d4e9b5f89,Augusta Arsenal 2012B Blue,Augusta Arsenal SC (SC),601521,u14,Male,SC,South Carolina,2012,FALSE,,
7f6bc0bb-e8ea-412a-83ab-5217aeb71af2,Augusta Arsenal 2012 Boys NAL,Augusta Arsenal SC (SC),626320,u14,Male,SC,South Carolina,,FALSE,,
efeae055-73f6-44ff-aa60-4905754239bd,Beach United FC - Riptide,Beach United FC,481644,u14,Male,SC,South Carolina,,FALSE,,
f37b0051-abd8-4144-9e71-b0d3d49a9804,BISA 11B Jaguars,Bilu International Soccer Academy,618259,u14,Male,SC,South Carolina,,FALSE,,
c91fe64a-cc37-4fcc-b53a-238a8c1c32dd,Bluffton Rush 2012 Boys,Bluffton Rush,192519,u14,Male,SC,South Carolina,,FALSE,,
07e975b2-113a-4442-a8f7-5fdf3e89349d,Bulls 2012 Boys E64 ,Bulls SC,481323,u14,Male,SC,South Carolina,,FALSE,,
d2aade8f-ac72-448b-9bc8-45c4256787d5,Bulls SC 12B Red,Bulls SC,185321,u14,Male,SC,South Carolina,,FALSE,,
bd13fe15-ed60-4e6f-be84-a3a9e0a70f75,Bulls 2012 Boys Black U12,Bulls SC,485769,u14,Male,SC,South Carolina,2012,FALSE,,
42828992-5a66-4d30-92e7-21697154228e,Bulls 2012 Boys Red U13,Bulls SC,617907,u14,Male,SC,South Carolina,2012,FALSE,,
54e5224c-21b9-44c4-8075-5fc18a1130c8,CESA Spartanburg 2012B Select,Carolina Elite Soccer Academy,617535,u14,Male,SC,South Carolina,,FALSE,,
1593d5b5-2b99-4db3-9699-75c3b890ce05,CESA 2012B Elite 64 RL,Carolina Elite Soccer Academy,498652,u14,Male,SC,South Carolina,,FALSE,,
838b9283-1913-4c43-8c73-7d462b3b5db6,CESA 2012B Ponto,Carolina Elite Soccer Academy,617534,u14,Male,SC,South Carolina,,FALSE,,
c9f6d5d7-79bd-46c6-ae62-c46dd5f9d3e8,CESA 2012B Select Black,Carolina Elite Soccer Academy,618211,u14,Male,SC,South Carolina,,FALSE,,
cfd6bf52-7ddc-4cfd-a3b0-77d8bc7e5ec6,CESA 2012B Pre (13U) Red,Carolina Elite Soccer Academy,481126,u14,Male,SC,South Carolina,,FALSE,,
ccfc3f84-6687-4b0b-8b6c-8d7ffb15a538,CESA 2012B Select Red,Carolina Elite Soccer Academy,601345,u14,Male,SC,South Carolina,,FALSE,,
2b924563-98f7-4fc4-b7e6-a84f4965acae,CESA Pachuca 2012B Select,Carolina Elite Soccer Academy,618216,u14,Male,SC,South Carolina,,FALSE,,
3182d108-6e2b-4180-a065-839bcccb3ae3,CESA Spartanburg 2012B USYS Select 1,Carolina Elite Soccer Academy,685769,u14,Male,SC,South Carolina,,FALSE,,
e4ab0c47-173a-41a6-a98f-545150a87ea6,CESA Triumph ECNL RL B12,Carolina Elite Soccer Academy,583465,u14,Male,SC,South Carolina,,FALSE,,
