team_id_master,team_name,club_name,age_group,gender,state_code,state,birth_year,is_deprecated,division,alias,modular11_alias
bfa55100-a524-4ad5-a1ec-2f3eef40875a,2012/2013 Joy,Acadia Fire FC,u14,Male,ME,Maine,,FALSE,,28803,
fd916093-4eb9-4fab-88c9-00e3288eb976,13U Boys,Andro Stars FC,u14,Male,ME,Maine,,FALSE,,581236,
a26f18fe-ac16-4f1f-a574-d4507222ca56,U14 Boys D1,Bangor SC,u14,Male,ME,Maine,,FALSE,,25462,
f90f69ae-35bd-4b5f-8978-65b2973c43df,U14 Boys - Visco D1,Brunswick Travel SC,u14,Male,ME,Maine,,FALSE,,24615,
d8dff54e-6bbf-495d-b16b-9296d4c982b4,U13 Torino D1,Cape Elizabeth Soccer Club,u14,Male,ME,Maine,,FALSE,,127467,
8949449d-841b-4913-9f73-ccc3abb42025,U14 Roma D1,Cape Elizabeth Soccer Club,u14,Male,ME,Maine,,FALSE,,127470,
64b31bec-54d7-4879-b282-e24e5019d854,2012 Coed,Central Maine United,u14,Male,ME,Maine,,FALSE,,452623,
e9c32c46-aeef-44ca-8a72-dd932192867a,U14 Boys Bradford D1,Coldbrook Travel Soccer Club,u14,Male,ME,Maine,,FALSE,,28345,
c171baaf-d427-44ae-98be-b29d1c263f10,U14 Boys Dominski D1,Cumberland Soccer Club,u14,Male,ME,Maine,,FALSE,,28036,
14549e3f-d4ca-41f9-bfbb-1e72105e2205,U14 Nichols/Rauch D1,Dirigo Soccer Club,u14,Male,ME,Maine,,FALSE,,124928,
ffb6712f-908c-40e5-91fc-6a19331bc668,2012 BOYS BLUE,DSA United SC,u14,Male,ME,Maine,,FALSE,,204549,
3e703949-61af-4490-9d20-367b0b80dd2d,U14B - Downey D1,Falmouth Youth Soccer,u14,Male,ME,Maine,,FALSE,,25192,
fc1e0419-b4dc-4554-b61b-307f8b5d03bd,2012 Premier Boys Red,FC America Maine,u14,Male,ME,Maine,,FALSE,,448411,
0f1435a8-ec1b-4a82-b5b2-60e0bce305d0,2012 Regional Boys,FC America Maine,u14,Male,ME,Maine,,FALSE,,313890,
e389288a-cb0e-469c-b5ab-051b4b8a6725,Boys U14-D1 Biggar,Freeport United SC,u14,Male,ME,Maine,,FALSE,,28883,
4df12df2-ea3b-4737-b349-91388e87be41,Boys U14 Backus D2,Gardiner Fire FC,u14,Male,ME,Maine,,FALSE,,135301,
254b9e15-b957-48cb-83bb-0d425acbb48d,U14 Boys Berlin D2,Kennebunk Soccer Club,u14,Male,ME,Maine,,FALSE,,25852,
88c51575-f319-4bdc-91b1-c8fa6be23b0c,Lake Region U13/U12 Co-ed,Lake Region,u14,Male,ME,Maine,,FALSE,,600497,
5fb2b957-38ac-45bd-a6e2-37ab8f1a2f74,2012 Boys Regional White,Maine Lightning Soccer Club,u14,Male,ME,Maine,,FALSE,,451122,
c88787f2-ff70-4864-b21e-c416e8d16644,2012 Boys Regional Blue,Maine Lightning Soccer Club,u14,Male,ME,Maine,,FALSE,,209296,
5596f211-392f-42ea-baef-43131639ed38,U14 - Wing D2 (Coed),Maranacook Travel Soccer Club,u14,Male,ME,Maine,,FALSE,,135951,
dfc4b571-e47f-4b78-98c8-a849240c8c6a,U14 O'Banyel D2,Merrymeeting SC,u14,Male,ME,Maine,,FALSE,,27604,
d66b1dc1-25b5-4c4c-878e-7fd0b29eb07a,U14 D2 - Vining,Midcoast FC,u14,Male,ME,Maine,,FALSE,,273032,
56634990-fc3d-420c-848d-012ae0e59838,U14 Boys - Hurley D1,Pen Bay SC,u14,Male,ME,Maine,,FALSE,,25019,
e6f1e88a-af77-447b-9e68-b2bb31994d9b,U14 Boys Andrews/Fitzgerald D1,Portland Area Youth Soccer Association,u14,Male,ME,Maine,,FALSE,,256555,
9862bc19-a5b7-48a6-af9d-bb9f40171dd8,U14 Boys Hagstrom D1,Portland Area Youth Soccer Association,u14,Male,ME,Maine,,FALSE,,270677,
d5c1d854-c608-4846-87fa-f6e4eb43b102,U14 Boys Ha-Ngoc/Solotoff D1,Portland Area Youth Soccer Association,u14,Male,ME,Maine,,FALSE,,129635,
d3f5065b-7b21-4f72-9e71-60095ddd56ca,Boys 12/13,River City Athletics,u14,Male,ME,Maine,,FALSE,,207946,
32d154c8-4bc6-4b86-936a-325a074b10b7,2012 Boys,Rosevelt Soccer Club,u14,Male,ME,Maine,,FALSE,,198293,
96e6b9e6-c8ec-4489-a2c8-0017d0e5b47d,PT U13B Bains,Scarborough SC,u14,Male,ME,Maine,,FALSE,,29105,
e1ab6542-f36c-4611-ba66-707fb83e4ecf,2012B NAL,Seacoast United Maine SC,u14,Male,ME,Maine,,FALSE,,131811,
f81fd479-8425-4073-b709-80a77101541c,2012B Premier,Seacoast United Maine SC,u14,Male,ME,Maine,,FALSE,,131812,
b98fc7bb-64b9-470e-8677-7536897e5a44,U14 Boys Lunt D1,South Portland Strikers,u14,Male,ME,Maine,,FALSE,,120230,
9d9cabca-780c-4c98-8619-52575485a241,U14 Boys - D1,Westbrook Soccer Club,u14,Male,ME,Maine,,FALSE,,10938,
9ebad1bf-0323-491c-9d45-ed7c69e23c61,U14 ZConlogue D1,Western Maine United,u14,Male,ME,Maine,,FALSE,,135316,
149e08e3-0aac-4ba0-8523-84de71a176dd,U14 Boys - Hamilton D2,Windham YSA,u14,Male,ME,Maine,,FALSE,,13347,
f9b97176-62c8-4a41-ae1c-cb7e30d2559b,U14B Velazquez D1,Yarmouth Colts SC,u14,Male,ME,Maine,,FALSE,,133174,
