team_id_master,team_name,club_name,age_group,gender,state_code,state,birth_year,is_deprecated,division,alias,modular11_alias
67734323-d008-41c8-abd0-5d9e6f49b7e7,026 FC 2012 Haare,026 Futbol Club,u14,Male,MO,Missouri,,FALSE,,93335,
a07253c7-3f88-49b4-b21a-b7d19e6320b0,Ajax St. Louis Liverpool 2012B,Ajax St Louis SC,u14,Male,MO,Missouri,,FALSE,,94938,
ed814e22-6ba2-4705-9f31-05c45043ac8f,Ajax St. Louis Chelsea 2012B,Ajax St Louis SC,u14,Male,MO,Missouri,,FALSE,,578668,
dbdc8858-cab9-411b-94ab-d3022d865673,Ajax St. Louis Sunderland 2012B,Ajax St Louis SC,u14,Male,MO,Missouri,,FALSE,,102931,
6f9ace22-4b3b-40e4-b693-8a69bbf63726,Alliance FC '12 Pre-Academy Boys,Alliance Futbol Club (MO),u14,Male,MO,Missouri,,FALSE,,89261,
e5be3e08-088c-4357-946b-fee569718789,Alliance FC '12 Gunners Boys,Alliance Futbol Club (MO),u14,Male,MO,Missouri,,FALSE,,89262,
2e3159c4-6332-43d5-bbe5-4a651419cb12,Alliance FC '12 Academy Boys,Alliance Futbol Club (MO),u14,Male,MO,Missouri,,FALSE,,89260,
b171d62a-13cc-4d66-858f-b67d76ef6cd3,BSSA Chaos 2012,Blue Springs Soccer Academy,u14,Male,MO,Missouri,,FALSE,,397847,
f384482a-5054-4dc2-b31b-ff6cd3711d8c,BSSA Mambas 2012,Blue Springs Soccer Academy,u14,Male,MO,Missouri,,FALSE,,397846,
4c08b30a-d5b4-4fc8-8c49-941114864b4b,Ravens 2012B,Boonville Soccer Academy,u14,Male,MO,Missouri,,FALSE,,515575,
75c25170-d64b-4f35-87e2-2fc0576dadf5,CarShield Surf 2012B,CarShield FC,u14,Male,MO,Missouri,,FALSE,,61900,
53541a62-06d3-482e-9940-bd7e1f0b49ae,Columbia Rush 2012B Blue,Columbia Rush Soccer Club,u14,Male,MO,Missouri,,FALSE,,263650,
