team_id_master,team_name,club_name,age_group,gender,state_code,state,birth_year,is_deprecated,division
09fe1cbf-af35-432a-82a3-9532c7c3bcd4,East Valley NSFC 13 Boys Franklin,East Valley/NSFC,u13,Male,AZ,Arizona,2013,FALSE,
ad51b474-065b-4bb2-8778-71a8546e97b8,East Valley NSFC 13 Boys Nelson,East Valley/NSFC,u13,Male,AZ,Arizona,2013,FALSE,
eefe4554-d08b-453d-baa0-9ff8bd6b0d2d,ESC - Boys Red 2013/14,Epic Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
d12f3fe5-5232-46c2-85ab-a5c18de7fd57,Excel Soccer Academy 13 B NL P1,Excel Soccer Academy,u13,Male,AZ,Arizona,2013,FALSE,
39840f67-6715-4956-a751-e64bd63be587,Excel Soccer Academy 13 Black,Excel Soccer Academy,u13,Male,AZ,Arizona,2013,FALSE,
c01ffc83-fbdf-484e-9961-ad72358494ed,Rey Del Castillo FC Black,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
d369de3e-d078-4201-a00c-564437950f93,Atletico Tuzos Guerrero 13/14,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
8c503c06-40d7-4125-8731-c37b1aa23798,Tuzos Nogales 2013,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
e26dbc9f-c55a-4499-9185-f914c39cfa85,Deportivo Coras USA 2013,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
72f605e6-e83c-45a5-91b3-82116bc5ce35,Deportivo San Mateo 13,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
a5119be2-18fa-4a20-b1a5-579a27a176a8,Desert Spirit FC 2013,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
b368c966-41f7-4f32-9980-50326c2e774f,Dorados Reserve 2013,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
7465ccbb-5037-46f4-94c6-8fc2182e276b,FBSL-Spartak Academy 2013/14 Boys,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
846ccdf8-5d67-4e70-9b30-48ca76e95143,Flagstaff Revolution 2013 Boys,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
88250be1-72bd-47e5-b553-a3d6d0cb3c3e,La Piedad FC 2013,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
f777aacd-e008-43db-8067-c2b86b85a084,Rey Del Castillo FC Gold,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
5d04068b-b091-4ea2-855a-415e2e7ec1b0,Tuzos USA 2013,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
933bd430-0ea5-4a80-8cdf-87ba7f5ec339,Tuzos Academy Mesa 2013,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
38fce452-85d6-4672-8963-d25fdd795f17,Tuzos Academy 2013,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
c6b5b976-093b-4e11-b2e4-6fdb6a74caa6,Tuzos Academy 2013 BT,FBSL,u13,Male,AZ,Arizona,2013,FALSE,
ad0e0252-ab7b-4105-84a7-e30c831523b7,FC ARIZONA 13B UNITED KELLENAERS,FC Arizona,u13,Male,AZ,Arizona,2013,FALSE,
eeaef854-5a33-469c-a0e7-647766d2afa0,FC ARIZONA ECNL RL B13,FC Arizona,u13,Male,AZ,Arizona,2013,FALSE,
06ae5b2d-1ed2-4864-837b-3004263946c5,FC Arizona 13B Black GFC Huerta U13,FC Arizona,u13,Male,AZ,Arizona,2013,FALSE,
c6358ed6-cd07-48e4-be94-41c123c17e70,13 Boys Navy,FC Batavia,u13,Male,AZ,Arizona,2013,FALSE,
6c85ef5e-76f3-4a9b-a41f-4a96518c96b0,FCDA 13B Red NL (AZ),FC Deportivo Arizona,u13,Male,AZ,Arizona,2013,FALSE,
0d118db1-b3ba-4f68-8b03-edfb9adbafad,FCDA 2013B Red,FC Deportivo Arizona,u13,Male,AZ,Arizona,2013,FALSE,
102e9a63-1770-4e8e-b5e5-5dfada91105a,FC Sonora 13/14' B Arsenal,FC Sonora,u13,Male,AZ,Arizona,2013,FALSE,
4fb5eeab-558d-4513-84cf-be4a811019bd,FC Sonora 13' B Ghost,FC Sonora,u13,Male,AZ,Arizona,2013,FALSE,
527edeea-b10f-468b-aab3-414392f0541a,13 Boys Soul Warriors,FC Tucson Youth Soccer,u13,Male,AZ,Arizona,2013,FALSE,
56bd5a5c-f804-4508-837f-b4e74b27156a,FC Tucson U13B MLS NEXT AD,FC Tucson Youth Soccer,u13,Male,AZ,Arizona,2013,FALSE,AD
636f1fb6-5b7c-41d7-9da1-e138149ebdcf,13B Blue Dai,FC Tucson Youth Soccer,u13,Male,AZ,Arizona,2013,FALSE,
2dc069f2-493c-472b-b32c-74576e30fd43,13B Blue Wade,FC Tucson Youth Soccer,u13,Male,AZ,Arizona,2013,FALSE,
89460d7a-80ac-407b-96bc-492cf614d8e9,FC Tucson Youth 13B NL,FC Tucson Youth Soccer,u13,Male,AZ,Arizona,2013,FALSE,
ac72a678-831d-4f1c-bcf2-da75ba2008db,FSC United 13 Boys,Flagstaff SC,u13,Male,AZ,Arizona,2013,FALSE,
423769f6-c668-4d79-b284-fe190416bd00,Havasu Lions 13B Gray Woodsum,Havasu Lions FC,u13,Male,AZ,Arizona,2013,FALSE,
4ef3d429-57d0-4e67-bc77-0c084e6e3bda,Havasu Lions 13B Moran,Havasu Lions FC,u13,Male,AZ,Arizona,2013,FALSE,
28995e13-d951-4a5d-8d33-f5997b3fc418,La Academia 13B,La Academia FC,u13,Male,AZ,Arizona,2013,FALSE,
20fa51cc-f897-44e9-a287-63696a1f1ff0,Madison FC 13 Blue Boys,Madison FC,u13,Male,AZ,Arizona,2013,FALSE,
f36cb9ef-d656-4cde-9cd2-24750e48c082,MFC 13 Boys,Madison FC,u13,Male,AZ,Arizona,2013,FALSE,
2914159d-9cc6-43ca-99b6-cb14b05850a7,Monarchs AZ U13 MLS NEXT AD,Monarchs AZ,u13,Male,AZ,Arizona,2013,FALSE,AD
b23b5d94-49c7-4d53-a617-dd3ee5cede7d,Northwest 2013 Boys Black,Next Level Soccer (AZ),u13,Male,AZ,Arizona,2013,FALSE,
60cb34de-d647-44ea-a2d5-d56e8bc8265a,Northwest 2013 Boys Red,Next Level Soccer (AZ),u13,Male,AZ,Arizona,2013,FALSE,
13c32d8b-983f-48ae-8406-fee5cd768ac7,Southeast 2013 Boys Black,Next Level Soccer (AZ),u13,Male,AZ,Arizona,2013,FALSE,
9ce3437b-5ecb-413b-88fd-0f57be3b003b,Southeast 2013 Boys Green,Next Level Soccer (AZ),u13,Male,AZ,Arizona,2013,FALSE,
e2fb1fde-3377-4d7d-aaff-8e961d001ac6,Southeast 2013 Boys Red,Next Level Soccer (AZ),u13,Male,AZ,Arizona,2013,FALSE,
a1eee47b-6894-46c6-bcd9-c91b9ded6c14,Southeast 2013 Boys Blue,Next Level Soccer (AZ),u13,Male,AZ,Arizona,2013,FALSE,
1c0a0506-25d7-4631-b965-88b3856db5de,Scottsdale 13 Sandsharks Black,North Scottsdale Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
ad90ec96-5d96-47e1-91ae-7aea2b2900a4,Scottsdale 13 Sandsharks Red MC,North Scottsdale Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
d74885da-63d0-471e-b6e9-a32e84057e01,Scottsdale 13 Sandsharks Select,North Scottsdale Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
2dc52def-51b0-4d53-b266-885b2b1c6186,NOS Santos 13 Boys White,NOS Santos SC,u13,Male,AZ,Arizona,2013,FALSE,
4f149bb8-ada0-4f49-9102-cc55a7c6a514,NOS Santos 13 Boys Blue,NOS Santos SC,u13,Male,AZ,Arizona,2013,FALSE,
b3d813bd-c495-4ccb-a3c3-52ae7856c500,NOS Santos 13 Boys Yellow,NOS Santos SC,u13,Male,AZ,Arizona,2013,FALSE,
64456c15-4644-4e32-b5bd-1e47cc25f2e3,2013 Boys (Arguelles Quezada),OJB FC,u13,Male,AZ,Arizona,2013,FALSE,
7befa9eb-3266-4650-9e93-c4a9746b22d3,2013 Boys (Larson),OJB FC,u13,Male,AZ,Arizona,2013,FALSE,
d4930f33-d9ac-4a9d-8340-1c59fe393ac0,PSG 13B Blue,Paris Saint-Germain Academy Phoenix,u13,Male,AZ,Arizona,2013,FALSE,
af541fcd-5643-4a47-b37e-4f66747ad7c2,Phoenix Premier FC 13B Black,Phoenix Premier FC,u13,Male,AZ,Arizona,2013,FALSE,
2213e102-8b05-4952-b7d8-104d7ae71eb9,Phoenix Premier FC 13B MLS NEXT AD,Phoenix Premier FC,u13,Male,AZ,Arizona,2013,FALSE,
4212c398-b2a0-45bc-a1ae-d5ff2301b1e6,PRFC Desert Foothills 13B Predator,Phoenix Rising Desert Foothills,u13,Male,AZ,Arizona,2013,FALSE,
f2c46192-4d87-4b0b-a401-b3f0da608ea6,PRFC Desert Foothills 13B Pre-Academy,Phoenix Rising Desert Foothills,u13,Male,AZ,Arizona,2013,FALSE,
652a76cd-a9e7-4b2c-81f9-2bf3423accd6,PRFC SEV 13B NL Premier 2 AZ,Phoenix Rising FC,u13,Male,AZ,Arizona,2013,FALSE,
2c41a855-9411-4b09-b80d-0a21841a95de,PRFC WV 13B NL Premier 2 AZ,Phoenix Rising FC,u13,Male,AZ,Arizona,2013,FALSE,
433ad64d-9a1a-4e7a-afd0-79c4bb5e600b,Phoenix Rising FC U13B MLS Next HD,Phoenix Rising FC,u13,Male,AZ,Arizona,2013,FALSE,HD
7927135b-4f74-41fa-9d0d-a3c1c1fe4fa6,Phoenix Rising FC U13B MLS Next AD,Phoenix Rising FC,u13,Male,AZ,Arizona,2013,FALSE,AD 
73afa880-4365-4256-9fa9-80f7427bf4af,PRFC Scottsdale 13B Copa,Phoenix Rising FC,u13,Male,AZ,Arizona,2013,FALSE,
cf7723bb-d55b-4208-b6bb-871bd16db6ba,PRFC Scottsdale 13B Predator,Phoenix Rising FC,u13,Male,AZ,Arizona,2013,FALSE,
3b2d4224-c9c5-4bb0-9e90-211b91f9d3fd,PRFC SEV 13B NL Premier 1 Pacific,Phoenix Rising FC,u13,Male,AZ,Arizona,2013,FALSE,
8c9cdd93-5b35-438c-8eb1-862769ceee86,PRFC Southeast Valley 13B Predator,Phoenix Rising FC,u13,Male,AZ,Arizona,2013,FALSE,
797a1e35-df70-40c9-aab6-3d5d6e3f715d,PRFC West Valley 13B Copa,Phoenix Rising FC,u13,Male,AZ,Arizona,2013,FALSE,
90667f0c-2322-4cb8-a584-ca756b9dad41,PRFC West Valley 13B Predator,Phoenix Rising FC,u13,Male,AZ,Arizona,2013,FALSE,
c577e1d5-c33c-46ed-a376-b04dd6e45266,PRFC North Valley 13B Copa,Phoenix Rising FC North Valley,u13,Male,AZ,Arizona,2013,FALSE,
bf4d2907-9d41-4abc-bddd-ddd958a2df39,PRFC North Valley 13B Predator,Phoenix Rising FC North Valley,u13,Male,AZ,Arizona,2013,FALSE,
93d5b620-bf89-408b-bd30-f01cdb36b7d3,2013 Rush Boys,Phoenix Rush,u13,Male,AZ,Arizona,2013,FALSE,
6bd5448b-aa45-44aa-b1c8-b2ad7e114df3,2013 Academy,Phoenix United Futbol Club,u13,Male,AZ,Arizona,2013,FALSE,
ff5d3ed8-dad1-405a-bd69-1e840bccef47,Pima 13 B (Morris),Pima County Surf Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
c735c85b-b3d3-4874-8877-e4f00257300a,West Valley 13B,Pima County Surf Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
22088074-0c2c-44dc-b969-0acf8b9f6e0d,Playmaker Futbol Academy 13B NL,Playmaker Futbol Academy,u13,Male,AZ,Arizona,2013,FALSE,
64a6b39e-0a3b-4436-8869-11f86db69fd2,Playmaker Futbol Academy ECNL-RL B13,Playmaker Futbol Academy,u13,Male,AZ,Arizona,2013,FALSE,
37a055a1-576d-44f9-81b0-683db6368291,ECNL RL B13,PlayMaker Futbol Academy,u13,Male,AZ,Arizona,2013,FALSE,
6ff59dca-43c6-4fd4-8b2e-3edf97832d4b,Chelsea 13B,Renegades Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
22c453cc-78f7-4253-8e42-d93ee3da2a13,Chelsea 13B2,Renegades Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
5898c298-7111-4b3a-ade7-512723eef033,JEDI 13B,Renegades Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
6a5be1b7-a2c5-46f9-9dbf-5e543df0a76b,Renegades 13B,Renegades Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
d612cf19-a8ed-4097-8f32-3bbb21b952de,Rangers 13B,Renegades Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
063a5f47-6da3-48bd-a57c-49ea2d716aad,Rayitos 14b,Renegades Soccer Club,u12,Male,AZ,Arizona,2014,FALSE,
c0ac7018-fcce-4a50-825f-f1a72635c17a,Rayitos Del Desierto13B2 - Rubio,Renegades Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
813acf7c-5d69-4df0-844a-a68bd84351d4,Mighty Dragons 13B,Renegades Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
e6de05b6-3c26-4982-8aa2-c585f0eb6ed5,RSL AZ 13B MLS Next AD,RSL Arizona,u13,Male,AZ,Arizona,2013,FALSE,AD
fd174631-4d78-4f07-858c-066a49402830,RSL AZ Mesa 13B MLS Next AD,RSL Arizona Mesa,u13,Male,AZ,Arizona,2013,FALSE,AD
640fce78-0223-4d1d-a009-730a6e601726,RSL AZ Southern Mendez AL,RSL Arizona,u13,Male,AZ,AZ,2013,FALSE,
ca5a69fe-de0c-4e93-85ce-bd6c261bb2db,RSL AZ U13 MLS NEXT HD,RSL Arizona,u13,Male,AZ,Arizona,2013,FALSE,HD
1ddb2188-65c5-451c-a6d2-f4c6af35a778,13B GSA,RSL-AZ North,u13,Male,AZ,Arizona,2013,FALSE,
6a4b9bf5-54b4-42ab-87cf-fe868e12e049,13B Simbron,RSL-AZ North,u13,Male,AZ,Arizona,2013,FALSE,
3c710deb-ea19-4c73-8a4c-0147b3d804d7,Excel U11/U12Kaufmann,RSL-AZ North,u13,Male,AZ,Arizona,2013,FALSE,
761afc95-30a1-4136-9d91-4d5742c5ae38,RSL AZ North 13B Penaloza,RSL-AZ North,u13,Male,AZ,Arizona,2013,FALSE,
b9249510-494c-42bb-b253-e9055f782a9e,Screaming Goats,RSL-AZ North,u13,Male,AZ,Arizona,2013,FALSE,
1c3bc2dd-1206-48a1-96e8-ec5a14afd742,North 13 EA,RSL-AZ North,u13,Male,AZ,Arizona,2013,FALSE,
7e988509-e6a1-4513-88e1-e0f0b54d2c55,1203 Maloum,RSL-AZ South,u13,Male,AZ,Arizona,2013,FALSE,
8e9d2b9c-21a1-4cd1-b394-735d2e4c6f92,13B Eggleston,RSL-AZ South,u13,Male,AZ,Arizona,2013,FALSE,
b72c51aa-c947-43e0-8894-9b139dac0954,13B Velasco,RSL-AZ South,u13,Male,AZ,Arizona,2013,FALSE,
c72a7e54-a128-4ebe-91cd-5abe59a59252,13B WMolina,RSL-AZ South,u13,Male,AZ,Arizona,2013,FALSE,
7f7e9ef5-ca91-4aa1-82e6-7082431b9e14,RSL AZ South 13 Boys EA,RSL-AZ South,u13,Male,AZ,Arizona,2013,FALSE,
ab1de47a-70e3-4a76-af38-9b83bbcc1b4a,13B Summers,RSL-AZ South,u13,Male,AZ,Arizona,2013,FALSE,
264e76ab-cd4e-4137-a278-686173d54fdd,13B Gonzalez NL,RSL-AZ Southern AZ,u13,Male,AZ,Arizona,2013,FALSE,
ae607a4f-9ca8-4e3b-8098-2d4a426b9cea,13B Haouala Monarchs,RSL-AZ Southern AZ,u13,Male,AZ,Arizona,2013,FALSE,
d2ad63b7-2b23-4b36-9c44-d3cd71b57cdf,13B Jones EA,RSL-AZ Southern AZ,u13,Male,AZ,Arizona,2013,FALSE,
178cd560-d939-48f7-9409-4adedd9fc117,13B Lavo,RSL-AZ Southern AZ,u13,Male,AZ,Arizona,2013,FALSE,
df8513b7-246c-483d-a7aa-0cbd2d9cea20,13B Rayados White,RSL-AZ Southern AZ,u13,Male,AZ,Arizona,2013,FALSE,
4f268776-1dd6-4825-bcc2-dcaae5e7a0b3,13B Brandt,RSL-AZ Southern AZ,u13,Male,AZ,Arizona,2013,FALSE,
581ce746-cb09-4b4e-b476-62860a0a9345,West Valley 2013 Boys Aunan Premier,RSL-AZ West Valley,u13,Male,AZ,Arizona,2013,FALSE,
44a61a72-a6c9-48e4-a84e-c39c11ff9c10,RSL-AZ Yuma 13 Boys Kraus,RSL-AZ Yuma,u13,Male,AZ,Arizona,2013,FALSE,
c6facc95-3f13-4d69-a98a-67bc4791b8f6,U-13 (2013) MLS NEXT AD,SC del Sol,u13,Male,AZ,Arizona,2013,FALSE,AD
c13b8546-1825-41ba-9624-31811ca66fbb,U-13 (2013) Boys Yuma Academy,SC del Sol Yuma,u13,Male,AZ,Arizona,2013,FALSE,
4f43abec-f80b-43c3-b681-80a9887c7fc8,SC Del Sol U13 MLS NEXT HD,SC Del Sol,u13,Male,AZ,Arizona,2013,FALSE,HD
244845a6-16b7-432f-a572-c57d55319684,Union Maricopa 2013B West Premier,SC Union Maricopa Academy,u13,Male,AZ,Arizona,2013,FALSE,
50481884-885e-41ff-a370-e2611019097a,13 Premier Select Maroon,Scottsdale Premier SC,u13,Male,AZ,Arizona,2013,FALSE,
b89f18d2-07af-4407-9c00-26b38772280b,SASC 2013 Cardinals Boys,Southern Arizona Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
3d7df3d8-f8e4-4530-b8fe-e5bf25b2a4b4,Spartans FC Academy 13B NL (AZ),Spartans FC (AZ),u13,Male,AZ,Arizona,2013,FALSE,
19b6bbf8-66cd-487f-a5ce-2e33a7c9539a,SFC XOLOS ARIZONA 2013B,Spartans FC (AZ),u13,Male,AZ,Arizona,2013,FALSE,
1bda065d-9488-491e-9288-54ed6ea9a390,State 48 FC Avondale 13 Black,State 48 FC,u13,Male,AZ,Arizona,2013,FALSE,
f499956c-c8b1-4e68-bcd1-f1476cc97b18,State 48 FC Avondale 13 Copper,State 48 FC,u13,Male,AZ,Arizona,2013,FALSE,
ef99cbc3-0bda-4598-9aaa-8bcc4c14aa27,State 48 FC Verrado 13 Black,State 48 FC,u13,Male,AZ,Arizona,2013,FALSE,
d3ab36e1-8d6c-4f98-82d6-f4ec86d2d14d,Sun Warriors 13/14 Boys,Sun Warriors AZFC,u13,Male,AZ,Arizona,2013,FALSE,
5411c986-d123-4d25-8ebd-7511115fc53a,Synergy FC 13B,Synergy FC AZ,u13,Male,AZ,Arizona,2013,FALSE,
892e959e-5c1f-4daf-aa8f-b1132281c227,2013 Boys,Thunderbird FC,u13,Male,AZ,Arizona,2013,FALSE,
f6f91955-587b-483c-b587-fe037145962a,Monsters 2013,United Latinos SC,u13,Male,AZ,Arizona,2013,FALSE,
5019d86c-f768-42a5-acc2-32466e37c560,VSC 2013 Boys Green,Vail SC,u13,Male,AZ,Arizona,2013,FALSE,
a9ed17e7-a5ea-4a81-a7f8-b7ae2c468618,VSC 2013 Boys White,Vail SC,u13,Male,AZ,Arizona,2013,FALSE,
8c57f802-18e1-41df-85a6-9ca1ca230524,WMFC Highlanders 12U BOYS (2013-14),White Mountain FC,u13,Male,AZ,Arizona,2013,FALSE,
3bb50847-bd78-497b-a3db-40aec04aaed7,Select 13B,Yavapai Soccer,u13,Male,AZ,Arizona,2013,FALSE,
323eaa81-e89b-4516-a504-b84d14bee5e5,13B FMendez,,u13,Male,AZ,Arizona,2013,FALSE,
8243aada-a3f5-4fab-ba4f-8d2ba2b9c760,13B Sanders,,u13,Male,AZ,Arizona,2013,FALSE,
b28a52c9-3ee2-462e-8f1d-f1f31aab0f4a,RSL-AZ Yuma 13 Boys Kraus Red,RSL-AZ Yuma,u13,Male,AZ,Arizona,2013,FALSE,
