team_id_master,team_name,club_name,age_group,gender,state_code,state,birth_year,is_deprecated,division
c4919d10-209f-42c4-bb16-b5d73eadc32a,Amore 2013 Boys,Amore Soccer,u13,Male,AZ,Arizona,2013,FALSE,
7fc853f4-1542-4bf2-b202-eb35a27392e4,AZ Arsenal 13 Boys Club Premier 2,Arizona Arsenal Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
ba7a216a-12c6-49ee-bf68-45b87a0b34f2,AZ Arsenal 13 Boys Flagstaff,Arizona Arsenal Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
0d74f60c-25c6-455e-ad79-1d4cd4ac5e5d,AZ Arsenal 13 Boys Select,Arizona Arsenal Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
f17c27aa-42de-4367-96d7-7348aa3af421,AZ Arsenal 13 Boys Teal DC,Arizona Arsenal Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
a355c2a2-b37b-4bc1-a567-c3ff510854f7,AZ Arsenal 13 Boys Verde Valley,Arizona Arsenal Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
2afcc095-f4a4-4aa2-9b8e-9a90b528e5bd,AZ Arsenal ECNL B13,Arizona Arsenal Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
f118152c-3aae-401d-8c2d-85154c4ba435,AZ Arsenal ECNL RL B13,Arizona Arsenal Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
e5eb2f6b-9a77-41f4-8ef5-03f401048900,AZ Arsenal 14 Boys Verde Valley,Arizona Arsenal Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
8aa79697-8064-4ede-8a1f-8b0b3b9126f3,AZSC 13B Sobek,Arizona Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
d355920e-2bc5-4945-98e5-b483b68c9d2c,AZSC 2013B NL Premier 2,Arizona Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
e4b10323-2e0f-4830-8d33-8ee519251deb,GRP Gilbert U11/12B T03 Gonzales White,Arizona Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
6293776c-89d2-40a5-b596-c9bc2edc2438,2013 Boys Blue,Arizona Storm F.C.,u13,Male,AZ,Arizona,2013,FALSE,
247d900e-1b80-4c81-8350-755a591459f0,AYSO 216 12UB PSP Graham Crackers,AYSO 216,u13,Male,AZ,Arizona,2013,FALSE,
e83e4366-5b04-42c1-a39f-a1f0970db34d,13B Rayot,AYSO 350 Alliance,u13,Male,AZ,Arizona,2013,FALSE,
91b88ff5-164b-492f-b151-ae9afd8d1010,Juventus,AYSO 350 Alliance,u13,Male,AZ,Arizona,2013,FALSE,
eb611571-8c71-4581-bcaf-1aaec08b0e26,AYSO 1079 2013 Boys,AYSO United (AZ),u13,Male,AZ,Arizona,2013,FALSE,
b567e98f-f409-43ac-bbdc-6de08c3c57b5,AZEV B2013 (NAVY),AYSO United (AZ),u13,Male,AZ,Arizona,2013,FALSE,
21dff055-680e-402d-bff4-1405fe3fa0d3,AZ Inferno 13 Boys Black,AZ Inferno,u13,Male,AZ,Arizona,2013,FALSE,
571d46f5-7f84-43c8-9eb1-8a908c731c35,Select 13B Red,AZFC,u13,Male,AZ,Arizona,2013,FALSE,
0bf4016f-e4f9-4ba6-a099-11ce850a916c,Yuma Synergy 13B,AZFC,u13,Male,AZ,Arizona,2013,FALSE,
8ebde223-a8aa-46a4-80f1-22d33fe31325,Brazas 2013 Boys Black Pacifico,Brazas Futebol Club,u13,Male,AZ,Arizona,2013,FALSE,
b080bc42-12b0-4400-ba1c-15ee9979881d,Brazas 2013 Boys Gold Cassio,Brazas Futebol Club,u13,Male,AZ,Arizona,2013,FALSE,
24214f3d-3d8b-4560-a4cf-e062dbeffc1f,BRAZAS FC 2013 Boys Gold,Brazas Futebol Club,u13,Male,AZ,Arizona,2013,FALSE,
075b7be0-ff54-431b-8d90-c9f00191b888,BRAZAS FC 2013 Boys White,Brazas Futebol Club,u13,Male,AZ,Arizona,2013,FALSE,
40b91013-8d39-448b-8abc-68b3b495b87a,CDO 13B Alliance,Canyon Del Oro Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
31ec94f0-b38a-4906-86b6-9d6808597503,CDO 13B Elite,Canyon Del Oro Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
b0150b10-5690-4fe1-8a54-8e61155b96f7,CDO 13B Premier,Canyon Del Oro Soccer Club,u13,Male,AZ,Arizona,2013,FALSE,
d7d60cd8-e016-4cbe-a1c1-b9ee60c0e90f,CCV Stars 13 Boys East,CCV STARS,u13,Male,AZ,Arizona,2013,FALSE,
c5cce642-a1d3-4d4c-98e8-af25a267aa16,CCV Stars 13 Boys North Orange,CCV STARS,u13,Male,AZ,Arizona,2013,FALSE,
e8ff1b34-f7b6-4766-a3ab-fbd894469553,ECNL RL B13,CCV Stars,u13,Male,AZ,Arizona,2013,FALSE,
e3015a3a-ad4b-48bc-b5b2-9ebdd4dafb18,CCV Stars 13 Boys South Orange,CCV STARS,u13,Male,AZ,Arizona,2013,FALSE,
b1e4db02-016f-4dc8-8d45-439caf52e4e1,CCV Stars 13 Boys South ECNL RL,CCV STARS,u13,Male,AZ,Arizona,2013,FALSE,
a370dc01-5154-4b9b-8175-d60481b0d832,CCV Stars 13 Boys West Orange,CCV STARS,u13,Male,AZ,Arizona,2013,FALSE,
c207061f-1e0c-4907-979e-2808d6456479,ECNL B13,CCV Stars,u13,Male,AZ,Arizona,2013,FALSE,
de2e46b7-6832-4a1a-98a2-88b62eeb9ee9,CCV Stars 13 West Premier 2,CCV STARS,u13,Male,AZ,Arizona,2013,FALSE,
5752f510-373f-4914-8a04-041fb2cbb24c,Unicorns DEMO,Club Keke Demo,u13,Male,AZ,Arizona,2013,FALSE,
7885f79d-5f5e-4a13-a200-d39f178993fe,Cochise United 2013B,Cochise United (AZ),u13,Male,AZ,Arizona,2013,FALSE,
0b819e28-9a25-4433-a9bd-410d3d0547a7,CAC 13/14B (Haymore),Coronado Athletic Club,u13,Male,AZ,Arizona,2013,FALSE,
1038790d-b3bb-45ce-9cb3-ee5156bc668c,Dynamos SC 13B SC,Dynamos SC,u13,Male,AZ,Arizona,2013,FALSE,
d06a55c8-a535-47f2-8ba6-61088275ba0f,Dynamos ECNL RL STXCL B13,Dynamos SC,u13,Male,TX,TEXAS,2013,FALSE,
f739ece9-3ded-4cf4-a298-edbf6096921f,Dynamos STXCL EC B13,Dynamos SC,u13,Male,TX,TEXAS,2013,FALSE,
