team_id_master,team_name,club_name,age_group,gender,state_code,state,birth_year,is_deprecated,provider_id,division,alias,modular11_alias
758458a6-a87d-4303-9526-fff3c385d738,Bainbridge Club de Futbol 12/13,Bainbridge Decatur County Recreation Authority,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,566002,
3ceff735-2410-43be-b7d6-4943588add8d,SG Spartans FC 2012B,Bainbridge Decatur County Recreation Authority,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,663408,
a3a1b701-d5a9-4e91-ae34-34b2dcb08da0,AFC Lightning 12B SCCL Gold,AFC Lightning,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,387311,
19c1ec78-b7dd-425c-9ae9-322995f465d2,AFC Lightning 12B SCCL Red,AFC Lightning,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,57983,
c9c4a6ba-c4c5-4386-b7f9-600513036ed6,AFC Lightning 2012B,AFC Lightning,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,671419,
567c3aad-e64b-496a-bd14-a51da5df42ba,AFC Lightning Griffin 2012B Gold,AFC Lightning,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,625833,
f0e77c1a-f0d3-421d-9477-bbdb6aec2776,AFC Lightning Middle GA 12B SCCL Gold,AFC Lightning,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,505546,
4e22b23a-e47b-4157-be24-294e4269f62c,AFC Lightning Middle GA 2012B,AFC Lightning,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,673900,
44c8995c-8617-49dc-a436-050d046f56c3,ALBION SC Atlanta B12 SCCL,Albion SC Atlanta,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,505277,
b9c0d5fe-531b-47da-96fc-60ce77fd915d,ALBION SC ATLANTA METRO B12 EA,Albion SC Atlanta,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,644299,
b11e3d83-613f-4c79-a463-666f74d753a3,Alianza Gold 2012B,Alianza SC,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,576586,
23f0e7e4-6afd-4cdb-a569-e554ea8574d0,All In FC 2012B SCCL Blue,All-In FC,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,504669,
3c4ccde7-9502-4cf0-a749-d8483cf472c3,All In FC 2012B SCCL Green,All-In FC,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,504644,
62260522-4fb6-4224-8f4c-2fe85046ec1f,Alliance SC 2012B Elite SCCL,Alliance SC,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,570217,
161d6e84-38c9-4c5c-8f9c-3aae66c00c18,Alliance SC 2012B Premier SCCL,Alliance SC,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,571239,
5605c024-9b7d-4f23-a0be-2cb332abf2b1,All-In FC 2012 B,All-In FC,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,482551,
9d56b3bf-08c2-4b38-951e-6ee946d7435f,All-In FC 2012B EA,All-In FC,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,581105,
88a46392-2ea2-40f8-a091-0f684789e421,Alpharetta Ambush SC B12 Grey,Alpharetta Ambush Select Soccer,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,398623,
92d41a25-b2ba-4cc0-8716-ea494ce2362d,Alpharetta Ambush SC B12 Red,Alpharetta Ambush Select Soccer,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,251545,
36af1cf8-e804-4297-b2d3-2deed1a71a79,Arsenal 2012 Boys Gray,YMCA Arsenal Rome,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,503065,
b8e2bf4f-27f1-4c49-988f-535e1d7b5de1,Arsenal 2012 Boys Red,YMCA Arsenal Rome,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,385425,
c0a410e6-3fca-407d-86af-b620a03259db,ASC 2012 Boys,Anders Soccer Club,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,681370,
996e3c4c-9c25-4aeb-b330-340341672a17,ASC 2012 U14 Boys Select,Anders Soccer Club,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,681369,
94f447be-d507-4476-96ad-9467e2911bd3,Athens United 12B Black,Athens United SA,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,623840,
3d4c0710-0411-4b51-a580-8acdca4b1de9,Athens United 12B Red,Athens United SA,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,623839;570906,
0c0d6aaa-bc96-4a5c-bb74-6bb4d9babff7,Athens United 12B White,Athens United SA,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,623841,
275467af-6fc0-4915-808a-9b2b75754dab,ATHENS UNITED 2012B GREEN,Athens United SA,u14,Male,GA,Georgia,2012,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,570452,
10b05679-c0cb-4622-9a6e-76a1347c6894,ASC 2012 U13 Boys Select,Anders Soccer Club,u14,Male,GA,Georgia,2012,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,681366,
a9044650-9f23-44b8-a6d6-e84fedf31925,Atlanta City 2012B GPL,Atlanta City FC,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,570207,
b6fb0711-513d-4bef-8bcc-29f4db1fba62,Atlanta Fire ECNL B12,Atlanta Fire United,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,"79917;79870;564552, 79870",
80f9f9fa-9358-4d47-8986-59dabdd29fb9,Atlanta Fire RL B12,Atlanta Fire United,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,553789,
35b31e1e-f309-477a-bfe7-e2d382db6438,BVBIA 2012B Black,BVB IA,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,649120,
e1221f5e-a93d-4287-b7f2-99655e39db7b,BVBIA Georgia 12B,BVB IA,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,672192,
b50426f7-42c2-49ac-a307-632beda38923,CF 12B SCCL Champions,Concorde Fire,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,367268,
edc438fa-505e-4fc4-85bd-7fe08bff88cd,CF 12B South Black,Concorde Fire,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,65874,
fd489c4f-9f63-42ed-988d-b29e39d0a42f,CF 12B South SCCL Black,Concorde Fire,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,386228,
0dc067b1-3bf1-4863-bc86-f95921ebc8c0,Coastal- CYCLONES B2012,Coastal Outreach Soccer Prog.,u14,Male,GA,Georgia,2012,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,570479,
b95b7992-05d2-4090-a5c9-ced49e3cad77,Dalton FC 2012 Elite,Dalton FC,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,570436,
d70327f3-dd54-488d-a12a-bde193f006c9,DDYSC Wolves 12/13 Boys Premier,Decatur Dekalb YMCA Soccer Club (DDYSC),u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,513166,
aafc4200-6874-40d8-8caa-e9fa3ac8be7d,DDYSC Wolves 2012 Boys Elite,Decatur Dekalb YMCA Soccer Club (DDYSC),u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,513165,
74508e94-3f7a-4db3-99f9-916b5279e2d8,Emerald Coast Rush U13 Boys 2012 Select I,Coastal Rush,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,514902,
54f76976-3d7f-4815-8e50-261e6148c091,F25 SSA Cartersville U14B-Jr Wolverines,Southern Soccer Academy,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,661065,
9ac413dd-9a8c-4af9-839a-aeca516f49dc,FC Sudamerica 2012 - GPL,FC Sudamerica,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,474015,
62f1bad1-77d3-44b8-97fb-b0b319d3fc64,FC Sudamerica U14B,FC Sudamerica,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,482566,
cb8fccc2-3a50-4264-a49b-9f99c7fd78cd,Forest Park Panthers 12B,no club,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,672190,
b2c011f0-689b-4fd2-8daf-d604fa9122f6,GA ODP 2012 Boys,Georgia Soccer Association,u14,Male,GA,Georgia,,FALSE,e6102baf-6095-4fc8-805a-ed0d71cbee1e,,594600,
