team_id_master,team_name,club_name,alias,age_group,gender,state_code,state,birth_year,is_deprecated,division,modular11_alias
b40a3d4d-0f0b-4177-9fcd-900918a51080,Peñarol,America United Soccer,457925,u14,Male,NJ,New Jersey,,FALSE,,
9c69acb7-dca2-4e7f-883b-785c1d108aa2,Americans-B13EW-Bonham,American Soccer Club of NJ,282078,u14,Male,NJ,New Jersey,,FALSE,,
c1db5d1f-68d2-4746-85e5-40660c9def52,Americans-B14B-Everett,American Soccer Club of NJ,282081,u14,Male,NJ,New Jersey,,FALSE,,
ba28a999-4a68-4ef4-935c-29392f04eca9,Americans-B13DW-Ferraioli,American Soccer Club of NJ,282077,u14,Male,NJ,New Jersey,,FALSE,,
abdba1c3-cd8d-413e-986d-51898c44310b,Americans-B13FW-Porcelli,American Soccer Club of NJ,282082,u14,Male,NJ,New Jersey,,FALSE,,
81bf72cb-612a-40ba-a35e-640631382f7c,ASJE 2012 South,AS Junior Elite,136385,u14,Male,NJ,New Jersey,,FALSE,,
65866efe-bd2a-444f-9ef9-3b36e48fa978,Atlantic United U14 AD,Atlantic United,1286_U14_AD,u14,Male,NJ,New Jersey,,FALSE,AD,
78e122ab-7e39-4bf3-8e9c-9b7247c27520,Audubon Soccer Youth Ballers 2012,Audubon Soccer Youth Association,153346,u14,Male,NJ,New Jersey,,FALSE,,
c524a125-a5e5-4dd2-b940-acd26a2c8042,BOM WIT GEORGIA 2012,Battle of Monmouth SC,206454,u14,Male,NJ,New Jersey,,FALSE,,
812eecd0-40cc-4ccd-8f88-264579a4f063,Belleville-B13E-Galarza,Belleville Soccer Association (NCSA),404234,u14,Male,NJ,New Jersey,,FALSE,,
01bc0b52-807b-438e-8fd0-e7e62ca6e402,BHYSC Gunners,Berkeley Heights Youth Soccer Club,26387,u14,Male,NJ,New Jersey,,FALSE,,
fe8feb3d-c4e0-43df-8ffe-dde0c60bfdbf,Ball Breakers 2012/13,Berlin Soccer Club,98510,u14,Male,NJ,New Jersey,,FALSE,,
ed8487a9-b5ca-412b-ba24-437228b94d5b,Bordentown FC Jaguars 2012B EDP,Bordentown FC,200410,u14,Male,NJ,New Jersey,,FALSE,,
ed7adf24-0eae-4e9e-a056-5f806fb016cb,BTSC Thunder,Branchburg Travel SC,281897,u14,Male,NJ,New Jersey,,FALSE,,
e33eeb7b-5b61-40f0-8d4f-665e18ae17a4,Barracudas,Brick Township SA,399499,u14,Male,NJ,New Jersey,,FALSE,,
2d65b8ef-0b51-4db6-90d1-1857196d8196,NJ Nationals FC Bridgewater SA Chelsea,Bridgewater SA,143931,u14,Male,NJ,New Jersey,,FALSE,,
46a43c14-dca9-40ca-aa98-91361fadae83,Bridgewater United Ajax,Bridgewater United SC,293635,u14,Male,NJ,New Jersey,,FALSE,,
c23da310-6eab-478e-aed6-c099fe672daf,Dragons 2012,Burlington Township Soccer,157537,u14,Male,NJ,New Jersey,,FALSE,,
12b80508-52b2-41a3-88b9-5d5c927afbcd,CE White Caps 2012,Cape Express,58669,u14,Male,NJ,New Jersey,,FALSE,,
b6fa14da-4a1b-4225-9b2c-2fb5ccd40d71,Carteret Soccer Academy United (2012),Carteret Soccer Academy,532032,u14,Male,NJ,New Jersey,,FALSE,,
c90998d0-a06e-418d-ae3c-ded18d892a86,2012B AD,Cedar Stars Academy - Monmouth,510125,u14,Male,NJ,New Jersey,,FALSE,,
20d66282-91f9-4208-8f2f-ec31df15e286,NAL Academy 12,Cedar Stars Academy - Monmouth,137345,u14,Male,NJ,New Jersey,,FALSE,,
62da8d40-12f4-42b0-ad28-46339c7af79e,Cedar Stars Academy Bergen U14 HD,Cedar Stars Academy Bergen,137_U14_HD,u14,Male,NJ,New Jersey,,FALSE,HD,
39113182-a153-4145-b92a-cc661880903f,Cedar Stars Academy Bergen U14 AD,Cedar Stars Academy Bergen,137_U14_AD,u14,Male,NJ,New Jersey,,FALSE,AD,
481fc1cc-4055-4f6b-8182-7fa38dec1034,Cedar Stars Academy Monmouth U14 AD,Cedar Stars Academy Monmouth,138_U14_AD,u14,Male,NJ,New Jersey,,FALSE,AD,
1ccdc729-b444-4d7e-a13e-e0f09b7beef4,Cedar Stars Academy Monmouth U14 HD,Cedar Stars Academy Monmouth,138_U14_HD,u14,Male,NJ,New Jersey,,FALSE,HD,
b14e83f0-2afc-475f-979a-72d83a0918c8,Cedar Stars Academy Newark U14 AD,Cedar Stars Academy Newark,1283_U14_AD,u14,Male,NJ,New Jersey,,FALSE,AD,
6fd0e833-fe97-4eed-936c-679545547b71,12B Elite 64,Cedar Stars Academy North,523696,u14,Male,NJ,New Jersey,,FALSE,,
bc5885a2-c468-4952-964b-7c63b140a115,Cedar Stars Academy 2012 Boys NAL,Cedar Stars Academy North,127782,u14,Male,NJ,New Jersey,,FALSE,,
8d6bc8b5-4014-46bc-a421-198730c6d580,2012 Boys Select,Cedar Stars Academy North,111432,u14,Male,NJ,New Jersey,,FALSE,,
df18f0eb-f0aa-43c4-a81c-a6b0de93c1d6,2012 Boys Newark MLS Academy,Cedar Stars Academy North,111278,u14,Male,NJ,New Jersey,,FALSE,,
5441d744-7a85-4678-b8fd-4019b0136c9f,2012 Boys Bergen MLS Academy,Cedar Stars Academy North,389329,u14,Male,NJ,New Jersey,,FALSE,,
ac924460-19a4-4908-99d4-ac228571c6e5,Chatham United Warriors 2012,Chatham United SA,393474,u14,Male,NJ,New Jersey,,FALSE,,
0cb9ee05-7622-4288-90dd-38d08d3c2ed5,Cherry Hill FC Juniors Black,Cherry Hill FC,125948,u14,Male,NJ,New Jersey,,FALSE,,
1c527be5-0367-4359-8b73-f734e12a30ee,2012 Premier Cosmos,Cherry Hill FC,267050,u14,Male,NJ,New Jersey,,FALSE,,
3d47ceb1-a3ca-4d71-9977-17b359d772df,Cherry Hill SC Blue Army 2012,Cherry Hill SC,112827,u14,Male,NJ,New Jersey,,FALSE,,
ecf88d23-631a-416c-94eb-24d01ff26f66,CHERRY HILL SC Cobras 2012,Cherry Hill SC,112656,u14,Male,NJ,New Jersey,,FALSE,,
792d7f68-2c50-4f9c-a5ac-aaf0092a4a61,Cherry Hill SC Royals 2012,Cherry Hill SC,112828,u14,Male,NJ,New Jersey,,FALSE,,
a06b8d68-4489-4a3c-9c55-ad8bad74c4b5,Cheshire 2012 Boys Red,Cheshire Soccer Academy,644691,u14,Male,NJ,New Jersey,,FALSE,,
ba94a1a0-38e4-4ed0-ae09-38485da3ce54,Cheshire 2012 Boys EAL,Cheshire Soccer Academy,126539,u14,Male,NJ,New Jersey,,FALSE,,
