team_id_master,team_name,club_name,age_group,gender,state_code,state,birth_year,is_deprecated,division,alias,modular11_alias
d52af291-46a2-4e29-9c27-804917f31e8b,Brilla JUNIORS 2012 Boys White,Brilla JUNIORS,u14,Male,MS,Mississippi,,FALSE,,265706,
e3f42f87-57ee-43e6-b1f6-20d35940a29e,Brilla JUNIORS 2012 Boys Blue,Brilla JUNIORS,u14,Male,MS,Mississippi,,FALSE,,390354,
19d146e6-ea49-422c-b1f0-a2ea8ca7a764,2012/13 Delta United Boys,Cleveland Youth Soccer Assoc.,u14,Male,MS,Mississippi,,FALSE,,660217,
3950e3f6-cfdc-466b-b86f-a1841d701ed2,Golden Triangle Elite U13 Boys Gold,Columbus Park & Recreation,u14,Male,MS,Mississippi,,FALSE,,533428,
bd1a0b76-0a33-4693-9430-ae5eee117760,GTE U14 Boys Green,Columbus Park & Recreation,u14,Male,MS,Mississippi,,FALSE,,663609,
b3d15a2a-7134-4cf3-9d32-abf942a21b96,Golden Triangle Elite U13 Boys Green,Columbus Park & Recreation,u13,Male,MS,Mississippi,2013,FALSE,,153139,
af956497-1243-4959-b719-a35a3d5e37a6,Delta Red Bulls 2012B,Greenwood YSO,u14,Male,MS,Mississippi,,FALSE,,291731,
70cc1fda-2a73-4b35-b61d-4bd296cbeb7c,GCUFC 12B White,Gulf Coast United FC,u14,Male,MS,Mississippi,,FALSE,,250898,
a0ba8464-e40a-4421-9c6c-419b95834ecd,GCUFC 12B Black,Gulf Coast United FC,u14,Male,MS,Mississippi,,FALSE,,425476,
bc6efaa5-b379-4ae8-99f6-181d70abacae,GCUFC 12B Blue,Gulf Coast United FC,u14,Male,MS,Mississippi,,FALSE,,250897,
1d3c9be3-6485-47b0-a94c-f1e33317d1be,Gulf Coast United ECNL RL 2012,Gulf Coast United FC,u14,Male,MS,Mississippi,,FALSE,,111115,
507f2cfc-dc68-4b3f-aaaf-b65676e949d3,ECNL RL B12,Hattiesburg FC,u14,Male,MS,Mississippi,,FALSE,,114973,
8e793d17-f88c-45b7-ae97-21cf55e0382f,HFC Thunder '12 Navy,Hattiesburg Futbol Club,u14,Male,MS,Mississippi,,FALSE,,105235,
ba3a9cdb-f33e-40dc-91ad-a14c2615573c,HFC Thunder 12B,Hattiesburg Futbol Club,u14,Male,MS,Mississippi,,FALSE,,606869,
76e277c8-2109-4d52-8165-93beb71140a0,HFC Thunder '12 White,Hattiesburg Futbol Club,u14,Male,MS,Mississippi,,FALSE,,170438,
