provider,team_id,team_id_source,team_name,club_name,opponent_id,opponent_id_source,opponent_name,opponent_club_name,age_group,gender,state,competition,division_name,event_name,venue,mls_division,game_date,home_away,goals_for,goals_against,result,source_url,scraped_at
modular11,456,456,ALBION SC Las Vegas U14 AD,ALBION SC Las Vegas,1350,1350,Sparta United Soccer Club U14 AD,Sparta United Soccer Club,U14,Male,,AD,Desert,AD,Capriola Park - FIeld 2,AD,1/10/2026,H,0,2,L,https://www.modular11.com/public_schedule/league/get_matches,2026-01-12T05:29:53.771366
modular11,456,456,ALBION SC Las Vegas U14 AD,ALBION SC Las Vegas,913,913,Wasatch SC U14 AD,Wasatch SC,U14,Male,,AD,Desert,AD,Capriola Park - FIeld 2,AD,1/11/2026,H,0,4,L,https://www.modular11.com/public_schedule/league/get_matches,2026-01-12T05:29:53.771366
modular11,456,456,ALBION SC Las Vegas U14 HD,ALBION SC Las Vegas,389,389,SC Del Sol U14 HD,SC Del Sol,U14,Male,,League,Southwest,League,Grande Sports World - Field 2,HD,1/10/2026,A,2,3,L,https://www.modular11.com/public_schedule/league/get_matches,2026-01-12T05:29:50.884162
modular11,456,456,ALBION SC Las Vegas U14 HD,ALBION SC Las Vegas,391,391,RSL Arizona U14 HD,RSL Arizona,U14,Male,,League,Southwest,League,Red Mountain North Field 12,HD,1/11/2026,A,1,0,W,https://www.modular11.com/public_schedule/league/get_matches,2026-01-12T05:29:50.884162
modular11,1096,1096,Atletico FC U14 AD,Atletico FC,1340,1340,Westside Metros FC South U14 AD,Westside Metros FC South,U14,Male,,AD,Pacific Northwest,AD,Sounders FC Center at Longacres - Field 4,AD,1/10/2026,H,8,1,W,https://www.modular11.com/public_schedule/league/get_matches,2026-01-12T05:29:53.771366
modular11,1272,1272,Carolina Core FC U14 AD,Carolina Core FC,1296,1296,Carolina Velocity FC U14 AD,Carolina Velocity FC,U14,Male,,AD,Carolinas,AD,Phillips Park Soccer Complex - Field 2,AD,1/11/2026,H,6,4,W,https://www.modular11.com/public_schedule/league/get_matches,2026-01-12T05:29:53.771366
modular11,1296,1296,Carolina Velocity FC U14 AD,Carolina Velocity FC,1272,1272,Carolina Core FC U14 AD,Carolina Core FC,U14,Male,,AD,Carolinas,AD,Phillips Park Soccer Complex - Field 2,AD,1/11/2026,A,4,6,L,https://www.modular11.com/public_schedule/league/get_matches,2026-01-12T05:29:53.771366
modular11,1346,1346,Celtic Storm U14 AD,Celtic Storm,882,882,Downtown Las Vegas Soccer Club U14 AD,Downtown Las Vegas Soccer Club,U14,Male,,AD,Desert,AD,Bettye Wilson Soccer Complex - Field 3,AD,1/10/2026,A,1,1,D,https://www.modular11.com/public_schedule/league/get_matches,2026-01-12T05:29:53.771366
modular11,1346,1346,Celtic Storm U14 AD,Celtic Storm,467,467,Las Vegas Sports Academy U14 AD,Las Vegas Sports Academy,U14,Male,,AD,Desert,AD,Viper Park - Field 2,AD,1/11/2026,A,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2026-01-12T05:29:53.771366
modular11,1297,1297,Charleston SC U14 AD,Charleston SC,1298,1298,Fox Soccer Academy Carolinas U14 AD,Fox Soccer Academy Carolinas,U14,Male,,AD,Carolinas,AD,CSC Summerville Soccer Complex - Field 5,AD,1/11/2026,H,1,3,L,https://www.modular11.com/public_schedule/league/get_matches,2026-01-12T05:29:53.771366
